idx,angdist_arcsec,qso_name,qso_type,qso_ra,qso_dec,qso_z
19961,169.760003,SDSS J173409.21+675826.9,qX,263.538448,67.9740849,0.800000011920929
19961,173.573238,WISEA J173447.66+680159.3,q,263.6988883,68.033245,1.7999999523162842
19963,134.960877,SDSS J212921.10-001851.8,Q,322.3379521,-0.3144004,0.8050000071525574
19964,126.612382,SDSS J215328.60+253138.2,Q,328.3691892,25.5272831,1.5260000228881836
19964,166.661094,J215308.02+253058.4,2,328.283429,25.5162432,1.399999976158142
9069,0.187344,IC 756,A,180.7408791,4.8458745,0.020999999716877937
9070,50.567735,SDSS J121501.80+140112.6,qX,183.7575021,14.0202059,0.6000000238418579
9070,64.692378,SDSS J121507.57+140057.5,qX,183.7815704,14.015974,0.4000000059604645
9071,120.478857,AGES J143524.80+350536.2,Q,218.8533434,35.0934021,1.4290000200271606
9071,175.667192,AGES J143520.15+350413.3,QX,218.8338419,35.0703457,1.0509999990463257
9071,176.199928,AGES J143527.81+350454.5,QX,218.8658884,35.0818161,2.2300000190734863
19968,117.815768,SDSS J012619.86-014929.5,Q,21.5827841,-1.8248861,2.2139999866485596
9072,145.177275,WISEA J031110.77-022650.8,q,47.7949101,-2.447457,0.8999999761581421
19969,99.157631,SDSS J024612.91-073843.2,qX,41.5538222,-7.6453334,0.8999999761581421
19970,160.091469,WISEA J031734.09-391713.8,q,49.3919542,-39.2870728,1.5
9074,0.176856,MCG 3-30-014,AX,174.1182706,19.8114294,0.02199999988079071
9074,82.20379,SDSS J113624.15+194937.7,QX,174.1006439,19.8271387,2.8259999752044678
9074,86.49599,J113631.25+194957.7,X,174.1302375,19.8327106,0.10000000149011612
9074,112.386106,SDSS J113620.83+194916.5,Q,174.0867875,19.8212513,2.3589999675750732
9074,145.696193,J113626.92+195105.5,X,174.1121667,19.8515278,
19972,0.058031,PGC 75258,ARX,75.5377008,3.5305339,0.01600000075995922
19972,109.724178,J050201.72+033147.5,X,75.5071707,3.5298708,0.699999988079071
19975,164.162252,SDSS J091503.22+291856.1,Q,138.7634419,29.315627,2.13100004196167
