idx,angdist_arcsec,qso_name,qso_type,qso_z,qso_xname,qso_rname
9161,158.153836,SDSS J133736.09+383450.9,NR,0.49000000953674316,,FIRST J133736.1+383450
9162,0.343711,MCG 5-32-049,A,0.01600000075995922,,
9163,0.223806,IC 4436,AX,0.03200000151991844,2XMM J142758.3+263015,
9164,71.350309,SDSS J145856.98+412714.0,Q,1.7660000324249268,,
9164,177.811377,SDSS J145848.74+412807.4,Q,2.819999933242798,,
9167,130.156996,SDSS J231417.91+303056.7,Q,1.8860000371932983,,
9167,170.245379,SDSS J231429.25+303232.4,Q,3.061000108718872,,
9168,164.001001,SDSS J233339.15-015954.2,Q,1.3450000286102295,,
9169,99.450405,SDSS J003737.25+253741.4,A,0.4729999899864197,,
9169,144.880373,SDSS J003740.88+254043.8,Q,1.7960000038146973,,
9170,73.820923,SDSS J004309.77+233011.0,Q,2.996999979019165,,
9171,42.018353,J020020.99+243516.6,X,0.30000001192092896,2SXPS J020020.8+243520,
9172,0.1794,ESO 549-36,NR,0.02800000086426735,,VL0J035509.25-172809.4
9175,27.287841,J112927.02+240545.6,X,,4XMM J112927.0+240546,
9175,82.5615,SDSS J112922.88+240538.8,QRX,2.513000011444092,4XMM J112922.8+240538,VL0J112922.88+240538.8
9175,148.580219,SDSS J112920.78+240715.1,qX,1.2000000476837158,4XMM J112920.7+240711,
9176,123.959753,SDSS J122403.48+313000.8,Q,2.4809999465942383,,
9177,50.388924,SDSS J131202.44+204713.0,N2,0.515999972820282,,
9178,149.079419,SDSS J135053.54+213024.9,Q,0.31200000643730164,,
9179,111.47308,SDSS J135304.05+375327.5,Q,2.3239998817443848,,
9179,156.902884,SDSS J135326.16+375228.8,Q,2.619999885559082,,
9180,0.836083,ESO 578-11,AR,0.03099999949336052,,NVSS J135902.7-190332
9182,135.717722,SDSS J160422.90+144954.1,qR,0.20000000298023224,,FIRST J160422.9+144954
9184,47.35101,SDSS J011855.23+161911.9,QR,1.1740000247955322,,VL0J011855.21+161911.8
9184,109.613457,SDSS J011857.27+161743.1,Q,1.7389999628067017,,
9185,164.287692,WISEA J023131.62-174138.0,q,1.2999999523162842,,
9192,93.61911,SDSS J103014.60+151113.0,Q,2.553999900817871,,
9192,97.821102,WISEA J103022.55+151306.8,q,1.600000023841858,,
9193,87.905091,SDSS J113250.02+054459.3,Q,2.572999954223633,,
9194,14.381865,GQ124728+272742,Q,1.840000033378601,,
9194,179.724664,SDSS J124730.01+272429.9,qR,1.899999976158142,,VL0J124730.00+272430.1
9195,68.591809,SDSS J130832.43+281905.7,Q,3.2070000171661377,,
9200,95.580339,J213737.49-470201.1,X,,2SXPS J213738.1-470203,
