idx,subCl,spCl,e_zsp
20323,,GALAXY,2e-05
57389,,,
18938,STARFORMING,GALAXY,1e-05
76645,STARFORMING,GALAXY,1e-05
4498,,GALAXY,1e-05
33675,,GALAXY,2e-05
60311,STARFORMING,GALAXY,1e-05
9221,,GALAXY,1e-05
57408,,GALAXY,2e-05
51505,,GALAXY,3e-05
33827,STARFORMING,GALAXY,1e-05
33815,,,
18961,,GALAXY,3e-05
57429,,GALAXY,1e-05
51495,,GALAXY,2e-05
6045,,GALAXY,2e-05
20262,,GALAXY,3e-05
75133,STARBURST,GALAXY,1e-05
60189,BROADLINE,GALAXY,1e-05
33769,,,
36250,STARFORMING,GALAXY,1e-05
51478,STARFORMING,GALAXY,2e-05
9722,,GALAXY,2e-05
33731,,GALAXY,4e-05
75119,STARFORMING,GALAXY,1e-05
4512,,GALAXY,2e-05
60218,BROADLINE,GALAXY,1e-05
20284,,,
60215,,,
41735,,GALAXY,1e-05
33758,,GALAXY,2e-05
75125,,GALAXY,1e-05
75124,STARFORMING,GALAXY,1e-05
9874,,GALAXY,3e-05
9743,,GALAXY,3e-05
33649,,,
20384,,,
74977,,GALAXY,1e-05
20385,,,
80137,STARFORMING,GALAXY,1e-05
15946,,GALAXY,2e-05
13138,,,
60453,STARFORMING,GALAXY,1e-05
15936,BROADLINE,GALAXY,2e-05
57335,STARFORMING,GALAXY,1e-05
9776,,,
51321,,,
6314,,GALAXY,2e-05
16654,,GALAXY,2e-05
9782,,GALAXY,3e-05
33477,,GALAXY,1e-05
41841,,GALAXY,2e-05
76676,,,
80160,STARFORMING,GALAXY,1e-05
1617,,,
60509,,GALAXY,2e-05
41867,,GALAXY,2e-05
33467,,GALAXY,3e-05
74918,STARFORMING,GALAXY,1e-05
564,,GALAXY,2e-05
60418,STARFORMING,GALAXY,1e-05
76660,,GALAXY,1e-05
36308,,GALAXY,1e-05
51395,,GALAXY,1e-05
52832,STARFORMING,GALAXY,1e-05
60341,,,
33633,,GALAXY,3e-05
33625,,,
60350,,,
51387,,GALAXY,4e-05
57375,STARFORMING,GALAXY,1e-05
41793,,GALAXY,2e-05
12263,BROADLINE,GALAXY,2e-05
41798,STARFORMING,GALAXY,1e-05
1609,,GALAXY,1e-05
60411,,GALAXY,3e-05
33561,,,
60323,AGN,GALAXY,1e-05
60373,STARFORMING,GALAXY,1e-05
9753,,GALAXY,1e-05
33587,BROADLINE,GALAXY,1e-05
60365,,GALAXY,1e-05
51366,,GALAXY,3e-05
8163,,GALAXY,4e-05
33008,,GALAXY,2e-05
56994,,GALAXY,2e-05
32555,AGN,GALAXY,1e-05
56991,,,
32545,STARFORMING,GALAXY,1e-05
74366,,,
42533,BROADLINE,GALAXY,1e-05
16719,,GALAXY,3e-05
74357,,,
12972,,,
61442,,GALAXY,1e-05
80405,STARFORMING,GALAXY,1e-05
74346,,GALAXY,1e-05
6415,,GALAXY,2e-05
74343,,,
18790,,GALAXY,3e-05
4271,STARFORMING,GALAXY,2e-05
5989,STARFORMING,GALAXY,1e-05
79161,STARBURST,GALAXY,1e-05
61463,STARFORMING,GALAXY,1e-05
42563,,,
61465,,GALAXY,2e-05
42567,,GALAXY,3e-05
80418,STARFORMING,GALAXY,1e-05
76835,,,
80398,,,
50847,,GALAXY,2e-05
61329,,GALAXY,2e-05
42492,,,
13172,BROADLINE,GALAXY,2e-05
18792,,,
74441,,,
16718,,,
32663,STARFORMING,GALAXY,1e-05
42502,AGN,GALAXY,1e-05
42503,,GALAXY,2e-05
20837,,,
74395,,,
20861,,,
20868,,GALAXY,2e-05
61382,,GALAXY,2e-05
12154,,GALAXY,3e-05
32584,BROADLINE,GALAXY,1e-05
50813,,GALAXY,1e-05
32579,STARFORMING,GALAXY,2e-05
61399,STARFORMING,GALAXY,1e-05
80394,,GALAXY,2e-05
32633,,GALAXY,2e-05
501,,GALAXY,2e-05
4265,AGN,GALAXY,4e-05
61606,,,
80471,AGN,GALAXY,1e-05
76855,STARBURST,GALAXY,1e-05
32400,,GALAXY,4e-05
32393,,GALAXY,4e-05
10013,,GALAXY,3e-05
74274,,,
74271,STARFORMING,GALAXY,1e-05
61631,STARFORMING,GALAXY,3e-05
56909,,,
21030,STARFORMING,GALAXY,3e-05
36691,,GALAXY,1e-05
61656,,,
53016,,,
32365,,GALAXY,1e-05
32360,,GALAXY,2e-05
80493,STARBURST,GALAXY,1e-05
42296,,,
50665,,GALAXY,1e-05
50664,STARFORMING,GALAXY,1e-05
61665,,,
50662,,,
61674,,GALAXY,1e-05
32339,,GALAXY,1e-05
74247,STARFORMING,GALAXY,1e-05
32362,,GALAXY,2e-05
50708,,GALAXY,2e-05
21015,,GALAXY,4e-05
20959,,GALAXY,4e-05
9990,,GALAXY,2e-05
79153,AGN,GALAXY,1e-05
61506,,GALAXY,2e-05
76836,,,
15656,,,
61510,,GALAXY,1e-05
50734,,GALAXY,2e-05
32484,STARFORMING,GALAXY,1e-05
61547,,GALAXY,2e-05
12130,,GALAXY,3e-05
74285,STARFORMING,GALAXY,1e-05
42623,,GALAXY,2e-05
32437,,GALAXY,3e-05
8068,AGN,GALAXY,1e-05
61571,STARFORMING,GALAXY,1e-05
76844,STARFORMING,GALAXY,1e-05
21007,,GALAXY,2e-05
56942,,,
32462,,GALAXY,1e-05
8069,,GALAXY,2e-05
51014,STARFORMING,GALAXY,1e-05
61033,,,
61034,,GALAXY,2e-05
20666,,GALAXY,3e-05
32933,STARFORMING,GALAXY,1e-05
32924,,GALAXY,3e-05
52937,STARFORMING,GALAXY,2e-05
61045,STARFORMING,GALAXY,1e-05
79185,,,
32912,,GALAXY,3e-05
32907,,,
61052,STARFORMING,GALAXY,1e-05
76763,STARFORMING,GALAXY,1e-05
61029,,,
50994,,GALAXY,2e-05
61074,STARFORMING,GALAXY,1e-05
42162,STARFORMING,GALAXY,3e-05
42168,STARFORMING,GALAXY,2e-05
50979,,,
50975,,,
32867,,GALAXY,4e-05
42179,,,
36542,STARFORMING,GALAXY,3e-05
20695,,GALAXY,2e-05
6372,,GALAXY,2e-05
33007,,GALAXY,3e-05
57146,AGN,GALAXY,1e-05
79206,STARFORMING,GALAXY,1e-05
51059,STARFORMING,GALAXY,1e-05
33003,,GALAXY,4e-05
18845,,GALAXY,4e-05
15799,AGN,GALAXY,1e-05
57130,,GALAXY,1e-05
42104,,GALAXY,3e-05
36509,,GALAXY,2e-05
36512,BROADLINE,GALAXY,1e-05
36517,,,
57123,,GALAXY,2e-05
16690,,GALAXY,2e-05
42126,,,
61018,STARFORMING,GALAXY,1e-05
32948,AGN,GALAXY,1e-05
52931,,GALAXY,2e-05
32959,,GALAXY,1e-05
32969,,GALAXY,2e-05
40388,,,
57154,,,
20706,BROADLINE,GALAXY,3e-05
50957,,,
42450,STARFORMING,GALAXY,1e-05
57043,BROADLINE,GALAXY,2e-05
61223,,GALAXY,2e-05
32729,STARFORMING,GALAXY,1e-05
15747,,GALAXY,3e-05
80325,,,
20782,AGN,GALAXY,1e-05
42461,,GALAXY,2e-05
52958,,,
32733,STARBURST,GALAXY,1e-05
32697,,GALAXY,1e-05
74461,,GALAXY,1e-05
50869,,GALAXY,3e-05
74460,STARFORMING,GALAXY,1e-05
50865,,GALAXY,3e-05
18798,STARFORMING,GALAXY,3e-05
9956,,GALAXY,4e-05
61291,,,
42476,,GALAXY,3e-05
9960,STARFORMING,GALAXY,1e-05
74444,,,
50872,STARFORMING,GALAXY,2e-05
61214,STARFORMING,GALAXY,1e-05
20772,,GALAXY,3e-05
80295,STARBURST,GALAXY,1e-05
57068,,,
80300,,GALAXY,2e-05
61119,AGN,GALAXY,1e-05
36550,,GALAXY,2e-05
42193,,GALAXY,2e-05
50939,STARFORMING,GALAXY,1e-05
61129,,,
42210,,GALAXY,1e-05
5133,,GALAXY,2e-05
80310,STARFORMING,GALAXY,1e-05
12184,,,
80312,STARFORMING,GALAXY,2e-05
986,,GALAXY,2e-05
32767,,GALAXY,3e-05
61190,,GALAXY,2e-05
20743,,GALAXY,3e-05
61171,,,
74534,STARBURST,GALAXY,1e-05
50921,,GALAXY,2e-05
57059,,GALAXY,3e-05
61150,,,
15764,,,
9141,,GALAXY,3e-05
33832,STARFORMING,GALAXY,1e-05
20235,,,
79617,,,
58663,STARFORMING,GALAXY,1e-05
79418,,,
76338,,GALAXY,3e-05
19593,,GALAXY,1e-05
75902,BROADLINE,GALAXY,1e-05
52185,STARFORMING,GALAXY,1e-05
41105,,,
1414,STARFORMING,GALAXY,1e-05
41091,,GALAXY,2e-05
41117,,GALAXY,2e-05
4969,,GALAXY,2e-05
35160,,GALAXY,3e-05
58749,,,
35131,AGN,GALAXY,2e-05
887,,GALAXY,2e-05
57929,STARFORMING,GALAXY,1e-05
8294,,,
75860,,GALAXY,2e-05
57927,AGN,GALAXY,1e-05
41108,STARFORMING,GALAXY,1e-05
19630,,GALAXY,2e-05
35239,,,
75910,STARFORMING,GALAXY,1e-05
35843,,,
52250,,GALAXY,1e-05
35323,STARFORMING,GALAXY,1e-05
896,,GALAXY,1e-05
52524,,GALAXY,1e-05
6152,,GALAXY,3e-05
52244,,,
58607,STARBURST,GALAXY,1e-05
40722,STARFORMING,GALAXY,1e-05
58610,,,
9433,,,
4830,AGN,GALAXY,1e-05
6156,,GALAXY,2e-05
35856,,GALAXY,2e-05
24915,,,
58641,,GALAXY,2e-05
79608,STARFORMING,GALAXY,1e-05
892,,,
8352,,GALAXY,4e-05
35249,,,
35248,STARFORMING,GALAXY,3e-05
52212,STARFORMING,GALAXY,1e-05
58655,,,
19206,,GALAXY,3e-05
76361,,GALAXY,2e-05
57851,,GALAXY,4e-05
13070,,GALAXY,5e-05
41197,,GALAXY,3e-05
19160,,GALAXY,1e-05
41198,,GALAXY,1e-05
34914,STARFORMING,GALAXY,1e-05
58958,,GALAXY,1e-05
35922,,GALAXY,2e-05
52044,STARFORMING,GALAXY,2e-05
59013,,,
57808,,GALAXY,2e-05
79685,STARFORMING,GALAXY,1e-05
19946,,GALAXY,3e-05
34855,,,
4758,BROADLINE,GALAXY,1e-05
59035,,GALAXY,2e-05
4756,,GALAXY,3e-05
59042,STARFORMING,GALAXY,4e-05
41235,,GALAXY,2e-05
75726,,GALAXY,1e-05
16241,,GALAXY,4e-05
59052,STARFORMING,GALAXY,1e-05
34808,,GALAXY,2e-05
34859,,,
8275,,GALAXY,2e-05
34925,,GALAXY,3e-05
9484,,GALAXY,2e-05
52570,STARFORMING,GALAXY,1e-05
41130,AGN,GALAXY,1e-05
16300,,GALAXY,3e-05
35090,,GALAXY,2e-05
75851,,,
35076,,GALAXY,6e-05
35071,STARFORMING,GALAXY,2e-05
8360,AGN,GALAXY,2e-05
19651,STARFORMING,GALAXY,3e-05
16536,BROADLINE,GALAXY,2e-05
35062,,,
58830,,GALAXY,2e-05
58891,,GALAXY,3e-05
4779,,GALAXY,4e-05
75779,STARFORMING,GALAXY,2e-05
4984,,,
9422,,GALAXY,3e-05
16278,,GALAXY,2e-05
4785,,,
12402,STARFORMING,GALAXY,1e-05
58852,,GALAXY,1e-05
52113,STARFORMING,GALAXY,2e-05
52258,STARFORMING,GALAXY,1e-05
35622,,,
58085,,GALAXY,3e-05
58254,,,
58255,,,
35611,BROADLINE,GALAXY,1e-05
58263,STARFORMING,GALAXY,1e-05
35594,STARFORMING,GALAXY,2e-05
35588,,,
9379,,,
1339,,GALAXY,1e-05
58237,BROADLINE,GALAXY,1e-05
76130,STARFORMING,GALAXY,1e-05
16397,,GALAXY,3e-05
1367,STARFORMING,GALAXY,1e-05
58331,,,
52389,,,
4892,,GALAXY,3e-05
35565,,,
16393,,,
76102,STARFORMING,GALAXY,1e-05
76125,,,
76154,,GALAXY,1e-05
16480,,GALAXY,1e-05
58120,,GALAXY,2e-05
58145,,GALAXY,2e-05
52467,STARBURST,GALAXY,1e-05
12488,,GALAXY,2e-05
76190,,,
76244,STARBURST,GALAXY,1e-05
40821,,GALAXY,2e-05
76247,STARFORMING,GALAXY,1e-05
35656,STARFORMING,GALAXY,2e-05
79441,STARFORMING,GALAXY,1e-05
9372,,GALAXY,4e-05
58092,BROADLINE,GALAXY,1e-05
35754,,GALAXY,1e-05
52478,,GALAXY,1e-05
76278,STARFORMING,GALAXY,1e-05
6114,,GALAXY,4e-05
40859,STARFORMING,GALAXY,2e-05
19334,,,
35641,,GALAXY,1e-05
35645,,GALAXY,3e-05
8336,,GALAXY,1e-05
16384,AGN,GALAXY,1e-05
40952,,,
40748,AGN,GALAXY,1e-05
35447,,GALAXY,4e-05
58467,,,
35433,,GALAXY,3e-05
58471,STARFORMING,GALAXY,1e-05
41022,STARFORMING,GALAXY,1e-05
19471,,GALAXY,3e-05
9404,,GALAXY,4e-05
58012,,GALAXY,1e-05
35449,,GALAXY,2e-05
16345,STARFORMING,GALAXY,1e-05
40744,,GALAXY,3e-05
4857,,,
79571,STARBURST,GALAXY,1e-05
35396,,GALAXY,1e-05
1398,,,
35375,,,
35350,,GALAXY,2e-05
79573,STARFORMING,GALAXY,1e-05
79578,,,
40737,,,
4860,,,
58024,,GALAXY,1e-05
58027,STARFORMING,GALAXY,1e-05
40997,STARFORMING,GALAXY,1e-05
35784,STARBURST,GALAXY,1e-05
52488,,,
35543,,GALAXY,2e-05
19415,,GALAXY,3e-05
76066,STARFORMING,GALAXY,1e-05
9329,,GALAXY,2e-05
76065,STARFORMING,GALAXY,1e-05
40971,,GALAXY,2e-05
58382,AGN,GALAXY,2e-05
76047,STARFORMING,GALAXY,1e-05
58399,STARFORMING,GALAXY,1e-05
40975,,GALAXY,2e-05
40996,,GALAXY,1e-05
19460,,GALAXY,3e-05
40993,,GALAXY,2e-05
58434,STARFORMING,GALAXY,3e-05
35464,,,
35472,STARFORMING,GALAXY,1e-05
79540,,,
9393,BROADLINE,GALAXY,1e-05
58400,,GALAXY,3e-05
79429,STARFORMING,GALAXY,1e-05
33840,,GALAXY,2e-05
16233,,GALAXY,4e-05
59827,STARFORMING,GALAXY,1e-05
75331,STARFORMING,GALAXY,2e-05
20075,,GALAXY,3e-05
41519,STARFORMING,GALAXY,1e-05
75328,STARFORMING,GALAXY,1e-05
34155,STARBURST,GALAXY,1e-05
57542,,,
34144,,GALAXY,5e-05
34189,STARFORMING,GALAXY,1e-05
76551,STARFORMING,GALAXY,1e-05
59893,BROADLINE,GALAXY,2e-05
51633,,,
6263,,GALAXY,2e-05
59896,,GALAXY,2e-05
34128,STARFORMING,GALAXY,2e-05
57518,,GALAXY,2e-05
75306,STARFORMING,GALAXY,1e-05
51626,,,
51623,,GALAXY,3e-05
41561,,,
59884,STARFORMING,GALAXY,1e-05
79959,,GALAXY,2e-05
20049,,,
59823,,,
75387,STARFORMING,GALAXY,1e-05
12326,,GALAXY,1e-05
19880,,GALAXY,3e-05
59756,,GALAXY,2e-05
75375,STARFORMING,GALAXY,1e-05
41466,,,
75370,STARFORMING,GALAXY,2e-05
34261,,,
34253,,GALAXY,2e-05
41472,STARFORMING,GALAXY,1e-05
16086,,GALAXY,4e-05
59797,STARFORMING,GALAXY,2e-05
34215,,,
4615,,GALAXY,2e-05
59805,,GALAXY,2e-05
4614,,GALAXY,2e-05
36135,,GALAXY,3e-05
41478,STARFORMING,GALAXY,1e-05
16598,STARFORMING,GALAXY,1e-05
19021,BROADLINE,GALAXY,2e-05
57508,STARFORMING,GALAXY,1e-05
16045,STARFORMING,GALAXY,1e-05
33949,STARBURST,GALAXY,1e-05
33948,STARFORMING,GALAXY,2e-05
1279,AGN,GALAXY,1e-05
36212,,,
76596,STARFORMING,GALAXY,1e-05
60063,,GALAXY,1e-05
4549,,GALAXY,3e-05
60074,STARFORMING,GALAXY,1e-05
33919,,GALAXY,3e-05
20215,,,
33951,STARFORMING,GALAXY,1e-05
33912,,GALAXY,2e-05
20216,,GALAXY,3e-05
9694,,GALAXY,2e-05
36216,,GALAXY,2e-05
75178,,,
4543,,GALAXY,3e-05
60105,,GALAXY,2e-05
8388,,GALAXY,2e-05
12291,,GALAXY,2e-05
16034,STARFORMING,GALAXY,2e-05
9702,,GALAXY,4e-05
4538,,GALAXY,2e-05
33910,,GALAXY,3e-05
41633,,GALAXY,2e-05
33967,,GALAXY,2e-05
75211,,GALAXY,1e-05
40572,,GALAXY,3e-05
75269,STARFORMING,GALAXY,1e-05
57504,,GALAXY,1e-05
59940,,,
59944,,GALAXY,4e-05
4577,,,
16062,,GALAXY,2e-05
79304,,,
966,,GALAXY,1e-05
19003,,GALAXY,2e-05
20160,,,
12306,AGN,GALAXY,2e-05
6271,,GALAXY,2e-05
75224,,,
60016,STARFORMING,GALAXY,1e-05
9241,,GALAXY,2e-05
36187,STARFORMING,GALAXY,1e-05
75228,STARFORMING,GALAXY,1e-05
75231,STARFORMING,GALAXY,1e-05
51733,STARFORMING,GALAXY,1e-05
75233,STARBURST,GALAXY,1e-05
6274,,GALAXY,1e-05
20170,AGN,GALAXY,1e-05
18986,,GALAXY,2e-05
41607,,GALAXY,3e-05
51582,STARFORMING,GALAXY,1e-05
4628,BROADLINE,GALAXY,2e-05
19056,STARFORMING,GALAXY,1e-05
19725,,GALAXY,4e-05
51908,,GALAXY,3e-05
59248,STARFORMING,GALAXY,2e-05
34635,,GALAXY,2e-05
59257,STARFORMING,GALAXY,1e-05
51899,,GALAXY,1e-05
9551,,GALAXY,3e-05
51896,,,
19099,,GALAXY,2e-05
19098,,GALAXY,3e-05
75604,STARFORMING,GALAXY,1e-05
41317,,GALAXY,2e-05
59292,,GALAXY,1e-05
8240,BROADLINE,GALAXY,3e-05
59303,,,
52654,,,
41351,STARFORMING,GALAXY,2e-05
16184,,GALAXY,2e-05
41355,,,
36023,,GALAXY,3e-05
51870,STARFORMING,GALAXY,1e-05
59371,STARFORMING,GALAXY,1e-05
8246,,GALAXY,2e-05
59066,,,
76401,,GALAXY,2e-05
35955,,GALAXY,3e-05
57775,,GALAXY,3e-05
1311,,GALAXY,1e-05
5001,,,
59123,,GALAXY,1e-05
79733,STARFORMING,GALAXY,2e-05
34730,,GALAXY,2e-05
57760,,,
76421,,GALAXY,1e-05
6204,,GALAXY,4e-05
59181,,GALAXY,3e-05
9531,,,
34702,STARFORMING,GALAXY,1e-05
51929,,GALAXY,3e-05
79745,STARFORMING,GALAXY,2e-05
59166,,GALAXY,3e-05
51935,,GALAXY,2e-05
59152,,,
79742,STARFORMING,GALAXY,2e-05
19979,STARBURST,GALAXY,1e-05
75570,STARFORMING,GALAXY,1e-05
59378,STARFORMING,GALAXY,1e-05
36073,,GALAXY,2e-05
19077,,,
41418,STARFORMING,GALAXY,1e-05
57623,,,
59612,,GALAXY,2e-05
34360,,GALAXY,1e-05
76497,,,
75452,STARBURST,GALAXY,1e-05
1302,,GALAXY,1e-05
19069,,,
34379,,,
34338,,GALAXY,4e-05
12330,,GALAXY,2e-05
57607,,,
75423,,GALAXY,2e-05
19064,STARFORMING,GALAXY,2e-05
40606,STARFORMING,GALAXY,3e-05
75413,,GALAXY,1e-05
75407,,GALAXY,1e-05
34317,BROADLINE,GALAXY,1e-05
59693,STARFORMING,GALAXY,2e-05
16580,,GALAXY,2e-05
59719,,GALAXY,2e-05
34302,STARFORMING,GALAXY,1e-05
36111,,,
41434,STARFORMING,GALAXY,1e-05
57642,,,
5011,,GALAXY,1e-05
57706,,,
16175,,GALAXY,2e-05
59403,STARFORMING,GALAXY,1e-05
57700,,GALAXY,1e-05
9576,,GALAXY,2e-05
79357,STARBURST,GALAXY,1e-05
41374,,GALAXY,1e-05
36031,,,
59452,STARFORMING,GALAXY,1e-05
59459,,GALAXY,3e-05
19794,,GALAXY,2e-05
75541,,GALAXY,1e-05
75497,,GALAXY,3e-05
75498,STARBURST,GALAXY,1e-05
19826,STARFORMING,GALAXY,3e-05
75505,STARBURST,GALAXY,1e-05
16152,,GALAXY,2e-05
16154,,GALAXY,4e-05
34560,,GALAXY,2e-05
34424,,GALAXY,2e-05
9277,AGN,GALAXY,1e-05
19803,,,
34449,AGN,GALAXY,3e-05
15626,,GALAXY,3e-05
15828,,GALAXY,2e-05
62982,STARBURST,GALAXY,1e-05
49931,,,
42732,,GALAXY,2e-05
80772,BROADLINE,GALAXY,1e-05
63068,,,
31942,,GALAXY,4e-05
21253,BROADLINE,GALAXY,1e-05
10088,BROADLINE,GALAXY,2e-05
31559,,GALAXY,2e-05
31931,,GALAXY,3e-05
5257,,GALAXY,2e-05
31540,,GALAXY,2e-05
62488,,GALAXY,2e-05
6530,,,
31967,BROADLINE,GALAXY,1e-05
74016,,,
4023,,GALAXY,3e-05
21454,,,
62834,,,
6488,AGN,GALAXY,1e-05
56788,STARFORMING,GALAXY,2e-05
36798,STARBURST,GALAXY,1e-05
73999,STARFORMING,GALAXY,1e-05
53083,STARFORMING,GALAXY,1e-05
10083,,GALAXY,5e-05
50462,,,
63041,,GALAXY,1e-05
56408,,,
42925,,GALAXY,2e-05
42761,,,
42922,,GALAXY,3e-05
73634,STARBURST,GALAXY,1e-05
53096,,,
62119,STARFORMING,GALAXY,2e-05
42769,STARFORMING,GALAXY,1e-05
63030,AGN,GALAXY,1e-05
56419,,GALAXY,3e-05
21729,,GALAXY,3e-05
4087,,GALAXY,2e-05
73482,STARFORMING,GALAXY,1e-05
15273,,GALAXY,2e-05
56614,,GALAXY,2e-05
21275,,GALAXY,3e-05
9117,,,
10254,,GALAXY,3e-05
18486,AGN,GALAXY,6e-05
21283,,GALAXY,2e-05
56746,STARFORMING,GALAXY,3e-05
49945,STARFORMING,GALAXY,1e-05
18501,,GALAXY,2e-05
80674,STARFORMING,GALAXY,1e-05
31013,BROADLINE,GALAXY,1e-05
21242,,GALAXY,2e-05
74054,,GALAXY,2e-05
10074,,GALAXY,4e-05
9088,,,
32018,,GALAXY,2e-05
42972,,GALAXY,3e-05
5259,,GALAXY,2e-05
15558,,GALAXY,3e-05
79072,STARFORMING,GALAXY,1e-05
63122,,,
73444,STARFORMING,GALAXY,2e-05
32052,,,
21209,,,
32073,,,
473,,GALAXY,1e-05
4072,,GALAXY,1e-05
21487,,GALAXY,2e-05
32058,,GALAXY,2e-05
43105,BROADLINE,GALAXY,1e-05
10220,,,
43116,STARFORMING,GALAXY,2e-05
80614,STARFORMING,GALAXY,1e-05
80790,STARFORMING,GALAXY,1e-05
21765,,GALAXY,1e-05
10173,,GALAXY,2e-05
50490,AGN,GALAXY,1e-05
21609,,GALAXY,1e-05
15549,,,
31990,,GALAXY,2e-05
3967,AGN,GALAXY,1e-05
15546,STARFORMING,GALAXY,1e-05
31519,STARFORMING,GALAXY,1e-05
73471,,,
73806,,,
31241,,GALAXY,3e-05
62508,STARFORMING,GALAXY,1e-05
62046,STARFORMING,GALAXY,1e-05
49919,,GALAXY,2e-05
73467,,GALAXY,1e-05
63089,STARFORMING,GALAXY,1e-05
77130,STARFORMING,GALAXY,1e-05
32011,,GALAXY,2e-05
79107,,,
56388,,,
30988,STARFORMING,GALAXY,2e-05
62536,,,
21237,,,
31261,,GALAXY,4e-05
62028,STARFORMING,GALAXY,1e-05
32005,STARFORMING,GALAXY,1e-05
73646,STARFORMING,GALAXY,1e-05
50271,STARFORMING,GALAXY,2e-05
74031,STARFORMING,GALAXY,1e-05
31998,STARFORMING,GALAXY,1e-05
62804,STARBURST,GALAXY,1e-05
21707,,GALAXY,1e-05
62941,STARFORMING,GALAXY,2e-05
62872,,,
36877,,GALAXY,2e-05
13227,,GALAXY,2e-05
50012,,,
31633,,GALAXY,2e-05
76987,STARFORMING,GALAXY,1e-05
31145,,,
9106,,,
56456,AGN,GALAXY,1e-05
21659,,GALAXY,2e-05
21328,,GALAXY,1e-05
42908,,GALAXY,2e-05
79078,STARFORMING,GALAXY,1e-05
73559,STARBURST,GALAXY,1e-05
4125,,GALAXY,2e-05
21400,,GALAXY,1e-05
5248,,GALAXY,1e-05
21397,BROADLINE,GALAXY,2e-05
1205,,GALAXY,2e-05
73574,STARBURST,GALAXY,1e-05
56479,,GALAXY,2e-05
15309,BROADLINE,GALAXY,2e-05
4011,,GALAXY,3e-05
31125,,,
50006,,GALAXY,2e-05
31746,BROADLINE,GALAXY,2e-05
56447,,GALAXY,2e-05
15308,,GALAXY,2e-05
62267,,GALAXY,2e-05
31685,AGN,GALAXY,1e-05
1829,,GALAXY,2e-05
15469,,GALAXY,2e-05
50345,,GALAXY,6e-05
50342,,GALAXY,3e-05
37108,,GALAXY,2e-05
36875,,GALAXY,2e-05
50030,,,
73579,,,
62901,,GALAXY,1e-05
80888,STARFORMING,GALAXY,1e-05
10139,,,
31705,,,
62919,,,
50044,,,
62271,,GALAXY,3e-05
10142,,GALAXY,2e-05
56668,,GALAXY,1e-05
4103,,,
12623,,,
62323,STARFORMING,GALAXY,2e-05
62319,,GALAXY,1e-05
18540,,GALAXY,2e-05
6577,BROADLINE,GALAXY,2e-05
15480,,GALAXY,2e-05
21401,,GALAXY,3e-05
10119,,GALAXY,2e-05
31855,,GALAXY,1e-05
31098,STARFORMING,GALAXY,1e-05
31602,STARFORMING,GALAXY,1e-05
63001,STARFORMING,GALAXY,1e-05
13221,,GALAXY,2e-05
21432,,GALAXY,2e-05
43230,,GALAXY,2e-05
1906,,,
80702,AGN,GALAXY,1e-05
18617,,GALAXY,1e-05
18627,BROADLINE,GALAXY,1e-05
80919,STARBURST,GALAXY,1e-05
77111,,GALAXY,2e-05
15298,,GALAXY,6e-05
6568,,GALAXY,1e-05
15514,,GALAXY,3e-05
56721,,GALAXY,1e-05
10108,,,
63023,,GALAXY,2e-05
31854,STARFORMING,GALAXY,1e-05
56427,STARFORMING,GALAXY,1e-05
79000,STARFORMING,GALAXY,1e-05
42782,,,
1908,,GALAXY,2e-05
9111,,GALAXY,2e-05
1189,,GALAXY,4e-05
4135,,GALAXY,4e-05
21409,,GALAXY,3e-05
80913,,GALAXY,3e-05
1816,,GALAXY,3e-05
31790,,GALAXY,2e-05
31621,,GALAXY,2e-05
31619,,,
50398,STARFORMING,GALAXY,1e-05
1033,,GALAXY,2e-05
56482,,,
7969,,GALAXY,2e-05
31118,,GALAXY,4e-05
31786,,GALAXY,4e-05
62433,,GALAXY,3e-05
56441,,GALAXY,2e-05
4133,,GALAXY,4e-05
62166,STARFORMING,GALAXY,1e-05
6504,BROADLINE,GALAXY,1e-05
18671,,,
31113,,GALAXY,1e-05
79005,STARFORMING,GALAXY,1e-05
36854,,GALAXY,2e-05
49997,BROADLINE,GALAXY,1e-05
62858,STARFORMING,GALAXY,1e-05
56583,STARFORMING,GALAXY,3e-05
10260,,,
32166,AGN,GALAXY,2e-05
12007,,GALAXY,2e-05
61879,,GALAXY,2e-05
5228,AGN,GALAXY,2e-05
56546,,GALAXY,3e-05
61876,STARFORMING,GALAXY,1e-05
43009,,,
31279,STARFORMING,GALAXY,1e-05
10283,STARFORMING,GALAXY,1e-05
32297,,,
37029,,,
32296,,GALAXY,2e-05
18468,,,
32193,,GALAXY,2e-05
43076,,GALAXY,2e-05
61865,,,
36723,,,
80993,STARFORMING,GALAXY,1e-05
15608,AGN,GALAXY,2e-05
15230,,,
61872,,GALAXY,3e-05
12110,,,
21806,,,
74212,,GALAXY,1e-05
80582,,,
74100,STARFORMING,GALAXY,1e-05
8000,,,
31271,,,
31421,,,
21515,,,
42639,,,
62744,,GALAXY,3e-05
30813,,GALAXY,3e-05
30881,,GALAXY,3e-05
73720,STARFORMING,GALAXY,1e-05
16910,,GALAXY,3e-05
15235,,GALAXY,2e-05
21143,STARFORMING,GALAXY,2e-05
53278,AGN,GALAXY,1e-05
15580,,GALAXY,3e-05
12614,STARFORMING,GALAXY,2e-05
15586,,GALAXY,3e-05
53062,,GALAXY,2e-05
62642,,GALAXY,5e-05
11963,,GALAXY,3e-05
15589,,GALAXY,2e-05
62666,,GALAXY,2e-05
63223,,,
