pair_id,resolved_name,ra_deg,dec_deg,z,z_target,z_match_rel,x,perp_offset_arcsec,resolution_method
NGC7603-NGC7603B,[LG2002] 3,349.7404166666667,0.2338888888888889,0.391,0.391,0.0,0.545607813399531,23.01762038399108,simbad_cone_zmatch
NGC7603-NGC7603B,[LG2002] 2,349.7475,0.23444444444444446,0.243,0.243,0.0,0.9051116558813485,8.341208350942754,simbad_cone_zmatch
