pair_id,field_kind,field_index,is_catalogued_companion,name,type,z,offset_arcmin
NGC3628-XQSO,control,5,False,SDSS J112607.06+131854.6,Q,2.4230000972747803,4.996705644949128
NGC3628-XQSO,control,5,False,SDSS J112626.48+131818.8,Q,2.609999895095825,4.334839831862151
NGC3628-XQSO,control,6,False,SDSS J112006.70+120207.1,Q,3.1010000705718994,3.4314929550340043
NGC3628-XQSO,control,6,False,SDSS J112015.22+120549.6,Q,3.2260000705718994,3.0019942953057677
NGC3628-XQSO,control,7,False,SDSS J112042.60+120030.0,A,0.5479999780654907,5.290331681651439
NGC3628-XQSO,control,8,False,SDSS J111512.99+123942.6,Q,1.7009999752044678,2.9956559808353647
NGC4258-QSOs,host,-1,False,SDSS J121848.86+471447.8,QX,3.6640000343322754,3.734474128710005
NGC4258-QSOs,host,-1,False,SDSS J121925.80+471631.1,AX,0.7250000238418579,5.074632480966119
NGC4258-QSOs,control,0,False,SDSS J122341.97+483039.7,Q,2.0880000591278076,5.585424411457224
NGC4258-QSOs,control,0,False,SDSS J122425.04+482942.7,QX,1.3849999904632568,1.663833207051474
NGC4258-QSOs,control,0,False,SDSS J122440.78+483232.1,Q,2.8949999809265137,4.732965718106101
NGC4258-QSOs,control,1,False,SDSS J121218.02+482244.3,Q,1.0809999704360962,4.2486416391419075
NGC4258-QSOs,control,1,False,SDSS J121223.14+481910.9,QR,1.5920000076293945,0.5916980189664116
NGC4258-QSOs,control,1,False,SDSS J121230.82+481810.1,Q,2.2119998931884766,1.2228434659033875
NGC4258-QSOs,control,1,False,SDSS J121237.44+481450.8,Q,0.9409999847412109,4.37738554607839
NGC4258-QSOs,control,1,False,SDSS J121257.62+481706.9,Q,1.2079999446868896,5.795433605159772
NGC4258-QSOs,control,2,False,SDSS J121947.90+455048.0,QX,1.0130000114440918,2.6994655895293818
NGC4258-QSOs,control,2,False,SDSS J121949.44+455204.8,QX,1.190999984741211,3.9547307485328487
NGC4258-QSOs,control,2,False,SDSS J121954.44+454718.7,QX,1.190000057220459,2.831364713229873
NGC4258-QSOs,control,2,False,SDSS J121954.66+454827.1,QX,1.6100000143051147,2.6028103121362958
NGC4258-QSOs,control,2,False,SDSS J121958.48+454805.1,QX,2.240000009536743,3.2976732253299454
NGC4258-QSOs,control,2,False,SDSS J122001.50+454619.3,QX,1.1360000371932983,4.383932782635637
NGC4258-QSOs,control,3,False,SDSS J122227.06+455215.8,Q,1.3009999990463257,4.753281642012195
NGC4258-QSOs,control,3,False,SDSS J122309.67+455717.9,Q,1.1610000133514404,5.272771176144982
NGC4258-QSOs,control,4,False,SDSS J121128.28+481014.4,Q,1.4809999465942383,5.4362714398885315
NGC4258-QSOs,control,4,False,SDSS J121136.01+480825.9,Q,0.3700000047683716,5.692720231267098
NGC4258-QSOs,control,5,False,SDSS J122442.81+461326.7,Q,1.809999942779541,5.061941624719585
NGC4258-QSOs,control,5,False,SDSS J122445.33+461738.9,QX,1.100000023841858,5.6156634722629555
NGC4258-QSOs,control,5,False,SDSS J122448.94+461732.5,QX,1.125,5.055202839372591
NGC4258-QSOs,control,5,False,SDSS J122507.64+461703.8,Q,2.3480000495910645,2.8005435954513995
NGC4258-QSOs,control,5,False,SDSS J122517.84+461126.8,QX,0.4309999942779541,3.0950098529924026
NGC4258-QSOs,control,5,False,SDSS J122517.86+461455.0,Q,1.4950000047683716,1.2213675041253138
NGC4258-QSOs,control,5,False,SDSS J122519.24+461904.4,Q,0.6600000262260437,4.903403897961222
NGC4258-QSOs,control,6,False,SDSS J122405.50+460857.7,Q,1.9160000085830688,5.001597823349303
NGC4258-QSOs,control,6,False,SDSS J122414.47+460542.9,Q,1.7380000352859497,4.5118101932847265
NGC4258-QSOs,control,6,False,SDSS J122420.39+460505.1,Q,2.0999999046325684,4.294092284554571
NGC4258-QSOs,control,6,False,SDSS J122430.01+460823.1,QRX,1.3070000410079956,0.7868616554671343
NGC4258-QSOs,control,6,False,SDSS J122442.81+461326.7,Q,1.809999942779541,5.027948397926683
NGC4258-QSOs,control,6,False,SDSS J122459.59+460515.0,Q,1.9010000228881836,5.5388795208917525
NGC4258-QSOs,control,7,False,SDSS J121224.68+482545.0,Q,1.968999981880188,5.246440078801246
NGC4258-QSOs,control,7,False,SDSS J121246.97+482923.2,Q,1.8200000524520874,5.704330278149963
NGC4258-QSOs,control,7,False,SDSS J121310.93+482101.4,Q,0.8320000171661377,3.9503934798012947
NGC4258-QSOs,control,7,False,SDSS J121319.55+482355.3,Q,2.5299999713897705,4.2375619366298025
NGC4258-QSOs,control,8,False,SDSS J121015.54+474536.4,Q,1.6790000200271606,3.6098736959175963
NGC4258-QSOs,control,8,False,SDSS J121017.34+474424.7,Q,0.7110000252723694,4.036708682890479
NGC4258-QSOs,control,8,False,SDSS J121024.41+475128.2,Q,1.715000033378601,4.654920704658484
NGC4258-QSOs,control,8,False,SDSS J121039.59+474554.5,Q,2.1029999256134033,1.4796294346636891
NGC4258-QSOs,control,9,False,SDSS J122604.98+463446.8,Q,1.63100004196167,5.5846792277079365
NGC4258-QSOs,control,9,False,SDSS J122625.64+462957.1,Q,3.1600000858306885,2.074535634275806
NGC4258-QSOs,control,9,False,SDSS J122628.77+463339.9,Q,1.3849999904632568,2.041034345834554
NGC4258-QSOs,control,9,False,SDSS J122639.47+462955.7,Q,2.3369998931884766,2.1838011155187993
NGC4258-QSOs,control,9,False,SDSS J122652.58+463325.3,Q,2.7360000610351562,3.9202302225804933
NGC4258-QSOs,control,10,False,SDSS J121646.32+484140.4,Q,0.843999981880188,5.587081714399553
NGC4258-QSOs,control,10,False,SDSS J121722.29+484642.1,Q,2.1110000610351562,2.716212211181053
NGC4258-QSOs,control,11,False,SDSS J121533.44+455330.9,Q,1.9140000343322754,3.3522915854754523
NGC4258-QSOs,control,11,False,SDSS J121534.12+455048.1,Q,1.0859999656677246,4.4419880402061604
NGC4258-QSOs,control,11,False,SDSS J121536.25+455518.5,Q,2.7179999351501465,3.1882600830864107
NGC4258-QSOs,control,11,False,SDSS J121608.36+455622.7,QX,1.434000015258789,3.718210123136821
NGC2639-QSOs,host,-1,False,SDSS J084355.44+501227.2,Q,2.7639999389648438,2.783509228511921
NGC2639-QSOs,control,0,False,SDSS J084315.12+483839.8,Q,1.8869999647140503,5.174182482968457
NGC2639-QSOs,control,0,False,SDSS J084328.29+484407.7,Q,1.36899995803833,2.324133714710831
NGC2639-QSOs,control,0,False,SDSS J084341.21+484102.0,Q,0.8600000143051147,1.454779360579993
NGC2639-QSOs,control,0,False,SDSS J084345.99+484725.0,Q,2.250999927520752,5.2864749797917305
NGC2639-QSOs,control,0,False,SDSS J084405.04+484219.1,Q,1.0490000247955322,4.588496819015434
