idx,subCl,spCl,e_zsp
38360,,GALAXY,2e-05
143756,,,
46796,STARFORMING,GALAXY,1e-05
64598,STARBURST,GALAXY,1e-05
72418,,GALAXY,2e-05
92870,,GALAXY,3e-05
46797,STARFORMING,GALAXY,8e-05
7483,STARFORMING,GALAXY,1e-05
116109,,,
157122,STARFORMING,GALAXY,1e-05
124919,,,
57446,STARFORMING,GALAXY,2e-05
143721,STARFORMING,GALAXY,1e-05
21130,,GALAXY,2e-05
133770,STARFORMING,GALAXY,1e-05
124916,,GALAXY,3e-05
131713,STARFORMING,GALAXY,1e-05
2885,,,
131724,,GALAXY,3e-05
92864,STARFORMING,GALAXY,0.0
75261,,,
47931,,GALAXY,3e-05
133755,,GALAXY,1e-05
116099,STARFORMING,GALAXY,1e-05
47930,,,
143320,AGN,GALAXY,2e-05
6969,,GALAXY,4e-05
55045,,,
19240,,GALAXY,2e-05
104609,STARFORMING,GALAXY,1e-05
26558,,GALAXY,3e-05
102221,STARBURST,GALAXY,1e-05
21132,,GALAXY,2e-05
44878,,GALAXY,4e-05
72457,AGN,GALAXY,3e-05
34063,STARFORMING,GALAXY,1e-05
96043,,GALAXY,3e-05
89676,,GALAXY,2e-05
7203,,GALAXY,2e-05
133706,STARBURST,GALAXY,0.0
140750,STARFORMING,GALAXY,1e-05
89666,STARFORMING,GALAXY,1e-05
104050,STARFORMING,GALAXY,1e-05
104660,STARFORMING,GALAXY,1e-05
22462,,GALAXY,4e-05
157959,STARFORMING,GALAXY,1e-05
32490,STARFORMING,GALAXY,3e-05
133708,STARFORMING,GALAXY,1e-05
1588,,GALAXY,2e-05
25677,STARFORMING,GALAXY,2e-05
46730,,,
124048,,GALAXY,2e-05
63821,STARFORMING,GALAXY,1e-05
38429,,GALAXY,4e-05
104690,,GALAXY,3e-05
63819,,GALAXY,3e-05
118015,,GALAXY,3e-05
124262,,GALAXY,2e-05
63818,,GALAXY,3e-05
53338,,GALAXY,5e-05
143255,STARBURST,GALAXY,1e-05
145158,STARFORMING,GALAXY,1e-05
53334,,GALAXY,4e-05
124256,,GALAXY,2e-05
12677,,GALAXY,3e-05
18363,,GALAXY,3e-05
89709,,GALAXY,2e-05
124255,STARFORMING,GALAXY,1e-05
75363,,GALAXY,4e-05
126071,STARBURST,GALAXY,1e-05
107386,STARFORMING,GALAXY,2e-05
54228,,GALAXY,2e-05
143297,STARFORMING,GALAXY,2e-05
75342,,GALAXY,2e-05
92784,,GALAXY,3e-05
123140,,GALAXY,2e-05
89646,STARBURST,GALAXY,0.0
145179,,GALAXY,3e-05
107430,,GALAXY,2e-05
96065,,GALAXY,2e-05
107432,,,
66525,STARFORMING,GALAXY,2e-05
38247,,GALAXY,2e-05
67272,,GALAXY,3e-05
7311,STARFORMING,GALAXY,1e-05
157683,,GALAXY,4e-05
104650,,GALAXY,3e-05
12141,,GALAXY,1e-05
155101,,GALAXY,2e-05
40089,,GALAXY,3e-05
2887,,GALAXY,1e-05
115578,STARFORMING,GALAXY,2e-05
126095,STARFORMING,GALAXY,1e-05
29149,STARFORMING,GALAXY,1e-05
12127,,,
157070,,,
124232,STARBURST,GALAXY,2e-05
115590,,GALAXY,3e-05
18348,,GALAXY,2e-05
124231,STARFORMING,GALAXY,1e-05
64668,AGN,GALAXY,1e-05
12130,BROADLINE,GALAXY,1e-05
92776,STARFORMING,GALAXY,1e-05
107413,,GALAXY,4e-05
107416,STARFORMING,GALAXY,1e-05
94676,,GALAXY,3e-05
133714,STARFORMING,GALAXY,1e-05
22456,,GALAXY,3e-05
44893,,GALAXY,2e-05
104361,STARBURST,GALAXY,1e-05
66576,,GALAXY,3e-05
34160,,GALAXY,2e-05
75159,,GALAXY,1e-05
159531,STARFORMING,GALAXY,1e-05
38729,,GALAXY,4e-05
107773,,GALAXY,1e-05
88110,,GALAXY,1e-05
134403,,,
33728,,GALAXY,1e-05
102154,,GALAXY,2e-05
34093,,GALAXY,3e-05
21648,,GALAXY,1e-05
67177,,GALAXY,4e-05
126456,STARFORMING,GALAXY,1e-05
66653,STARFORMING,GALAXY,1e-05
9954,,GALAXY,3e-05
94527,STARFORMING,GALAXY,1e-05
88111,,GALAXY,2e-05
1319,,,
47892,,GALAXY,3e-05
27315,,GALAXY,1e-05
104317,,GALAXY,1e-05
123104,,,
107763,STARFORMING,GALAXY,1e-05
40137,,,
104125,,GALAXY,3e-05
88131,,GALAXY,2e-05
114332,STARBURST,GALAXY,0.0
142406,STARBURST,GALAXY,1e-05
66642,,GALAXY,4e-05
53011,,GALAXY,3e-05
79048,,,
142411,,GALAXY,2e-05
143643,,GALAXY,2e-05
8844,,GALAXY,2e-05
159536,,GALAXY,2e-05
53003,STARFORMING,GALAXY,1e-05
157734,,,
48524,,GALAXY,2e-05
68266,,GALAXY,3e-05
117924,,,
64494,,GALAXY,3e-05
159550,STARFORMING,GALAXY,1e-05
54353,STARFORMING,GALAXY,1e-05
54960,,GALAXY,4e-05
133851,,,
79090,STARFORMING,GALAXY,1e-05
32443,,GALAXY,4e-05
27298,,GALAXY,2e-05
28768,,,
40151,,GALAXY,3e-05
57544,,GALAXY,2e-05
104299,,GALAXY,4e-05
66656,,GALAXY,4e-05
114314,,GALAXY,3e-05
142420,,GALAXY,1e-05
38326,,GALAXY,1e-05
38328,STARFORMING,GALAXY,1e-05
79067,STARFORMING,GALAXY,2e-05
133837,STARFORMING,GALAXY,1e-05
133842,STARBURST,GALAXY,1e-05
124862,STARFORMING,GALAXY,3e-05
143618,,GALAXY,2e-05
157590,,,
96388,,GALAXY,2e-05
46869,,GALAXY,3e-05
28739,STARBURST,GALAXY,1e-05
27342,STARFORMING,GALAXY,1e-05
126409,,,
115527,STARBURST,GALAXY,1e-05
159501,,,
78991,STARFORMING,GALAXY,1e-05
92932,STARFORMING,GALAXY,1e-05
66600,,GALAXY,2e-05
94560,,GALAXY,1e-05
12195,AGN,GALAXY,2e-05
34155,STARFORMING,GALAXY,1e-05
143358,,,
66602,,GALAXY,2e-05
154780,STARFORMING,GALAXY,1e-05
143360,STARFORMING,GALAXY,1e-05
116136,AGN,GALAXY,2e-05
92925,,GALAXY,1e-05
135847,,,
88187,,GALAXY,3e-05
115544,STARFORMING,GALAXY,1e-05
55023,,GALAXY,1e-05
157131,STARBURST,GALAXY,1e-05
12187,,GALAXY,2e-05
104350,STARFORMING,GALAXY,1e-05
116119,STARFORMING,GALAXY,2e-05
46813,,,
143682,STARBURST,GALAXY,0.0
53293,,,
3776,STARFORMING,GALAXY,1e-05
94569,,GALAXY,2e-05
145267,STARFORMING,GALAXY,1e-05
92910,,GALAXY,2e-05
46815,STARFORMING,GALAXY,1e-05
114361,,,
28724,,,
33942,,GALAXY,3e-05
46846,,,
107755,,GALAXY,6e-05
27323,,GALAXY,2e-05
21164,,,
119526,,,
9973,,GALAXY,4e-05
119527,STARFORMING,GALAXY,1e-05
11168,,GALAXY,1e-05
75799,,,
126430,,,
12741,,GALAXY,1e-05
28732,,,
114349,,GALAXY,2e-05
53022,,GALAXY,3e-05
94542,,GALAXY,2e-05
114348,,,
124886,,GALAXY,2e-05
92736,STARFORMING,GALAXY,1e-05
38290,,GALAXY,1e-05
9974,,GALAXY,4e-05
135853,,GALAXY,5e-05
88166,STARFORMING,GALAXY,1e-05
104331,,,
66616,,GALAXY,3e-05
6864,,GALAXY,1e-05
94555,BROADLINE,GALAXY,1e-05
134420,STARFORMING,GALAXY,1e-05
88163,,,
64565,STARFORMING,GALAXY,1e-05
104110,,GALAXY,4e-05
116144,STARFORMING,GALAXY,2e-05
12199,,GALAXY,3e-05
78996,,GALAXY,2e-05
157708,STARBURST,GALAXY,2e-05
88159,AGN,GALAXY,2e-05
96354,,GALAXY,2e-05
22001,BROADLINE,GALAXY,4e-05
145517,,,
95420,,,
145514,STARFORMING,GALAXY,2e-05
145572,STARBURST,GALAXY,1e-05
156510,,GALAXY,1e-05
7658,,GALAXY,2e-05
95005,,GALAXY,2e-05
125287,,GALAXY,1e-05
19528,,GALAXY,5e-05
10836,,GALAXY,2e-05
106776,,GALAXY,3e-05
90309,STARFORMING,GALAXY,2e-05
115444,,,
33464,,GALAXY,1e-05
56761,,GALAXY,2e-05
33466,STARFORMING,GALAXY,1e-05
158829,STARFORMING,GALAXY,1e-05
141243,STARFORMING,GALAXY,1e-05
117358,STARFORMING,GALAXY,2e-05
115216,,GALAXY,2e-05
1395,,,
117357,,GALAXY,2e-05
123666,,,
91578,,GALAXY,2e-05
135349,STARFORMING,GALAXY,2e-05
74837,,,
103385,STARFORMING,GALAXY,1e-05
39200,,,
22915,STARBURST,GALAXY,1e-05
91563,,GALAXY,3e-05
20116,,GALAXY,2e-05
74044,,GALAXY,3e-05
158808,,,
142038,,GALAXY,2e-05
94384,STARFORMING,GALAXY,1e-05
105598,,,
34694,,GALAXY,2e-05
118666,STARFORMING,GALAXY,1e-05
155747,STARFORMING,GALAXY,1e-05
10842,,GALAXY,3e-05
135353,,GALAXY,1e-05
28187,,GALAXY,4e-05
46071,,GALAXY,3e-05
142040,STARFORMING,GALAXY,1e-05
13347,,GALAXY,3e-05
90281,,GALAXY,4e-05
90251,,,
95058,STARFORMING,GALAXY,1e-05
115185,,GALAXY,1e-05
115184,,GALAXY,2e-05
141224,,GALAXY,2e-05
94336,,,
155704,,GALAXY,2e-05
2958,,,
158849,,,
124986,,GALAXY,3e-05
18801,,GALAXY,3e-05
18799,,GALAXY,4e-05
135372,,GALAXY,2e-05
156550,,,
46117,,,
4602,,GALAXY,3e-05
20388,,GALAXY,2e-05
133247,STARFORMING,GALAXY,1e-05
91653,,GALAXY,1e-05
90238,,GALAXY,3e-05
155762,,GALAXY,3e-05
10829,AGN,GALAXY,2e-05
18814,STARFORMING,GALAXY,1e-05
142043,,GALAXY,3e-05
158570,,,
135364,STARFORMING,GALAXY,1e-05
156522,STARFORMING,GALAXY,1e-05
56785,STARFORMING,GALAXY,1e-05
156523,STARBURST,GALAXY,1e-05
37013,,GALAXY,3e-05
46101,,GALAXY,3e-05
28196,,GALAXY,1e-05
146196,,GALAXY,3e-05
39539,,GALAXY,1e-05
125316,,GALAXY,3e-05
141230,,GALAXY,1e-05
33475,,GALAXY,3e-05
78218,,,
118242,,GALAXY,3e-05
106820,,GALAXY,4e-05
132783,,GALAXY,4e-05
135002,STARFORMING,GALAXY,1e-05
77252,,GALAXY,1e-05
39617,,,
91248,STARFORMING,GALAXY,2e-05
118610,STARFORMING,GALAXY,1e-05
45542,STARFORMING,GALAXY,1e-05
13391,STARFORMING,GALAXY,2e-05
12910,,GALAXY,3e-05
135319,STARFORMING,GALAXY,1e-05
141977,STARFORMING,GALAXY,1e-05
46025,,,
94421,STARBURST,GALAXY,1e-05
34440,,,
90596,,GALAXY,2e-05
37828,BROADLINE,GALAXY,1e-05
158632,STARFORMING,GALAXY,1e-05
90592,,GALAXY,2e-05
125042,,GALAXY,2e-05
135028,,,
115423,STARBURST,GALAXY,1e-05
133152,,GALAXY,1e-05
45548,STARFORMING,GALAXY,1e-05
6175,,GALAXY,1e-05
74919,,GALAXY,3e-05
22866,STARFORMING,GALAXY,2e-05
91209,STARFORMING,GALAXY,1e-05
53472,,GALAXY,3e-05
55399,STARFORMING,GALAXY,1e-05
94443,,GALAXY,2e-05
65465,,,
125069,,,
45551,,,
94429,,GALAXY,2e-05
118605,STARFORMING,GALAXY,1e-05
11805,STARFORMING,GALAXY,2e-05
37823,STARBURST,GALAXY,1e-05
56217,,GALAXY,2e-05
115279,STARFORMING,GALAXY,1e-05
12908,,GALAXY,4e-05
105651,STARFORMING,GALAXY,1e-05
46017,,GALAXY,2e-05
73993,,GALAXY,5e-05
94927,STARFORMING,GALAXY,1e-05
53839,,GALAXY,1e-05
135316,STARFORMING,GALAXY,1e-05
5521,,GALAXY,3e-05
158626,STARFORMING,GALAXY,1e-05
117405,,GALAXY,1e-05
123649,,GALAXY,2e-05
103372,STARFORMING,GALAXY,1e-05
74030,,,
102961,,,
146127,,,
67789,,GALAXY,3e-05
106746,,,
132840,,,
77271,,GALAXY,2e-05
133176,STARFORMING,GALAXY,1e-05
158792,STARFORMING,GALAXY,1e-05
2779,STARFORMING,GALAXY,1e-05
91547,,,
65551,,,
94397,STARFORMING,GALAXY,1e-05
103382,,,
39570,,GALAXY,3e-05
39171,,GALAXY,2e-05
20100,,GALAXY,2e-05
65439,STARFORMING,GALAXY,2e-05
46035,,,
156456,,GALAXY,2e-05
65437,,GALAXY,3e-05
48206,,GALAXY,2e-05
56249,,GALAXY,2e-05
91510,,,
19568,,GALAXY,3e-05
55353,,,
158783,STARFORMING,GALAXY,1e-05
118627,,GALAXY,3e-05
65537,,GALAXY,2e-05
146119,,GALAXY,3e-05
94406,,GALAXY,2e-05
34709,,GALAXY,2e-05
141216,STARFORMING,GALAXY,1e-05
65595,STARBURST,GALAXY,1e-05
12990,,GALAXY,2e-05
106546,BROADLINE,GALAXY,1e-05
20740,STARFORMING,GALAXY,1e-05
155607,STARFORMING,GALAXY,1e-05
23010,STARFORMING,GALAXY,1e-05
28271,,GALAXY,3e-05
33563,,,
27210,,GALAXY,2e-05
73761,STARFORMING,GALAXY,1e-05
115089,STARFORMING,GALAXY,2e-05
23013,,GALAXY,2e-05
1747,,GALAXY,3e-05
123750,,GALAXY,6e-05
90527,,GALAXY,2e-05
118282,,,
94197,,GALAXY,2e-05
48088,,GALAXY,3e-05
141680,STARFORMING,GALAXY,1e-05
90510,,GALAXY,1e-05
26837,STARFORMING,GALAXY,2e-05
118147,,GALAXY,2e-05
156683,STARFORMING,GALAXY,2e-05
14357,,,
132691,,,
65093,,,
158902,STARFORMING,GALAXY,1e-05
73733,,,
116231,,GALAXY,3e-05
77872,,GALAXY,2e-05
146282,STARBURST,GALAXY,1e-05
115091,,,
134672,,GALAXY,2e-05
94221,,GALAXY,2e-05
102853,,GALAXY,2e-05
28261,,GALAXY,2e-05
90106,,GALAXY,3e-05
34512,,GALAXY,2e-05
90554,,GALAXY,4e-05
103520,,,
116244,STARFORMING,GALAXY,1e-05
132682,,GALAXY,1e-05
52683,,GALAXY,3e-05
48087,AGN,GALAXY,2e-05
48086,,GALAXY,1e-05
74664,STARFORMING,GALAXY,2e-05
158427,STARBURST,GALAXY,0.0
26831,,GALAXY,2e-05
55817,,GALAXY,1e-05
33581,STARFORMING,GALAXY,1e-05
158426,,GALAXY,1e-05
39449,,GALAXY,4e-05
144598,STARFORMING,GALAXY,1e-05
77004,,GALAXY,3e-05
91838,STARFORMING,GALAXY,1e-05
144614,STARFORMING,GALAXY,1e-05
155546,STARBURST,GALAXY,0.0
106599,,,
77943,,GALAXY,4e-05
90472,STARFORMING,GALAXY,1e-05
144619,,GALAXY,2e-05
144621,,,
67651,,GALAXY,2e-05
144585,STARBURST,GALAXY,1e-05
141693,STARFORMING,GALAXY,1e-05
32809,,GALAXY,2e-05
156688,,,
115085,STARFORMING,GALAXY,2e-05
32819,STARFORMING,GALAXY,1e-05
91794,,,
26834,STARFORMING,GALAXY,1e-05
46212,,GALAXY,2e-05
103552,,GALAXY,3e-05
56900,,GALAXY,4e-05
28282,,GALAXY,2e-05
155574,,GALAXY,1e-05
73786,,GALAXY,3e-05
1382,,GALAXY,2e-05
20756,,GALAXY,3e-05
158946,STARBURST,GALAXY,1e-05
65694,,GALAXY,2e-05
155573,STARFORMING,GALAXY,1e-05
14366,,GALAXY,3e-05
158947,STARBURST,GALAXY,1e-05
134678,,GALAXY,2e-05
67544,,,
115150,,GALAXY,1e-05
106898,,,
102881,,,
67546,,,
52713,,GALAXY,2e-05
90188,,GALAXY,3e-05
77166,STARFORMING,GALAXY,1e-05
18750,,GALAXY,1e-05
91686,,GALAXY,3e-05
77164,STARFORMING,GALAXY,1e-05
28223,,GALAXY,3e-05
105535,,GALAXY,1e-05
7639,,GALAXY,1e-05
77156,,GALAXY,3e-05
102872,,GALAXY,2e-05
27177,,GALAXY,1e-05
90184,STARFORMING,GALAXY,2e-05
37874,,GALAXY,2e-05
90177,STARFORMING,GALAXY,1e-05
53953,STARFORMING,GALAXY,1e-05
90176,STARFORMING,GALAXY,1e-05
123703,STARFORMING,GALAXY,1e-05
115479,STARFORMING,GALAXY,1e-05
77177,,,
132740,,,
146217,STARFORMING,GALAXY,1e-05
105542,,,
48143,STARFORMING,GALAXY,1e-05
13003,,GALAXY,1e-05
52719,STARFORMING,GALAXY,2e-05
56819,STARFORMING,GALAXY,1e-05
7364,,GALAXY,2e-05
158861,STARFORMING,GALAXY,1e-05
122623,,GALAXY,1e-05
20168,,GALAXY,2e-05
56823,,GALAXY,3e-05
135380,STARFORMING,GALAXY,2e-05
74749,,,
13325,,GALAXY,3e-05
158868,STARFORMING,GALAXY,1e-05
18763,,,
20175,,GALAXY,2e-05
155628,STARFORMING,GALAXY,1e-05
32844,STARFORMING,GALAXY,2e-05
77148,STARFORMING,GALAXY,1e-05
102865,STARFORMING,GALAXY,1e-05
18730,,GALAXY,2e-05
7525,,GALAXY,3e-05
67692,,GALAXY,2e-05
48115,AGN,GALAXY,1e-05
158891,STARFORMING,GALAXY,1e-05
95141,,GALAXY,1e-05
156621,STARFORMING,GALAXY,1e-05
103484,,,
65642,,GALAXY,2e-05
55867,,GALAXY,2e-05
115105,STARFORMING,GALAXY,2e-05
156625,STARFORMING,GALAXY,1e-05
123739,,,
144459,STARFORMING,GALAXY,2e-05
77108,,GALAXY,2e-05
77107,,GALAXY,1e-05
45411,,,
103471,,GALAXY,3e-05
1388,,GALAXY,3e-05
65317,STARFORMING,GALAXY,1e-05
90168,STARFORMING,GALAXY,2e-05
102869,,GALAXY,1e-05
74151,STARBURST,GALAXY,1e-05
28227,,GALAXY,3e-05
94275,,GALAXY,3e-05
37878,,GALAXY,4e-05
94272,,GALAXY,3e-05
77135,,,
55880,AGN,GALAXY,1e-05
74724,STARFORMING,GALAXY,1e-05
102868,,GALAXY,3e-05
91715,,GALAXY,2e-05
105518,,,
115123,,,
106946,STARFORMING,GALAXY,1e-05
10786,,GALAXY,2e-05
123525,STARFORMING,GALAXY,1e-05
53815,,GALAXY,3e-05
155825,,GALAXY,3e-05
146065,STARFORMING,GALAXY,1e-05
76514,STARFORMING,GALAXY,1e-05
90913,,GALAXY,3e-05
145854,STARFORMING,GALAXY,1e-05
32996,,,
141428,,GALAXY,2e-05
11688,,GALAXY,1e-05
103082,,GALAXY,4e-05
55552,,GALAXY,4e-05
14334,,GALAXY,3e-05
117547,,GALAXY,3e-05
20689,,GALAXY,3e-05
90902,STARFORMING,GALAXY,2e-05
95862,STARFORMING,GALAXY,1e-05
95864,STARFORMING,GALAXY,1e-05
37687,,GALAXY,2e-05
116598,STARFORMING,GALAXY,1e-05
116596,,GALAXY,2e-05
6714,,,
103201,STARFORMING,GALAXY,2e-05
76485,,GALAXY,1e-05
10978,,,
73404,BROADLINE,GALAXY,1e-05
53676,,GALAXY,2e-05
47242,,GALAXY,3e-05
39731,,GALAXY,3e-05
156188,STARFORMING,GALAXY,1e-05
122764,STARFORMING,GALAXY,1e-05
39734,STARBURST,GALAXY,1e-05
20584,,,
77623,,GALAXY,4e-05
141564,,GALAXY,2e-05
37742,STARFORMING,GALAXY,2e-05
76506,AGN,GALAXY,1e-05
90924,STARFORMING,GALAXY,1e-05
132335,,GALAXY,3e-05
56529,,GALAXY,2e-05
34826,,GALAXY,2e-05
125778,,,
77594,,GALAXY,2e-05
115012,,GALAXY,1e-05
90893,,GALAXY,2e-05
75046,,,
145890,STARFORMING,GALAXY,1e-05
10946,,GALAXY,1e-05
11704,,GALAXY,2e-05
12827,,GALAXY,2e-05
53575,,,
105806,,GALAXY,2e-05
90865,,GALAXY,3e-05
94765,AGN,GALAXY,2e-05
145888,,GALAXY,2e-05
77523,,GALAXY,5e-05
20710,,GALAXY,1e-05
19932,,,
28073,STARFORMING,GALAXY,1e-05
125817,,GALAXY,2e-05
39777,,,
145900,,GALAXY,1e-05
125823,,GALAXY,3e-05
103063,AGN,GALAXY,2e-05
103062,STARFORMING,GALAXY,3e-05
10943,,GALAXY,2e-05
95698,,,
53706,STARBURST,GALAXY,1e-05
125799,STARFORMING,GALAXY,1e-05
53697,,GALAXY,3e-05
39752,STARBURST,GALAXY,1e-05
67368,,GALAXY,4e-05
67932,,GALAXY,3e-05
34771,AGN,GALAXY,2e-05
53702,STARFORMING,GALAXY,2e-05
14140,STARFORMING,GALAXY,1e-05
103067,,GALAXY,2e-05
132522,,,
20703,,GALAXY,2e-05
91469,,GALAXY,3e-05
39763,,GALAXY,2e-05
116601,,GALAXY,1e-05
75074,,GALAXY,3e-05
8027,,GALAXY,1e-05
27004,,,
156144,STARFORMING,GALAXY,1e-05
39657,,GALAXY,2e-05
67982,STARFORMING,GALAXY,2e-05
77777,,,
116508,,GALAXY,7e-05
65204,,GALAXY,4e-05
67967,,GALAXY,2e-05
141480,,GALAXY,3e-05
19782,,GALAXY,1e-05
135190,,,
65256,,GALAXY,1e-05
3307,AGN,GALAXY,2e-05
91013,,GALAXY,3e-05
56639,BROADLINE,GALAXY,1e-05
39996,,GALAXY,4e-05
132395,STARFORMING,GALAXY,1e-05
45819,,GALAXY,3e-05
37724,,,
91276,,,
146331,,GALAXY,2e-05
20636,,GALAXY,2e-05
77740,STARFORMING,GALAXY,1e-05
122794,,GALAXY,2e-05
95787,,,
45795,STARFORMING,GALAXY,1e-05
77733,,,
4572,,GALAXY,2e-05
105954,STARFORMING,GALAXY,1e-05
91312,,GALAXY,3e-05
33054,STARFORMING,GALAXY,1e-05
19820,STARFORMING,GALAXY,2e-05
116484,,GALAXY,2e-05
156138,STARBURST,GALAXY,1e-05
95802,STARFORMING,GALAXY,1e-05
45775,,,
132408,,GALAXY,4e-05
33044,,,
95842,,GALAXY,2e-05
91010,,,
141472,STARFORMING,GALAXY,1e-05
2425,,GALAXY,6e-05
132474,,GALAXY,2e-05
91385,STARFORMING,GALAXY,1e-05
37704,,GALAXY,2e-05
65282,,GALAXY,2e-05
45717,,GALAXY,3e-05
14300,,,
33080,,GALAXY,2e-05
125664,STARFORMING,GALAXY,1e-05
125663,STARFORMING,GALAXY,1e-05
77654,,,
143972,STARFORMING,GALAXY,2e-05
77648,,GALAXY,2e-05
56686,,,
116550,,,
141445,STARFORMING,GALAXY,1e-05
91395,,GALAXY,3e-05
90946,STARBURST,GALAXY,1e-05
77644,AGN,GALAXY,1e-05
106035,,GALAXY,1e-05
159049,STARFORMING,GALAXY,1e-05
91376,STARFORMING,GALAXY,2e-05
45832,,,
132391,STARBURST,GALAXY,1e-05
33025,,GALAXY,2e-05
47230,,GALAXY,3e-05
116523,,GALAXY,2e-05
95830,,GALAXY,3e-05
33068,,GALAXY,2e-05
156165,,,
122777,,GALAXY,3e-05
122820,STARFORMING,GALAXY,1e-05
105903,STARFORMING,GALAXY,1e-05
73387,BROADLINE,GALAXY,2e-05
125733,,,
122827,STARFORMING,GALAXY,1e-05
116534,,GALAXY,3e-05
19851,,GALAXY,3e-05
6190,,GALAXY,3e-05
91359,STARFORMING,GALAXY,1e-05
115048,STARFORMING,GALAXY,1e-05
115046,,GALAXY,2e-05
56661,STARFORMING,GALAXY,2e-05
67955,STARFORMING,GALAXY,2e-05
733,,GALAXY,3e-05
94143,STARBURST,GALAXY,1e-05
27072,,GALAXY,1e-05
146007,STARFORMING,GALAXY,1e-05
91140,,GALAXY,3e-05
141912,STARFORMING,GALAXY,1e-05
53512,STARBURST,GALAXY,1e-05
155888,STARFORMING,GALAXY,1e-05
20008,,,
94487,,,
90690,,,
91139,,GALAXY,3e-05
55450,,,
37793,,,
45983,,,
132912,,GALAXY,2e-05
141334,STARBURST,GALAXY,1e-05
115355,,GALAXY,3e-05
146026,,GALAXY,3e-05
155879,,,
39841,,,
155877,STARBURST,GALAXY,1e-05
94868,STARFORMING,GALAXY,1e-05
94857,,GALAXY,3e-05
118548,STARFORMING,GALAXY,1e-05
90720,STARFORMING,GALAXY,1e-05
158984,,GALAXY,2e-05
66095,,GALAXY,2e-05
37775,,GALAXY,2e-05
7186,,,
10902,,,
155908,STARBURST,GALAXY,1e-05
114894,,GALAXY,2e-05
1413,,GALAXY,2e-05
159218,STARFORMING,GALAXY,1e-05
90708,,GALAXY,3e-05
158706,STARFORMING,GALAXY,1e-05
55460,,GALAXY,2e-05
91132,,GALAXY,2e-05
39825,,GALAXY,3e-05
125186,STARFORMING,GALAXY,2e-05
76638,STARFORMING,GALAXY,1e-05
78007,,GALAXY,3e-05
10901,,GALAXY,2e-05
114884,STARFORMING,GALAXY,1e-05
114883,STARBURST,GALAXY,1e-05
145730,,,
156331,,GALAXY,2e-05
103294,,,
78025,,,
20477,,,
19611,BROADLINE,GALAXY,2e-05
90648,AGN,GALAXY,2e-05
53489,,GALAXY,1e-05
132889,,,
90647,,,
2745,,GALAXY,1e-05
66142,,GALAXY,2e-05
65475,STARFORMING,GALAXY,2e-05
67430,STARFORMING,GALAXY,1e-05
13426,,GALAXY,3e-05
158666,STARFORMING,GALAXY,1e-05
133112,STARFORMING,GALAXY,1e-05
118582,STARFORMING,GALAXY,1e-05
132878,,GALAXY,2e-05
26922,STARBURST,GALAXY,1e-05
73973,,,
368,,GALAXY,2e-05
125224,STARFORMING,GALAXY,1e-05
33178,,,
67837,,GALAXY,2e-05
47318,,,
158731,,GALAXY,2e-05
7341,,GALAXY,3e-05
33151,,GALAXY,1e-05
53503,,GALAXY,2e-05
94871,,GALAXY,1e-05
33152,,,
103301,STARFORMING,GALAXY,1e-05
146035,STARFORMING,GALAXY,1e-05
114856,,GALAXY,3e-05
158722,STARBURST,GALAXY,1e-05
158685,,,
145693,STARFORMING,GALAXY,1e-05
13431,,GALAXY,3e-05
37803,,GALAXY,3e-05
2927,STARFORMING,GALAXY,1e-05
77373,,,
115374,STARFORMING,GALAXY,1e-05
13429,,GALAXY,3e-05
94876,,GALAXY,4e-05
156376,,,
34427,,GALAXY,4e-05
20480,,,
91173,,GALAXY,3e-05
90656,,GALAXY,4e-05
145751,,,
90722,STARFORMING,GALAXY,1e-05
10923,,GALAXY,1e-05
47267,,,
45924,STARFORMING,GALAXY,2e-05
73443,,GALAXY,4e-05
156275,,,
77481,,GALAXY,2e-05
28102,,GALAXY,3e-05
53549,,,
12854,,GALAXY,5e-05
135140,STARFORMING,GALAXY,1e-05
34762,,,
116660,STARFORMING,GALAXY,1e-05
55507,,,
75025,,GALAXY,2e-05
94801,STARFORMING,GALAXY,2e-05
145934,,GALAXY,2e-05
145937,STARFORMING,GALAXY,1e-05
56104,,GALAXY,3e-05
34763,,GALAXY,2e-05
106145,,GALAXY,3e-05
14125,,GALAXY,3e-05
2410,,GALAXY,3e-05
94770,STARFORMING,GALAXY,2e-05
94772,STARFORMING,GALAXY,2e-05
3292,,GALAXY,2e-05
39788,,GALAXY,4e-05
27073,,GALAXY,2e-05
47261,,GALAXY,2e-05
141399,STARFORMING,GALAXY,1e-05
77485,,GALAXY,5e-05
45624,,GALAXY,3e-05
155958,STARFORMING,GALAXY,1e-05
76573,,GALAXY,4e-05
45915,,GALAXY,2e-05
122744,STARFORMING,GALAXY,3e-05
125135,STARFORMING,GALAXY,1e-05
67387,,GALAXY,3e-05
76574,,GALAXY,1e-05
65114,,GALAXY,3e-05
155953,STARFORMING,GALAXY,1e-05
125841,,,
75029,,GALAXY,2e-05
27089,,,
159203,STARFORMING,GALAXY,1e-05
77456,STARFORMING,GALAXY,1e-05
53749,,GALAXY,2e-05
53527,STARFORMING,GALAXY,2e-05
27923,,GALAXY,2e-05
76615,,GALAXY,2e-05
19988,,GALAXY,4e-05
5510,,GALAXY,3e-05
45956,,GALAXY,3e-05
132937,STARFORMING,GALAXY,1e-05
53758,STARFORMING,GALAXY,2e-05
106198,,GALAXY,2e-05
