idx,subCl,spCl,e_zsp
121478,STARFORMING,GALAXY,1e-05
134541,STARBURST,GALAXY,0.0
82664,,GALAXY,3e-05
37973,,GALAXY,3e-05
73839,STARFORMING,GALAXY,3e-05
142991,,GALAXY,1e-05
145475,STARFORMING,GALAXY,1e-05
143000,,,
157266,STARFORMING,GALAXY,1e-05
73828,,GALAXY,3e-05
138183,,,
73829,,,
88707,,,
158353,,,
58022,,GALAXY,2e-05
157278,STARBURST,GALAXY,1e-05
94054,STARFORMING,GALAXY,1e-05
44262,,GALAXY,2e-05
43277,,GALAXY,3e-05
158350,STARBURST,GALAXY,0.0
155294,,,
28683,,,
12317,,,
54540,,GALAXY,6e-05
124436,STARFORMING,GALAXY,3e-05
63322,,GALAXY,3e-05
56233,,GALAXY,3e-05
70368,,,
47763,,GALAXY,1e-05
111063,STARBURST,GALAXY,0.0
8082,,,
124428,,GALAXY,2e-05
117826,,GALAXY,3e-05
125792,,GALAXY,2e-05
2638,,,
141837,STARFORMING,GALAXY,2e-05
86903,STARBURST,GALAXY,1e-05
54581,,GALAXY,3e-05
134523,STARFORMING,GALAXY,1e-05
43273,,GALAXY,2e-05
146085,,GALAXY,4e-05
67115,,GALAXY,2e-05
34344,,GALAXY,1e-05
82666,,,
14847,,GALAXY,2e-05
44285,,GALAXY,4e-05
141825,,GALAXY,3e-05
17898,,GALAXY,2e-05
21416,,GALAXY,2e-05
108215,,GALAXY,1e-05
55223,,,
80144,STARFORMING,GALAXY,2e-05
141820,,,
111816,,GALAXY,2e-05
108211,STARFORMING,GALAXY,1e-05
87329,,GALAXY,2e-05
17902,,GALAXY,3e-05
130927,STARFORMING,GALAXY,1e-05
37984,STARFORMING,GALAXY,1e-05
17906,,GALAXY,1e-05
118065,BROADLINE,GALAXY,2e-05
80132,STARFORMING,GALAXY,1e-05
12915,,,
28164,,,
54649,,GALAXY,2e-05
103745,,GALAXY,2e-05
104955,,GALAXY,3e-05
106264,,GALAXY,3e-05
27760,,GALAXY,3e-05
93768,,,
117698,,GALAXY,4e-05
121428,,GALAXY,3e-05
55166,,,
74326,,GALAXY,2e-05
3294,,GALAXY,3e-05
147622,STARFORMING,GALAXY,1e-05
54736,,GALAXY,3e-05
147621,STARBURST,GALAXY,1e-05
74330,,GALAXY,3e-05
107548,,,
63900,,,
3985,,GALAXY,2e-05
2643,STARFORMING,GALAXY,1e-05
142260,STARBURST,GALAXY,1e-05
129283,STARFORMING,GALAXY,1e-05
74312,,GALAXY,3e-05
47644,,GALAXY,4e-05
157326,STARFORMING,GALAXY,1e-05
100021,,,
134894,STARFORMING,GALAXY,1e-05
54715,,GALAXY,3e-05
32183,STARFORMING,GALAXY,1e-05
21544,,,
107545,,GALAXY,1e-05
121441,,GALAXY,1e-05
59423,STARFORMING,GALAXY,2e-05
150876,,GALAXY,3e-05
117710,,GALAXY,4e-05
47660,STARFORMING,GALAXY,2e-05
32186,,GALAXY,4e-05
123910,STARFORMING,GALAXY,2e-05
134887,STARFORMING,GALAXY,1e-05
121434,STARFORMING,GALAXY,2e-05
12823,AGN,GALAXY,1e-05
76326,STARFORMING,GALAXY,2e-05
103832,STARFORMING,GALAXY,2e-05
28584,,,
93725,,GALAXY,2e-05
133488,STARFORMING,GALAXY,1e-05
98920,,GALAXY,2e-05
60892,,GALAXY,2e-05
89820,,GALAXY,2e-05
142317,STARFORMING,GALAXY,1e-05
123950,STARFORMING,GALAXY,2e-05
28565,,GALAXY,3e-05
15890,,GALAXY,2e-05
11625,,GALAXY,2e-05
150898,STARFORMING,GALAXY,1e-05
158127,STARBURST,GALAXY,1e-05
157336,AGN,GALAXY,1e-05
8974,,GALAXY,2e-05
54769,,,
14778,,GALAXY,3e-05
38126,,GALAXY,3e-05
147645,STARFORMING,GALAXY,1e-05
28573,STARBURST,GALAXY,1e-05
28575,,GALAXY,1e-05
147615,,GALAXY,2e-05
79812,STARFORMING,GALAXY,2e-05
18459,,GALAXY,4e-05
47638,,GALAXY,2e-05
47637,,GALAXY,2e-05
104948,,GALAXY,1e-05
26238,,GALAXY,3e-05
107540,,GALAXY,1e-05
103850,,GALAXY,2e-05
40422,,GALAXY,1e-05
142299,STARFORMING,GALAXY,2e-05
123936,,GALAXY,2e-05
26241,,,
64099,,GALAXY,2e-05
93733,,GALAXY,3e-05
76546,,GALAXY,9e-05
158140,STARFORMING,GALAXY,1e-05
120993,STARFORMING,GALAXY,1e-05
74354,,GALAXY,3e-05
28580,,GALAXY,4e-05
103871,,,
27764,,GALAXY,3e-05
21284,,GALAXY,3e-05
67034,,,
107593,,GALAXY,2e-05
57897,STARFORMING,GALAXY,1e-05
32984,,GALAXY,4e-05
11397,STARBURST,GALAXY,1e-05
622,,,
103776,,GALAXY,2e-05
74222,,GALAXY,2e-05
24587,STARFORMING,GALAXY,3e-05
80040,,,
147683,,,
126815,,GALAXY,3e-05
44368,STARFORMING,GALAXY,1e-05
113315,STARFORMING,GALAXY,1e-05
93841,,GALAXY,2e-05
107594,,GALAXY,4e-05
126000,STARFORMING,GALAXY,1e-05
93882,,GALAXY,2e-05
142958,STARFORMING,GALAXY,2e-05
80051,,,
80050,,GALAXY,2e-05
17927,,GALAXY,2e-05
147716,STARBURST,GALAXY,1e-05
161838,STARFORMING,GALAXY,1e-05
11563,,,
134459,STARFORMING,GALAXY,1e-05
86994,,GALAXY,3e-05
103755,,GALAXY,2e-05
54655,,GALAXY,3e-05
26199,,GALAXY,1e-05
142182,,GALAXY,3e-05
56738,,GALAXY,3e-05
50292,,GALAXY,2e-05
124412,,,
28624,,,
93860,STARBURST,GALAXY,1e-05
155279,,,
107584,STARFORMING,GALAXY,1e-05
90883,AGN,GALAXY,2e-05
158190,STARFORMING,GALAXY,1e-05
50282,,GALAXY,2e-05
40879,STARFORMING,GALAXY,1e-05
17939,STARBURST,GALAXY,1e-05
26214,,GALAXY,3e-05
3476,,GALAXY,2e-05
120956,STARBURST,GALAXY,1e-05
154167,,,
131054,STARFORMING,GALAXY,1e-05
64072,STARFORMING,GALAXY,1e-05
11384,STARFORMING,GALAXY,1e-05
54707,,GALAXY,1e-05
54710,,GALAXY,5e-05
106094,STARFORMING,GALAXY,1e-05
117731,,GALAXY,4e-05
35867,STARFORMING,GALAXY,1e-05
145515,STARFORMING,GALAXY,3e-05
43237,,GALAXY,2e-05
16204,,GALAXY,3e-05
21541,,GALAXY,2e-05
117743,,GALAXY,3e-05
123884,STARBURST,GALAXY,0.0
113322,STARFORMING,GALAXY,2e-05
44378,,GALAXY,4e-05
147673,,GALAXY,3e-05
113323,,GALAXY,2e-05
157314,STARFORMING,GALAXY,1e-05
76350,,,
80027,,GALAXY,2e-05
44947,STARFORMING,GALAXY,2e-05
67014,,GALAXY,3e-05
76535,,GALAXY,2e-05
103789,STARFORMING,GALAXY,1e-05
64067,,,
138146,,,
113334,STARFORMING,GALAXY,1e-05
157318,STARFORMING,GALAXY,1e-05
44381,,GALAXY,2e-05
123788,,GALAXY,2e-05
111441,,,
144303,,,
116213,,GALAXY,2e-05
124839,STARFORMING,GALAXY,1e-05
44804,,GALAXY,4e-05
93062,STARFORMING,GALAXY,1e-05
133872,,GALAXY,2e-05
115595,STARFORMING,GALAXY,1e-05
126474,STARFORMING,GALAXY,2e-05
7474,,,
66473,,GALAXY,2e-05
122480,,GALAXY,3e-05
46903,,,
38708,STARFORMING,GALAXY,2e-05
49826,,GALAXY,2e-05
21698,,GALAXY,1e-05
116879,STARFORMING,GALAXY,1e-05
111272,,,
32441,,GALAXY,3e-05
144299,,GALAXY,3e-05
92691,,GALAXY,4e-05
142682,STARFORMING,GALAXY,1e-05
38446,,GALAXY,4e-05
76174,,,
132911,,GALAXY,2e-05
21023,,GALAXY,2e-05
88045,,GALAXY,2e-05
57578,,GALAXY,3e-05
28125,,,
79326,STARFORMING,GALAXY,1e-05
75403,,GALAXY,5e-05
107800,,GALAXY,1e-05
11284,,,
46685,,GALAXY,1e-05
638,,,
31273,,GALAXY,3e-05
146797,,,
88023,STARBURST,GALAXY,1e-05
124273,STARFORMING,GALAXY,1e-05
84400,,GALAXY,4e-05
93024,STARFORMING,GALAXY,1e-05
114321,,,
93021,,GALAXY,3e-05
64520,,,
64521,,,
41946,,,
27302,STARFORMING,GALAXY,1e-05
93014,,GALAXY,2e-05
114324,,GALAXY,2e-05
84396,BROADLINE,GALAXY,1e-05
40143,,GALAXY,2e-05
66675,,GALAXY,3e-05
162416,STARFORMING,GALAXY,1e-05
145304,STARBURST,GALAXY,1e-05
88114,STARFORMING,GALAXY,1e-05
27297,,GALAXY,3e-05
56161,,GALAXY,1e-05
137913,STARFORMING,GALAXY,1e-05
88076,STARFORMING,GALAXY,1e-05
3422,,GALAXY,3e-05
24746,STARFORMING,GALAXY,2e-05
18349,,GALAXY,3e-05
70273,,,
133862,,GALAXY,2e-05
44816,STARFORMING,GALAXY,4e-05
54027,,,
90749,,,
54028,,GALAXY,4e-05
144330,,,
44820,,GALAXY,1e-05
84322,,GALAXY,1e-05
27425,,GALAXY,5e-05
66479,,,
162407,STARBURST,GALAXY,1e-05
131674,,,
137914,,GALAXY,2e-05
145318,STARFORMING,GALAXY,1e-05
157753,STARFORMING,GALAXY,1e-05
54026,,,
111342,,,
38700,,GALAXY,2e-05
12277,STARFORMING,GALAXY,1e-05
62235,,GALAXY,3e-05
46679,,GALAXY,4e-05
144222,,GALAXY,4e-05
28816,,GALAXY,2e-05
150556,STARFORMING,GALAXY,1e-05
154663,STARBURST,GALAXY,1e-05
137936,STARFORMING,GALAXY,1e-05
89624,,GALAXY,3e-05
107400,STARFORMING,GALAXY,1e-05
1865,,GALAXY,2e-05
133924,,GALAXY,3e-05
28806,,GALAXY,3e-05
38684,,,
7471,,GALAXY,1e-05
44909,STARFORMING,GALAXY,1e-05
12272,,,
124800,,GALAXY,2e-05
66445,STARFORMING,GALAXY,3e-05
92669,STARFORMING,GALAXY,1e-05
122495,,GALAXY,3e-05
89589,STARFORMING,GALAXY,1e-05
107848,,,
9058,,GALAXY,1e-05
60999,STARFORMING,GALAXY,1e-05
71452,,GALAXY,3e-05
57615,,,
111363,,,
6401,AGN,GALAXY,3e-05
116928,STARFORMING,GALAXY,2e-05
124785,STARBURST,GALAXY,1e-05
35729,STARFORMING,GALAXY,1e-05
46959,,GALAXY,2e-05
114248,,GALAXY,2e-05
46958,,,
79307,AGN,GALAXY,2e-05
57611,STARBURST,GALAXY,1e-05
114243,,GALAXY,4e-05
79316,STARFORMING,GALAXY,1e-05
3426,,GALAXY,2e-05
150563,STARBURST,GALAXY,1e-05
61011,,GALAXY,4e-05
46934,,GALAXY,3e-05
21721,,GALAXY,3e-05
155135,,GALAXY,3e-05
146821,STARFORMING,GALAXY,1e-05
133898,STARBURST,GALAXY,1e-05
54037,,GALAXY,4e-05
90755,,GALAXY,1e-05
111268,,GALAXY,3e-05
66454,,GALAXY,2e-05
16064,,GALAXY,3e-05
4687,,GALAXY,2e-05
66713,,GALAXY,2e-05
92689,,GALAXY,2e-05
128409,STARFORMING,GALAXY,3e-05
93086,,GALAXY,2e-05
131651,STARFORMING,GALAXY,1e-05
88120,,GALAXY,3e-05
133900,,,
64681,,GALAXY,2e-05
76137,STARFORMING,GALAXY,1e-05
76141,STARFORMING,GALAXY,1e-05
124806,STARFORMING,GALAXY,1e-05
78687,STARFORMING,GALAXY,1e-05
107404,,,
97710,STARFORMING,GALAXY,1e-05
38685,,GALAXY,2e-05
142689,,GALAXY,2e-05
31275,STARFORMING,GALAXY,1e-05
144243,STARFORMING,GALAXY,1e-05
12264,,GALAXY,4e-05
137529,,GALAXY,2e-05
93164,,,
66659,,GALAXY,3e-05
97864,STARFORMING,GALAXY,1e-05
107708,,,
128360,STARFORMING,GALAXY,1e-05
45582,,,
150625,STARFORMING,GALAXY,1e-05
143735,,GALAXY,2e-05
79367,,GALAXY,2e-05
18331,,GALAXY,3e-05
155098,STARBURST,GALAXY,1e-05
143830,,GALAXY,2e-05
104610,STARFORMING,GALAXY,1e-05
92850,,GALAXY,2e-05
155059,,,
143829,,GALAXY,2e-05
41959,,GALAXY,3e-05
145220,STARBURST,GALAXY,1e-05
145235,,GALAXY,1e-05
116108,,,
35690,AGN,GALAXY,2e-05
97882,,GALAXY,1e-05
128383,STARFORMING,GALAXY,1e-05
70230,STARFORMING,GALAXY,1e-05
44855,,,
55026,STARFORMING,GALAXY,1e-05
2229,BROADLINE,GALAXY,3e-05
64642,STARFORMING,GALAXY,1e-05
4435,,,
131712,,,
88197,,GALAXY,2e-05
21066,,GALAXY,2e-05
150616,STARFORMING,GALAXY,1e-05
75246,,GALAXY,2e-05
92882,STARFORMING,GALAXY,2e-05
28707,STARFORMING,GALAXY,1e-05
150621,,GALAXY,4e-05
92878,,GALAXY,2e-05
46799,,GALAXY,4e-05
53981,STARFORMING,GALAXY,1e-05
16032,,,
145999,STARFORMING,GALAXY,1e-05
92810,,,
104635,,,
131737,,,
115563,STARFORMING,GALAXY,1e-05
1054,,GALAXY,2e-05
65501,,GALAXY,2e-05
671,,,
97855,,GALAXY,3e-05
66538,,GALAXY,3e-05
116063,,GALAXY,2e-05
21104,STARFORMING,GALAXY,1e-05
8830,STARFORMING,GALAXY,1e-05
92790,,GALAXY,3e-05
107688,,GALAXY,3e-05
162478,STARFORMING,GALAXY,1e-05
104647,,GALAXY,2e-05
40093,,GALAXY,2e-05
126374,STARFORMING,GALAXY,2e-05
143781,,GALAXY,3e-05
28699,,,
78947,,GALAXY,3e-05
55053,,GALAXY,3e-05
19252,,GALAXY,3e-05
64608,,GALAXY,2e-05
122453,,GALAXY,4e-05
61048,STARBURST,GALAXY,1e-05
40098,,GALAXY,2e-05
78948,,GALAXY,2e-05
1627,,GALAXY,2e-05
104620,,GALAXY,3e-05
88245,,GALAXY,3e-05
131733,,GALAXY,1e-05
84362,,GALAXY,2e-05
1996,,GALAXY,1e-05
64617,,GALAXY,1e-05
122435,,GALAXY,3e-05
12166,,,
57458,,GALAXY,3e-05
126434,,GALAXY,3e-05
32951,,GALAXY,1e-05
57514,STARFORMING,GALAXY,1e-05
24374,,GALAXY,2e-05
92968,STARFORMING,GALAXY,1e-05
66637,STARFORMING,GALAXY,1e-05
57511,,GALAXY,3e-05
2433,,GALAXY,1e-05
27317,,GALAXY,2e-05
126092,,GALAXY,2e-05
27319,,GALAXY,2e-05
57407,STARFORMING,GALAXY,2e-05
157711,,,
66626,,GALAXY,4e-05
79012,,GALAXY,2e-05
19650,,GALAXY,1e-05
64562,,GALAXY,1e-05
75172,,,
88127,STARFORMING,GALAXY,1e-05
122411,,,
106179,,,
57521,,GALAXY,3e-05
4681,STARFORMING,GALAXY,2e-05
21040,,GALAXY,4e-05
3956,STARFORMING,GALAXY,2e-05
132942,,GALAXY,3e-05
157722,STARFORMING,GALAXY,1e-05
132931,STARFORMING,GALAXY,1e-05
106226,,,
92727,,GALAXY,1e-05
137789,,,
115588,STARFORMING,GALAXY,1e-05
5698,,GALAXY,2e-05
27314,,GALAXY,2e-05
54983,,GALAXY,4e-05
143646,,GALAXY,2e-05
16047,STARFORMING,GALAXY,1e-05
75380,,GALAXY,2e-05
62200,,GALAXY,3e-05
143668,STARFORMING,GALAXY,1e-05
12868,,GALAXY,2e-05
107735,STARBURST,GALAXY,1e-05
145184,STARFORMING,GALAXY,1e-05
143690,,,
124904,,GALAXY,1e-05
126412,STARFORMING,GALAXY,1e-05
7221,,GALAXY,2e-05
19641,,GALAXY,4e-05
8408,STARFORMING,GALAXY,1e-05
90721,,,
106208,STARFORMING,GALAXY,1e-05
126408,STARFORMING,GALAXY,1e-05
131709,,GALAXY,3e-05
2049,,GALAXY,2e-05
66503,,GALAXY,3e-05
28710,STARBURST,GALAXY,1e-05
133779,,GALAXY,2e-05
75137,,,
84381,,,
79007,,GALAXY,2e-05
24768,,GALAXY,4e-05
97784,,GALAXY,4e-05
88156,,,
11174,,GALAXY,2e-05
21160,,GALAXY,1e-05
79352,STARFORMING,GALAXY,1e-05
66604,,GALAXY,4e-05
28727,,GALAXY,2e-05
38344,,,
40119,,GALAXY,1e-05
126417,,,
124260,,,
54003,STARFORMING,GALAXY,1e-05
116139,,GALAXY,2e-05
38661,,GALAXY,4e-05
142535,STARFORMING,GALAXY,2e-05
116825,STARBURST,GALAXY,1e-05
117101,STARFORMING,GALAXY,1e-05
131529,,GALAXY,3e-05
13729,,GALAXY,2e-05
28912,,GALAXY,3e-05
99073,,GALAXY,2e-05
157510,STARFORMING,GALAXY,1e-05
116826,STARFORMING,GALAXY,1e-05
93402,STARFORMING,GALAXY,1e-05
142538,,,
88660,,GALAXY,2e-05
88663,STARFORMING,GALAXY,1e-05
104473,STARBURST,GALAXY,1e-05
157507,STARBURST,GALAXY,1e-05
150760,STARFORMING,GALAXY,2e-05
28906,,GALAXY,3e-05
146333,STARFORMING,GALAXY,2e-05
104474,STARBURST,GALAXY,1e-05
26675,,GALAXY,3e-05
132899,STARFORMING,GALAXY,2e-05
104467,STARFORMING,GALAXY,1e-05
146352,STARFORMING,GALAXY,1e-05
89727,,,
121086,STARFORMING,GALAXY,1e-05
44144,,GALAXY,2e-05
55589,STARFORMING,GALAXY,1e-05
22323,STARFORMING,GALAXY,1e-05
83366,,GALAXY,3e-05
63842,,,
55592,,GALAXY,1e-05
78037,,,
67119,STARBURST,GALAXY,1e-05
40261,,GALAXY,2e-05
157523,STARFORMING,GALAXY,1e-05
57344,,GALAXY,2e-05
157521,STARFORMING,GALAXY,1e-05
10984,STARBURST,GALAXY,1e-05
142531,STARFORMING,GALAXY,1e-05
54104,STARBURST,GALAXY,1e-05
104463,,GALAXY,5e-05
88650,BROADLINE,GALAXY,1e-05
24688,,GALAXY,4e-05
9107,,GALAXY,3e-05
22313,STARBURST,GALAXY,1e-05
137992,STARFORMING,GALAXY,1e-05
35749,,GALAXY,1e-05
104825,,,
147036,STARFORMING,GALAXY,1e-05
126574,STARBURST,GALAXY,1e-05
44174,,,
44176,,GALAXY,3e-05
134289,AGN,GALAXY,1e-05
104493,STARFORMING,GALAXY,1e-05
93353,STARFORMING,GALAXY,1e-05
134277,BROADLINE,GALAXY,2e-05
71538,,GALAXY,2e-05
111404,STARFORMING,GALAXY,1e-05
55654,,GALAXY,2e-05
3589,,GALAXY,4e-05
89427,STARFORMING,GALAXY,2e-05
75962,STARBURST,GALAXY,1e-05
99085,STARFORMING,GALAXY,1e-05
41897,,,
107990,STARFORMING,GALAXY,1e-05
145105,STARFORMING,GALAXY,1e-05
88680,,GALAXY,4e-05
142758,,GALAXY,2e-05
142756,,,
31304,,GALAXY,2e-05
24693,,GALAXY,4e-05
137496,,GALAXY,3e-05
32357,,GALAXY,2e-05
99638,,GALAXY,2e-05
46624,STARFORMING,GALAXY,1e-05
55630,,GALAXY,2e-05
47797,,GALAXY,2e-05
131557,STARFORMING,GALAXY,1e-05
66861,,,
108054,,GALAXY,1e-05
41886,,GALAXY,1e-05
29120,,,
116793,STARBURST,GALAXY,1e-05
146411,STARBURST,GALAXY,0.0
54121,,GALAXY,3e-05
92551,,GALAXY,4e-05
35596,,GALAXY,3e-05
88595,STARFORMING,GALAXY,1e-05
22346,,GALAXY,3e-05
131481,,GALAXY,4e-05
129199,,GALAXY,2e-05
64313,,GALAXY,4e-05
124175,,GALAXY,2e-05
126604,STARFORMING,GALAXY,1e-05
40285,,,
114779,,GALAXY,2e-05
114849,STARBURST,GALAXY,1e-05
33905,,GALAXY,3e-05
134378,,,
40282,,GALAXY,3e-05
142459,,GALAXY,1e-05
124163,,GALAXY,2e-05
5690,,GALAXY,2e-05
124162,,GALAXY,3e-05
5188,,GALAXY,2e-05
40295,,GALAXY,3e-05
142438,,GALAXY,3e-05
79910,,GALAXY,2e-05
146427,STARFORMING,GALAXY,2e-05
145087,,,
29112,,GALAXY,2e-05
75840,,GALAXY,2e-05
54362,,GALAXY,1e-04
32965,STARFORMING,GALAXY,1e-05
79868,,GALAXY,3e-05
76202,STARFORMING,GALAXY,1e-05
26633,,,
142448,,GALAXY,3e-05
131468,STARFORMING,GALAXY,1e-05
26634,,GALAXY,3e-05
117907,,GALAXY,3e-05
9118,,GALAXY,2e-05
26636,,GALAXY,2e-05
19012,,GALAXY,3e-05
79901,STARFORMING,GALAXY,1e-05
60948,,GALAXY,2e-05
35767,STARFORMING,GALAXY,1e-05
134353,,,
4707,,GALAXY,3e-05
12801,STARFORMING,GALAXY,2e-05
157532,,,
16116,,GALAXY,3e-05
60962,,,
93446,,GALAXY,3e-05
88636,,GALAXY,1e-05
33888,,GALAXY,2e-05
154489,STARBURST,GALAXY,1e-05
115651,STARBURST,GALAXY,1e-05
126050,STARFORMING,GALAXY,1e-05
88637,STARFORMING,GALAXY,2e-05
13743,,GALAXY,2e-05
142513,STARFORMING,GALAXY,1e-05
90801,,GALAXY,3e-05
1062,,GALAXY,2e-05
6213,AGN,GALAXY,2e-05
71577,,GALAXY,2e-05
12785,,GALAXY,1e-05
59157,STARFORMING,GALAXY,1e-05
114791,,GALAXY,2e-05
4388,BROADLINE,GALAXY,2e-05
12851,,GALAXY,2e-05
13748,,,
38482,STARFORMING,GALAXY,2e-05
33899,STARFORMING,GALAXY,1e-05
24684,,GALAXY,4e-05
45618,STARFORMING,GALAXY,1e-05
44124,,GALAXY,3e-05
3575,,GALAXY,3e-05
104863,STARFORMING,GALAXY,2e-05
32326,,GALAXY,3e-05
104422,,GALAXY,2e-05
21637,,GALAXY,1e-05
19074,STARFORMING,GALAXY,3e-05
107909,,GALAXY,2e-05
76050,,GALAXY,2e-05
146036,STARBURST,GALAXY,1e-05
41914,,GALAXY,2e-05
38635,,GALAXY,3e-05
46665,,,
78027,STARBURST,GALAXY,1e-05
150726,STARFORMING,GALAXY,1e-05
97674,,GALAXY,3e-05
21782,,,
32391,,GALAXY,2e-05
76059,,GALAXY,3e-05
47006,,GALAXY,1e-05
116978,,GALAXY,2e-05
12299,STARFORMING,GALAXY,1e-05
93223,STARBURST,GALAXY,1e-05
116973,STARBURST,GALAXY,1e-05
107912,STARFORMING,GALAXY,1e-05
97665,,GALAXY,3e-05
93247,,GALAXY,2e-05
55713,STARFORMING,GALAXY,2e-05
59046,,GALAXY,2e-05
26719,STARFORMING,GALAXY,2e-05
64398,,GALAXY,1e-05
114191,,GALAXY,2e-05
93267,,,
116994,,GALAXY,3e-05
21802,,GALAXY,1e-05
33827,,,
11307,STARFORMING,GALAXY,1e-05
93260,,,
154595,,,
38629,,GALAXY,3e-05
131604,,GALAXY,3e-05
83332,,GALAXY,2e-05
59040,,GALAXY,3e-05
89519,,,
125204,STARFORMING,GALAXY,1e-05
97664,,,
146952,STARFORMING,GALAXY,1e-05
300,,GALAXY,2e-05
84265,,,
3003,,GALAXY,3e-05
46982,,GALAXY,2e-05
38655,STARFORMING,GALAXY,2e-05
116948,,,
12291,,GALAXY,3e-05
133956,,GALAXY,3e-05
21764,,GALAXY,3e-05
114906,STARFORMING,GALAXY,1e-05
132956,BROADLINE,GALAXY,1e-05
90674,STARBURST,GALAXY,1e-05
137939,STARBURST,GALAXY,1e-05
21762,,,
12286,,GALAXY,2e-05
89584,,GALAXY,3e-05
27227,,GALAXY,2e-05
41919,,GALAXY,4e-05
128323,,GALAXY,3e-05
19114,STARFORMING,GALAXY,2e-05
59050,STARBURST,GALAXY,1e-05
144185,,GALAXY,1e-05
9065,,GALAXY,2e-05
142710,,GALAXY,3e-05
64422,,,
134212,,GALAXY,3e-05
4694,,GALAXY,4e-05
156990,STARFORMING,GALAXY,1e-05
116859,,GALAXY,3e-05
132958,,,
128432,,GALAXY,2e-05
89545,STARFORMING,GALAXY,2e-05
46998,,GALAXY,2e-05
83316,,GALAXY,3e-05
44232,,GALAXY,1e-05
84262,,GALAXY,2e-05
107383,,GALAXY,2e-05
132957,STARBURST,GALAXY,1e-05
99601,BROADLINE,GALAXY,3e-05
126522,STARFORMING,GALAXY,1e-05
21770,STARFORMING,GALAXY,2e-05
76081,,GALAXY,2e-05
44231,,GALAXY,3e-05
157418,STARFORMING,GALAXY,1e-05
124713,STARFORMING,GALAXY,1e-05
147009,STARFORMING,GALAXY,1e-05
126562,STARFORMING,GALAXY,1e-05
47777,AGN,GALAXY,1e-05
45569,,GALAXY,2e-05
89449,STARFORMING,GALAXY,1e-05
75992,,,
40246,STARFORMING,GALAXY,1e-05
117028,,GALAXY,4e-05
156967,,,
142621,,,
93325,,GALAXY,2e-05
104528,,GALAXY,3e-05
99630,STARFORMING,GALAXY,1e-05
89452,,GALAXY,2e-05
89453,STARFORMING,GALAXY,1e-05
93322,,,
124733,,GALAXY,2e-05
29133,STARFORMING,GALAXY,1e-05
59075,,,
31202,STARFORMING,GALAXY,2e-05
104810,,GALAXY,2e-05
117039,STARFORMING,GALAXY,1e-05
114157,STARFORMING,GALAXY,1e-05
47785,STARBURST,GALAXY,1e-05
32501,AGN,GALAXY,1e-05
55660,STARFORMING,GALAXY,1e-05
55662,,GALAXY,2e-05
111400,STARFORMING,GALAXY,1e-05
3015,,GALAXY,1e-05
117014,STARFORMING,GALAXY,1e-05
134270,,GALAXY,3e-05
20987,,,
117048,,GALAXY,3e-05
157463,STARFORMING,GALAXY,2e-05
13691,,GALAXY,5e-05
75473,STARFORMING,GALAXY,2e-05
3432,,GALAXY,3e-05
92615,,,
93331,,GALAXY,2e-05
71533,,GALAXY,3e-05
66825,,GALAXY,3e-05
76002,,,
20991,,GALAXY,3e-05
156974,STARFORMING,GALAXY,1e-05
76026,STARBURST,GALAXY,1e-05
146968,STARFORMING,GALAXY,1e-05
104541,,GALAXY,2e-05
116853,,,
114854,,GALAXY,3e-05
99608,,,
38616,,,
145942,STARFORMING,GALAXY,1e-05
47042,,,
131589,,GALAXY,4e-05
65959,,GALAXY,2e-05
64395,,GALAXY,2e-05
146042,STARFORMING,GALAXY,1e-05
162358,STARBURST,GALAXY,0.0
11038,,GALAXY,1e-05
59058,,,
157439,STARFORMING,GALAXY,1e-05
122523,,,
111392,,GALAXY,2e-05
97637,,GALAXY,2e-05
146988,STARFORMING,GALAXY,1e-05
55690,,GALAXY,3e-05
122517,,,
47055,,GALAXY,3e-05
97642,,GALAXY,3e-05
121112,,GALAXY,2e-05
134248,STARBURST,GALAXY,1e-05
28877,STARBURST,GALAXY,1e-05
13679,,GALAXY,2e-05
107374,STARFORMING,GALAXY,1e-05
121115,STARFORMING,GALAXY,1e-05
93302,,GALAXY,1e-05
9089,AGN,GALAXY,1e-05
6247,STARFORMING,GALAXY,2e-05
145474,STARFORMING,GALAXY,1e-05
128761,,GALAXY,3e-05
151551,,,
67996,,,
88880,,GALAXY,2e-05
5503,,,
119947,,GALAXY,2e-05
98189,,GALAXY,2e-05
159117,,,
67994,,,
85422,,,
80624,,GALAXY,3e-05
27435,,GALAXY,2e-05
26993,,,
53620,STARBURST,GALAXY,1e-05
6387,STARFORMING,GALAXY,1e-05
53611,,GALAXY,1e-05
121990,,GALAXY,3e-05
56317,,,
59919,,,
148397,,GALAXY,2e-05
105152,STARFORMING,GALAXY,1e-05
50490,,,
108927,STARFORMING,GALAXY,1e-05
59929,BROADLINE,GALAXY,1e-05
124510,STARFORMING,GALAXY,1e-05
143403,,,
113098,STARFORMING,GALAXY,1e-05
39728,,GALAXY,2e-05
121575,,GALAXY,1e-05
135225,STARFORMING,GALAXY,1e-05
61353,,GALAXY,3e-05
68000,STARFORMING,GALAXY,1e-05
59921,,GALAXY,2e-05
154878,STARFORMING,GALAXY,1e-05
114468,STARFORMING,GALAXY,1e-05
47227,STARFORMING,GALAXY,3e-05
31941,,GALAXY,4e-05
20963,,,
59882,,GALAXY,4e-05
57119,STARFORMING,GALAXY,1e-05
122809,,GALAXY,4e-05
126139,STARFORMING,GALAXY,1e-05
