d_knot1,d_knot2,d_companion,w
0.3001150662356627,0.18657388151458332,0.01793909229124208,0.02093730435289333
0.30268662679269304,0.187777414448954,0.01910203683725509,0.017796021318819327
0.30021583590776457,0.18737405255980388,0.019976479025937147,0.017053714232885903
0.30108981240545035,0.18874321151625534,0.024788351360509227,0.004132162858619027
0.3014695298997161,0.18664801072514708,0.026366613762403738,0.005746911103773976
0.30314539054537376,0.18308911816250195,0.004926008360450502,0.03461804768791801
0.301692148072132,0.18559548350558858,0.01434919921502221,0.02390633015305398
0.30039138800003007,0.18896090809713648,0.025144452642997348,0.010887905103746761
0.3014575885627564,0.1883122634382048,0.02232149694021408,0.012543099543445676
0.2998005231296882,0.1871362671185129,0.021861574681335042,0.011747328262884129
0.30128791359053464,0.18893576976522078,0.02652392984546279,0.005004114949245321
0.2996027153457624,0.18507088149121498,0.016543357548258836,0.01997568612875577
0.30092518097902166,0.18745735288445012,0.019836270394339387,0.020831085772857725
0.3021589921034809,0.18734119958710457,0.025674980131747446,0.00309568092869795
0.3014202733353125,0.18833696579280362,0.023896389642001685,0.007702406430023144
0.2981915925130286,0.187178801832292,0.021509569774312898,0.01812820547737476
0.29987859705262504,0.18677736737042722,0.018627427900199913,0.01904291260334006
0.30082035034421606,0.19091254746546993,0.02509700285858386,0.005308391878707062
0.2983776857081081,0.18663156603231984,0.01770510538849083,0.02153999548141297
0.3004912255583379,0.18767426466284948,0.02649873235436157,0.003023306254025559
0.3012640425236473,0.19033502972695815,0.024955316167273908,0.0034497321682379865
0.30248864287844,0.1861679292777364,0.026057960341317046,0.003518917678585592
0.30091884465622937,0.18790795529070287,0.023671039675603824,0.0031127460540790117
0.2998595994877115,0.18670104179887825,0.024137341364205034,0.009842061712767297
0.29957267265042514,0.1891595603174276,0.020602512992152818,0.01430386533380798
0.30089470174185506,0.18749606384091763,0.02745622340849315,0.0021837261286003565
0.30157421631066555,0.18724609134903863,0.023915139407290873,0.004364678461461364
0.2990519292064603,0.18551111520820898,0.01752397460895458,0.01991989315031767
0.3015860292776547,0.18823245022314608,0.023830992132839592,0.0052579994650259615
0.30252293909988925,0.19014998777451464,0.026386052020033825,0.002164040057624342
0.30045227540273406,0.187505653357262,0.008976738789147449,0.028689070614300333
0.2992331628025576,0.1872451625235983,0.016658080990445107,0.020630940245511195
0.3001079661968451,0.18658657598965692,0.01802763270653666,0.02072986319226204
0.30268662679269304,0.187777414448954,0.01910203683725509,0.017796021318819327
0.30021583590776457,0.18737405255980388,0.019976479025937147,0.017053714232885903
0.30093488139266655,0.1885926155240133,0.02343098980648707,0.003450226400529643
0.3014695298997161,0.18664801072514708,0.026366613762403738,0.005746911103773976
0.30314539054537376,0.18308911816250195,0.004926008360450502,0.03461804768791801
0.301692148072132,0.18559548350558858,0.01434919921502221,0.02390633015305398
0.30039138800003007,0.18896090809713648,0.025144452642997348,0.010887905103746761
0.30143932097448023,0.18847925965570553,0.02207188220469942,0.01382409854885725
0.2998005231296882,0.1871362671185129,0.021861574681335042,0.011747328262884129
0.3011028019090346,0.18894096024605067,0.026239099889414735,0.006218980760806005
0.29963744249054963,0.18503366976339922,0.016509451375028905,0.019932097809590866
0.3005938286644882,0.18732996025442922,0.02181628364313368,0.016462286528184832
0.3021589921034809,0.18734119958710457,0.025674980131747446,0.00309568092869795
