id,ra_deg,dec_deg,cz_kms,glat_deg
18581801-3513256,284.57504,-35.22378,6055.0,-16.544756928536565
20223489-2949254,305.64548,-29.8237,5805.0,-31.722757311608692
21004940-3243439,315.20581,-32.72884,9895.0,-40.32414636439709
23052209-1013233,346.34207,-10.22314,9583.0,-59.8423330446355
23162921-0234023,349.1218,-2.56736,6867.0,-56.543113553147606
00013359+0900445,0.38993,9.01244,9252.0,-51.890842720978405
01285148+0226476,22.21449,2.4465,9179.0,-59.08010528942847
02113076+1418016,32.87824,14.30048,7948.0,-44.24060446320908
04300651-0913041,67.52713,-9.21784,9751.0,-35.52746985825597
04400293+1230486,70.01214,12.51351,7931.0,-21.86781393247631
04553696+1828526,73.904,18.48123,5088.0,-15.31375812151275
05153414-0322071,78.89227,-3.36861,7777.0,-22.81109438593327
09030216+4026022,135.75896,40.43398,8622.0,41.58182530791767
09201056-0723039,140.04407,-7.38443,7464.0,28.34817001083479
09505530+2833042,147.73045,28.55115,1477.0,50.30667576752392
11333384-2545396,173.39111,-25.76107,8368.0,33.8851044041031
11510110+2023571,177.75467,20.39924,6457.0,74.64233933951304
13344037+3257044,203.66817,32.95116,7195.0,78.989067359694
14070439-3001015,211.76833,-30.0171,2691.0,30.061112815597863
14573783+0908458,224.40762,9.14609,8712.0,55.213689520951235
17034005-0405132,255.9169,-4.08702,8798.0,21.69878565621415
21142236+1514386,318.59317,15.24412,4736.0,-22.432103306450387
23474472-2729145,356.93628,-27.4874,9071.0,-75.85649073668463
00565888-3046556,14.24537,-30.78206,9552.0,-86.15034200574392
01144733+0107170,18.69722,1.12141,4736.0,-61.19669219373501
01232240+3325582,20.84336,33.43292,5010.0,-28.966290123774247
01385297-4235071,24.72066,-42.58527,6244.0,-71.77571576933815
02111207+0346469,32.80037,3.7797,3111.0,-53.586157985863665
04481621-8141004,72.0674,-81.6835,4723.0,-31.137135356340817
06394987-3814391,99.95779,-38.24427,5410.0,-18.52055888310807
07171907-7622572,109.32916,-76.38262,6126.0,-24.8065558981552
08440886+3330567,131.03694,33.51576,7686.0,37.02479628011141
10020701+0303277,150.52928,3.05771,7000.0,42.947923406607686
10573705-3526434,164.40434,-35.44539,8826.0,21.90172731957879
11071937+2329008,166.8308,23.48364,6599.0,66.23223632185757
11434398+2016213,175.93324,20.27267,6877.0,73.07457027370745
12042283-3125013,181.09511,-31.41709,7923.0,30.389097104029453
13282864+1626490,202.11932,16.447,6701.0,76.30030538071877
13321285-2112136,203.05356,-21.20371,5885.0,40.67106352715278
14065637-0135409,211.73491,-1.59471,8749.0,56.00765939900321
17125410+2118115,258.22546,21.30315,6513.0,30.74897844092601
20101168-4358310,302.54868,-43.97538,5601.0,-32.16759242553071
20375380-3909271,309.47418,-39.15761,7810.0,-36.662036767951335
23575433-3148544,359.47638,-31.81509,8663.0,-77.45324094728473
04334153-1310130,68.42303,-13.17023,9715.0,-36.43688798107115
05144274-1046344,78.67805,-10.7763,7574.0,-26.320494204152208
07445959-7431008,116.24845,-74.51685,4832.0,-22.607735562905933
08482456+4717211,132.10233,47.28922,8840.0,39.04678036999748
09431741+3932471,145.82259,39.54645,5346.0,49.29201243058448
10205328-2656091,155.22202,-26.93593,9934.0,24.945565349124713
11364412+2259309,174.18384,22.99195,7018.0,72.603186424963
11455562+2101318,176.48166,21.02552,6731.0,73.86805428578774
13233877-2600381,200.91164,-26.01067,9894.0,36.298433962992625
14092453-0517112,212.35229,-5.28644,8928.0,52.50404764862305
16405901+5030375,250.2458,50.5104,9157.0,41.067435602375575
16505118+0847019,252.71324,8.78383,9454.0,30.753763019674448
16542093+2633520,253.5872,26.56446,9506.0,36.38064248285056
16595646-0425394,254.98532,-4.42765,6946.0,22.312210655013953
18280562+3344466,277.02335,33.74624,7174.0,19.181100342667808
23465855+2927321,356.74399,29.45891,5072.0,-31.346784061003227
01053421+3225466,16.39252,32.42965,5039.0,-30.34726219849884
02100203-7609412,32.5083,-76.16143,8293.0,-40.03283686346408
02431524-6625378,40.81359,-66.42722,5664.0,-47.08159916954535
02473787+0438154,41.90773,4.63763,6407.0,-47.61418362876083
02572492-3534112,44.35386,-35.56982,7415.0,-61.94859510089163
03455600-5242211,56.48333,-52.70577,9584.0,-48.860195407548815
04262586-4039158,66.60778,-40.65442,6166.0,-44.13368608750271
10133902+5926040,153.41272,59.43443,9192.0,47.91175242668253
11084117+3609395,167.17157,36.161,8296.0,66.43170655233847
11122487-1528404,168.10368,-15.47789,7458.0,41.08679372626388
11492457-0507062,177.3524,-5.11841,1704.0,54.43835283557336
11562877+5025422,179.11993,50.42844,911.0,64.45166480821928
13014875-2707302,195.45312,-27.12508,3002.0,35.68940491681896
13031623+2801494,195.81764,28.03039,6091.0,87.22722179814498
21064384-4029291,316.68268,-40.49146,8963.0,-42.28633315103242
22124048+1803031,333.1687,18.05096,8192.0,-30.653718041500937
22290320+1906018,337.2634,19.10047,8074.0,-32.319108880526095
23435055-3616529,355.96063,-36.28135,9750.0,-72.99660501024525
00190006+1923523,4.75033,19.39787,5354.0,-42.8147425738625
02031032+0539254,30.79309,5.65706,5513.0,-52.908652764730775
02075438-5206515,31.9767,-52.1143,9200.0,-61.19560921487988
03434456+2403386,55.93568,24.0607,5974.0,-24.060318804939623
05431127-3436510,85.79702,-34.61418,7675.0,-28.289927335301897
08193855+1955571,124.91074,19.93248,4497.0,28.00625042401639
10161460+7234288,154.06084,72.57475,6377.0,39.99859155332683
12222391-2111394,185.5997,-21.19427,6038.0,41.16918642688796
13534191+0322390,208.42464,3.37748,4680.0,61.972630644955785
14122017+0116206,213.08408,1.27245,7546.0,57.6757374817862
16070205+0106196,241.7585,1.10542,8204.0,36.42396778448649
17420268+2537128,265.5112,25.62023,7800.0,25.87781720087943
17510476+7447438,267.76993,74.79556,7322.0,30.052038132220332
22512206-2014496,342.84192,-20.24721,3192.0,-61.73914724845716
03323694-0445043,53.15393,-4.75118,6203.0,-45.58237677140022
05090435-0050521,77.26814,-0.84782,7635.0,-23.02512771146423
12464453+2944068,191.68558,29.73524,4666.0,87.19612941761238
13050493-2223022,196.27054,-22.38395,2543.0,40.37805327002402
13193669-0254437,199.90285,-2.91207,6813.0,59.20065931589773
13361002-2231133,204.04182,-22.52034,8473.0,39.187913950237245
14030755-0442102,210.78139,-4.70276,7652.0,53.76192442836941
14441893+0002312,221.07881,0.04193,8674.0,51.678255198009865
19382610-7732190,294.60892,-77.53861,6068.0,-28.96974734505639
20455457-5123277,311.47736,-51.39111,4381.0,-38.48515265999803
21363758-2743310,324.15652,-27.72523,5661.0,-47.05953215399353
00045971-3030207,1.24884,-30.50574,8134.0,-79.28767315667596
00064035+0506483,1.66819,5.11346,5368.0,-55.99091973832043
03565798+1629045,59.24157,16.48461,8014.0,-27.343857661940863
09574926-3249081,149.45525,-32.81891,4356.0,17.232874331902128
12431391+3105057,190.80798,31.08496,7005.0,85.65652409947877
14412011-4019504,220.3338,-40.33064,7825.0,17.868183171639675
15354710-2854535,233.9463,-28.91486,6654.0,21.51238790719924
19575191-3221284,299.46622,-32.35788,7153.0,-27.316684548900746
21115769-4827004,317.99042,-48.45005,9520.0,-42.91692939781821
00370462+7930157,9.26961,79.50438,9307.0,16.651655630523265
03490378+1703008,57.26577,17.05021,7886.0,-28.304684250505225
05162400-0344166,79.1,-3.738,7198.0,-22.801463742700804
07285239+6323202,112.21828,63.38892,5066.0,28.19722771097173
09244891+2236163,141.2038,22.60454,9668.0,43.23455716396452
09505623+6211088,147.73433,62.18575,7362.0,44.131133514769246
11111301+2842423,167.80424,28.71179,8797.0,67.84502014349336
11334460+2122474,173.4359,21.37988,6578.0,71.40643357775792
11574822+2516142,179.45096,25.27063,4771.0,77.8326821760308
12324296+2942441,188.17902,29.71232,8080.0,85.14053785019871
13280674+5602426,202.02824,56.04527,7138.0,60.33913723906013
17225658+3120307,260.73575,31.34192,4539.0,31.563580241079887
19553031-5730292,298.87634,-57.50813,4790.0,-31.099147367254098
22493210+3455098,342.38376,34.91938,7022.0,-21.587255450688907
23554421+3012439,358.93427,30.21226,9240.0,-31.134036789458367
01120938+1214381,18.03905,12.2439,4181.0,-50.308159205332224
01595398-5713019,29.97492,-57.21727,5941.0,-57.554964771926414
04292723-1116071,67.36352,-11.26868,9789.0,-36.57745807356489
06155101+6104242,93.9625,61.07342,6932.0,19.421713003586227
09032820+2538263,135.86748,25.64067,6053.0,39.37545600799502
10142971+3930060,153.62386,39.50163,7000.0,55.280654914592795
10350486+4633412,158.77023,46.56146,3356.0,56.916772285882736
11203826-0444570,170.15953,-4.74917,7685.0,51.304240682608544
11575134+2752072,179.46399,27.86867,3353.0,78.10077622418126
13030673-2305489,195.77798,-23.09691,6464.0,39.695725744950366
14133007-2935408,213.37538,-29.59464,2649.0,29.97389538936416
16093394+6421586,242.39165,64.36623,9822.0,41.375693677856695
17562452-5755125,269.10223,-57.92016,5107.0,-15.899648303395644
17593860+6121339,269.91092,61.35939,669.0,29.721096040499923
18062779+4632231,271.61584,46.53983,8105.0,26.7655325479934
20183733-4103175,304.65561,-41.05485,5884.0,-33.27603166547297
22041766+0440021,331.07358,4.66722,8094.0,-38.63138782944862
04280026+7052488,67.00095,70.88023,7453.0,15.074058189046353
05364667-2224232,84.19444,-22.40643,4936.0,-25.92109664385034
09434760+4228252,145.94829,42.47362,5398.0,49.14270738568314
14175789+8324381,214.49118,83.41055,6943.0,33.22365960125796
14510363+7936317,222.76503,79.60885,6863.0,35.990842552671104
16050228+1342068,241.25938,13.70184,4636.0,43.006424958939654
16354447+6825421,248.93539,68.42827,7631.0,37.3486973581973
19101059+6007322,287.54413,60.12566,7438.0,21.050302480956272
21280210+1244473,322.00879,12.74651,8798.0,-26.579138483726584
21322521+0634525,323.10513,6.58133,8546.0,-31.261182991828026
21354940-2559490,323.95584,-25.99702,9087.0,-46.52618279974767
23093079+3240301,347.37836,32.67502,6528.0,-25.47385404994308
00273423-3411496,6.89262,-34.1972,9200.0,-81.26852495556506
03183280-2550081,49.63675,-25.83567,1795.0,-57.173434465322586
10325492+1202257,158.22891,12.04041,9771.0,54.22513951147931
11052459+2621535,166.35249,26.36486,6487.0,66.36055445578315
11161731+0253199,169.07211,2.88884,8946.0,56.75440280896174
14073830+0940311,211.90956,9.67531,7062.0,64.9468677772955
16305402+3950513,247.72504,39.84755,8437.0,43.26720351087833
17334829-0035489,263.45117,-0.59695,6055.0,16.916302064147995
21235011+1734164,320.9588,17.57116,8507.0,-22.697615055744617
03173103+3801345,49.37928,38.02622,5126.0,-16.410614636834133
03372274+0629145,54.34472,6.48732,9930.0,-37.65648306715906
05215497+0320314,80.479,3.34203,4471.0,-18.162265512435575
07125599+4945525,108.23334,49.76463,5918.0,23.699247171363517
09163127-1735488,139.13028,-17.59682,5030.0,21.347915099398943
12434561+1046124,190.94005,10.7701,8678.0,73.54234414084206
13113162-3026320,197.88171,-30.4422,9487.0,32.22980234910556
16010557+6815069,240.27304,68.25202,8226.0,40.29167550634107
21145270-4404068,318.71954,-44.06863,5125.0,-43.768623516905016
00290063-0819062,7.2526,-8.31843,6224.0,-70.45530454091889
00381230+3053277,9.55126,30.891,5478.0,-31.89481748922109
01555848+3707457,28.99368,37.12939,5216.0,-23.977496204402247
09383073+0234243,144.62808,2.57339,7026.0,37.78626701481621
10444311+3818364,161.17955,38.31012,7527.0,61.2777849210741
10513309+6841450,162.88797,68.69585,6618.0,44.82414835157873
11361233+5958351,174.05141,59.97646,3296.0,54.71934599955373
11363665+4903471,174.15271,49.06304,9687.0,63.741025376382105
12135906+1732564,183.4962,17.54899,5996.0,77.09727104078407
13153736-1452209,198.90575,-14.87252,2710.0,47.59111751008018
13465265+1616220,206.71944,16.27281,5788.0,73.18242381365728
13525013+0215496,208.20891,2.26377,4374.0,61.11407353210143
15141492+1205151,228.56213,12.08763,8334.0,53.339091118371776
16164571+1931168,244.19043,19.52136,9086.0,42.569856840949505
17470342-6028117,266.7644,-60.46991,4453.0,-15.970363156000428
18025078-7311265,270.71155,-73.19076,9697.0,-22.478730751153694
18413286-5446211,280.38684,-54.77262,5626.0,-20.507589295168728
22411554+3337252,340.31485,33.62371,6560.0,-21.85263269623701
23335835+4440482,353.49289,44.68,4541.0,-16.044904417322353
23482105-2806584,357.08774,-28.1162,8923.0,-76.0008155803729
00144039-0717453,3.66822,-7.29592,5361.0,-68.33451129637982
04150504-1313558,63.77111,-13.23212,9016.0,-40.589016152304595
07542752+5816141,118.61481,58.27064,6086.0,30.992327187704465
08221623+2105334,125.56763,21.09259,6678.0,28.98936187968251
09373100+3250286,144.37918,32.84132,4359.0,47.983389213864
09433711+5016348,145.90466,50.27634,7471.0,47.64182033515204
09594614-0644286,149.94226,-6.74128,4867.0,36.42286026065728
11494323+6022166,177.43001,60.37128,9738.0,55.13438114783344
12104537+2342366,182.689,23.71022,6686.0,80.20303503563206
12164888+4727268,184.20367,47.45744,7415.0,68.56899810368903
12493309-0944271,192.38795,-9.74082,4675.0,53.128091103733645
13163547-0205287,199.14784,-2.09134,5663.0,60.15834431018053
17140559-0016210,258.52332,-0.27253,8907.0,21.381838136759367
20193988-4944212,304.91623,-49.73933,4825.0,-34.32989802776623
01134212+3313052,18.42553,33.21815,5524.0,-29.422410146911833
01225261-4233537,20.71922,-42.56493,7010.0,-73.28902596759855
01435574+8049135,25.98181,80.82037,8097.0,18.17205175931732
02072743-0205284,31.86429,-2.09127,8347.0,-59.04315334757288
02312014+2034541,37.83388,20.58167,8928.0,-36.51113460687745
04084533+0013074,62.18887,0.21879,8945.0,-35.32882522316638
07161703+2259131,109.07095,22.98695,8401.0,15.4691993420945
08100603+2455194,122.5252,24.9221,4206.0,27.63029840549065
10345081-2830455,158.71182,-28.5127,3349.0,25.438881538761827
16263031+3540186,246.62627,35.67181,9953.0,43.88786085401085
19043935+4938450,286.16385,49.64592,9177.0,18.316704163961116
19493289-2729594,297.38708,-27.49992,7628.0,-24.115343170332743
23024924-4645109,345.70514,-46.75303,5817.0,-61.00992024360421
00000865-0622263,0.03601,-6.37399,6531.0,-65.9300843873357
00543280-2329415,13.63673,-23.49491,9917.0,-86.29937948170215
02533119+0628252,43.38003,6.47367,7523.0,-45.265715886134736
03220942+3818169,50.53939,38.30479,4982.0,-15.670070394561604
04365956-0726298,69.24828,-7.44161,4134.0,-33.20007782783957
04391828-0750208,69.82617,-7.83912,4698.0,-32.8754611445379
04395852-0855013,69.99388,-8.9171,4934.0,-33.21707405844435
08180877+2302518,124.53652,23.04768,3980.0,28.751714287600137
09260945+4918363,141.53935,49.31014,8073.0,45.1033847593968
11255278+1835565,171.47,18.599,6154.0,68.56642497834781
11441721+2013238,176.07169,20.2233,6368.0,73.16740854569028
11450385+1937139,176.26616,19.62056,6511.0,73.04155209411557
13002762-4043509,195.1151,-40.73077,2741.0,22.108657597166324
13481820+1821254,207.07574,18.3571,7843.0,74.24614523448888
16524859+5103406,253.20253,51.06132,8865.0,39.156524215916384
19435203-6039062,295.96683,-60.65174,4220.0,-29.760840625286644
22151846+3700364,333.82703,37.01019,6384.0,-16.11502968651319
22393747+1146115,339.9061,11.76989,7365.0,-39.64931655633225
23251137+1511597,351.29733,15.19991,4301.0,-42.780940213259406
01095660+3028039,17.48578,30.46782,6553.0,-32.23448268357734
01453984-0440506,26.41599,-4.68079,5265.0,-64.09464650764492
01541625-3747095,28.56768,-37.786,5507.0,-73.03457136629503
03120686+1550412,48.02863,15.8448,9890.0,-35.126558439654005
03262212+3732093,51.59225,37.53589,5546.0,-15.825773106586835
11114014+3922293,167.91733,39.37485,7554.0,65.93442947911032
11400936+1519385,175.03906,15.32735,3318.0,69.66580622168618
12180856-0103506,184.53564,-1.06408,5703.0,60.69105373947539
12570940+2727587,194.28923,27.46639,7449.0,88.68525092675247
13025758+5119070,195.73996,51.31858,8258.0,65.71159306699923
14533177-2212437,223.38248,-22.21211,3433.0,32.50590907341629
15203073-2428092,230.12804,-24.46927,2437.0,27.114726283938403
16014039-1530389,240.41824,-15.51073,7510.0,27.17964286650108
17084565+6202354,257.19034,62.04324,7844.0,35.697424163907755
21020977-1257282,315.54068,-12.95791,9041.0,-34.790112101643295
22561238+0355364,344.05157,3.92678,4810.0,-48.31273546728331
01061197+2533064,16.54985,25.55172,6710.0,-37.20016961808242
01581625+1417482,29.56766,14.29668,7836.0,-45.51327990672844
02584116+1421272,44.6715,14.35764,9690.0,-38.28710221464277
08281067+5542449,127.04443,55.71247,9186.0,35.6016899821857
08332059-0330245,128.33585,-3.50684,6979.0,20.74504323631123
09521144+0105429,148.04771,1.09534,6064.0,39.79047318648698
10254862+1343407,156.45255,13.72795,9535.0,53.51675568419927
10371091-0936408,159.2955,-9.61133,9017.0,40.92396516346132
10415061+0419511,160.46085,4.33084,8035.0,51.604417999322415
11300466-3532199,172.51949,-35.53887,7697.0,24.456539446114213
12535585-0907077,193.48274,-9.11887,4244.0,53.74783986854337
13411726-4632104,205.32188,-46.53628,9934.0,15.476053144174934
14013156+2817115,210.38158,28.28658,8151.0,74.45751957189125
14585972+5355234,224.74878,53.92319,3344.0,54.441820067610905
15214168-3355123,230.42371,-33.92004,6321.0,19.326669496260973
16414523+3938355,250.43846,39.64323,9038.0,41.17375544629885
21535742+0644552,328.48941,6.74861,8453.0,-35.32440440271924
22552239-3353416,343.84323,-33.89491,8734.0,-64.19865748966973
23121985+2843239,348.08279,28.72326,6841.0,-29.307409629084777
23560780+0032578,359.03256,0.54944,6658.0,-59.29253526059802
01322075-1221159,23.08648,-12.35445,5185.0,-72.38802305548059
02295638+0110441,37.48495,1.17902,6647.0,-53.08149921176845
03172650-0005393,49.36037,-0.09422,6856.0,-45.73864554632659
03191771-1206099,49.82374,-12.10282,4616.0,-52.270515396694215
04165508+2329112,64.22952,23.48642,6599.0,-19.13865366621813
05313188+6739158,82.88307,67.65445,4929.0,17.82711867511875
06450335+4529072,101.26398,45.48528,6197.0,17.925219992458718
10052600-1747571,151.35837,-17.79919,3069.0,29.686830134927852
11134488+4816212,168.43704,48.27263,5333.0,61.602669116468086
11210032+2418118,170.25131,24.30334,8452.0,69.46447726135737
11265503+1849577,171.72937,18.83265,5629.0,68.89168666362318
12375244-4240373,189.46855,-42.67705,2808.0,20.124778450107957
13045590-3206113,196.23294,-32.10317,9299.0,30.68150577604285
13501205+7357108,207.5504,73.95293,9021.0,42.54665067577827
14215225+2331010,215.46774,23.51701,5128.0,69.27723939971033
17103933-0026464,257.66391,-0.44618,8805.0,22.043712380496217
17165725+2136507,259.23846,21.61407,8532.0,29.966505707531585
02244728+4140526,36.19711,41.68123,5756.0,-17.88390732398164
04015997+2954154,60.49995,29.90425,3923.0,-17.00688392818662
06334445-3523549,98.43517,-35.39867,6744.0,-18.668859107519314
07133456+5043334,108.39399,50.72595,6538.0,24.036946675210817
07265096+4842050,111.71234,48.70141,5834.0,25.656038370585268
08225325+0334166,125.72194,3.57123,3976.0,21.932249066756373
12060667+2815225,181.52771,28.25631,8843.0,79.90681757393631
15052589+4914249,226.35797,49.24021,5644.0,56.09212655632364
20532460+0039075,313.35257,0.65208,3816.0,-26.51243094923089
21525998+1012190,328.25003,10.20528,8437.0,-32.872993122112
23585827-0520355,359.74292,-5.34317,9024.0,-64.88584451083113
00354879-1336383,8.95326,-13.61064,6021.0,-75.99832134524469
02263286-5148038,36.637,-51.80107,9434.0,-59.54080014997546
02502539+1315584,42.60575,13.26623,8579.0,-40.350179466291934
03455939-1231489,56.49752,-12.5303,1546.0,-46.6925488512644
04265125-1011517,66.71364,-10.19767,9212.0,-36.68316949267903
05084057+7028482,77.16918,70.48003,4845.0,17.509356283800663
07040741+2914262,106.03094,29.24059,5058.0,15.408659950341734
11143717+3018510,168.65492,30.3142,2003.0,68.57730533151413
11240512+2436559,171.02142,24.61547,7658.0,70.21610309875464
14010892+0835016,210.28719,8.58371,4821.0,65.18667752923403
15362137-0315483,234.0891,-3.26339,7153.0,39.96311585710579
16163709+6812093,244.15459,68.20265,1109.0,39.05242705474408
17562925+6512480,269.12192,65.21334,7885.0,30.171026278745337
21160380+0101060,319.01581,1.01836,9419.0,-31.124366774466672
22422391+3010161,340.59961,30.17122,7309.0,-24.927896905266167
22582082-6507469,344.58679,-65.12968,3251.0,-48.016954924264546
01232845+3319542,20.86851,33.33177,5922.0,-29.063448058537936
01445772-8348442,26.24038,-83.81234,8354.0,-33.13754460115866
05582286+7947519,89.59543,79.7978,5329.0,24.36865128643525
06235563-3501339,95.98174,-35.02612,9214.0,-20.425352938665036
06554833-6533459,103.95126,-65.56284,8930.0,-24.08675102508848
07030343+3914267,105.76428,39.24075,6591.0,18.86729550052571
09154452+4414095,138.93553,44.23606,9634.0,43.914813571944826
13244179-1941454,201.17416,-19.69595,1957.0,42.48767221505602
13253106-1421226,201.37946,-14.35625,6761.0,47.69905062126504
16225969+3756564,245.74872,37.94904,9578.0,44.736937036553975
16353065+5729126,248.87775,57.48681,5292.0,40.68403711426712
20483465-0807526,312.1445,-8.13125,6084.0,-29.700080614245483
01091403+3209048,17.30845,32.15134,4634.0,-30.569203887489387
01370741-5400279,24.2809,-54.00783,6536.0,-61.83614822701979
03463210-1315477,56.63384,-13.26328,8906.0,-46.89532869027968
04461704-6224152,71.57115,-62.40418,7891.0,-38.186300963867865
06074179-1954439,91.92414,-19.91222,6454.0,-18.302697568852135
11412177-2634533,175.34076,-26.58139,8250.0,33.708089962955164
12234999-4211382,185.95831,-42.19393,7826.0,20.385537177841176
12592240+4820434,194.84335,48.34544,8797.0,68.72675150482938
13151757-1629099,198.82323,-16.48609,3496.0,46.00335414030408
21022993-1425554,315.62476,-14.43208,8086.0,-35.458061415621906
22560558-5823476,344.02319,-58.39657,4526.0,-52.836478398472366
01271617-0158150,21.81739,-1.97089,4963.0,-63.41800221043056
02414512-1450537,40.43804,-14.84826,7252.0,-61.56686784421888
11394958-4433391,174.95657,-44.56083,9827.0,16.467320848822972
12592080-4405482,194.83673,-44.09673,9751.0,18.751989690919416
21030568-1431255,315.77368,-14.52376,8237.0,-35.62671983817033
21443322-0631232,326.1384,-6.52316,6784.0,-41.14628725032039
22555994-1222117,343.99979,-12.37001,7712.0,-59.20926787451882
23310111+0949218,352.75458,9.82268,6153.0,-48.22046958426233
02373887-1100200,39.41203,-11.00553,4767.0,-60.287544432847206
02434169+4201168,40.92363,42.02144,5887.0,-16.15211956798844
09073808-0722269,136.90868,-7.37415,5952.0,25.827445850260563
10275134-3307398,156.96385,-33.12776,8907.0,20.767595482249295
11060687+2955591,166.52869,29.93304,8902.0,66.74855103139944
12063090+2808163,181.62868,28.13782,8898.0,80.00279358531608
12582185+2758037,194.591,27.96776,6011.0,88.25027918041273
13005445-3607146,195.22693,-36.1207,7124.0,26.71168249440466
14022789-3355188,210.61615,-33.92188,3886.0,26.670674926451653
14141476+3525238,213.56154,35.42334,3184.0,70.51178144660713
14205337+1500020,215.22235,15.00062,7942.0,65.92740607577089
16290043+4117035,247.25177,41.28429,9559.0,43.649096372982825
16512015-1444385,252.83391,-14.74404,8342.0,18.33820913088366
00110081-1249206,2.7534,-12.82244,6775.0,-72.84813894021762
01113747+3321151,17.9061,33.35429,5650.0,-29.327891662094327
02285780+3522192,37.24093,35.37209,9983.0,-23.39220370804891
03575864-0011260,59.49437,-0.19054,4126.0,-37.77910067631572
04363578-2351413,69.14909,-23.86157,4785.0,-39.507431215425086
04371999-6912136,69.33331,-69.20378,5513.0,-36.92727101282476
08313288-0111516,127.88699,-1.19772,9266.0,21.524494388994896
08555245+1809229,133.96866,18.15643,4239.0,35.38203432963376
11203993+5049387,170.16643,50.82737,8280.0,60.70926747326444
12065107+4259441,181.71291,42.99561,7027.0,71.73512007647513
12065136+2049071,181.71402,20.81868,7277.0,78.02908468108879
13185141-3436354,199.71425,-34.60977,8169.0,27.92191628263799
14294194+7851515,217.42444,78.86428,6792.0,37.13736983136064
14503709-3805217,222.65451,-38.08939,7477.0,19.061151870900204
16450648-0710363,251.27695,-7.17679,5823.0,23.921935304189873
17285643-6609025,262.23517,-66.15072,6568.0,-16.87561825181947
17594690-5949011,269.9454,-59.81698,4632.0,-17.107294441525767
18003981-7355445,270.16663,-73.92907,7982.0,-22.58351652164133
18570528-6218391,284.27216,-62.31087,4944.0,-24.453897185415965
01321484-3329493,23.06188,-33.49707,5077.0,-79.14086307663388
01543264+2003537,28.63605,20.06492,9001.0,-40.39377225407533
01561909+0539076,29.07948,5.65214,6333.0,-53.65850159701568
04311387+0830400,67.80772,8.5111,4336.0,-25.977583261725115
04583710+6907031,74.65478,69.11752,4984.0,16.027441138010285
04595490-1832403,74.9787,-18.54458,5616.0,-32.65643373749919
08065767+5554114,121.74027,55.9031,8484.0,32.61880535443901
10264176+0351435,156.67406,3.86207,2139.0,48.36567975456177
11183461+1242400,169.64418,12.71114,6029.0,63.924124829819405
12384092-4212510,189.66891,-42.21478,3965.0,20.5944176061195
13530964-3042461,208.29027,-30.71275,6880.0,30.310684222182257
14113223-3010530,212.88423,-30.18146,8373.0,29.57662522321262
18411852-6431394,280.32715,-64.52755,3873.0,-23.250193506875604
23343870+2643243,353.66119,26.72343,9700.0,-33.070368865380516
00425403+3234516,10.72518,32.58098,4825.0,-30.25625306196012
01555315-2800263,28.97155,-28.00729,4455.0,-75.70057858380798
02032950-6246567,30.87301,-62.78244,6158.0,-52.42891692256409
02145056+3128134,33.71077,31.47057,5276.0,-28.119570692639147
02162102+3239594,34.08756,32.66652,4757.0,-26.888896363050893
03000861+0548164,45.03592,5.80458,6652.0,-44.69381923852797
04184934+0221271,64.70565,2.3576,4462.0,-32.04528898955255
06251787-6447546,96.3246,-64.79854,7423.0,-27.110633581713532
07093937+4754539,107.41401,47.91499,6108.0,22.691902741134275
09141302+4308061,138.55438,43.135,4232.0,43.68612055772329
11164969+2632499,169.20717,26.54721,9994.0,68.91841407300863
11260859-0535095,171.53589,-5.58592,2765.0,51.32831403465279
13445048+0401255,206.21036,4.02382,6924.0,63.61108751019123
15563418-3121335,239.1425,-31.35929,4601.0,16.733695158411635
17381576+3532046,264.56567,35.53467,7968.0,29.494985561631335
01264868+1201266,21.70287,12.02414,9504.0,-49.91780576220513
02005891+0818401,30.2455,8.31117,4742.0,-50.75930640886072
02291392+2257589,37.30809,22.96633,9218.0,-34.61401545012241
03345132+0327334,53.7138,3.45932,9029.0,-40.122527878633946
05140576+7053253,78.52414,70.89043,6941.0,18.107068970355353
08415856+5735307,130.49393,57.59189,7880.0,37.31560634371177
20453409-3408163,311.39209,-34.13784,5735.0,-37.42709599037724
20554892+1030282,313.95386,10.50783,4537.0,-21.639656387637732
21121042-5716406,318.04355,-57.278,3279.0,-41.36320959259339
03171167+3708132,49.29856,37.137,5116.0,-17.187018090795476
05280039-2059414,82.00165,-20.99491,8400.0,-27.33650922120208
05385827-4144139,84.74286,-41.73719,1045.0,-30.668028835038825
09560439-2706246,149.01834,-27.10687,2354.0,21.32370050045151
10394631-0528597,159.94305,-5.48322,6128.0,44.43689090167566
11015099-1229084,165.46246,-12.48574,7804.0,42.29102888446549
11403715-4431314,175.15482,-44.52532,9906.0,16.5414728896433
12371571+3928594,189.31541,39.48319,6090.0,77.29808489038884
12423925+1956428,190.66353,19.94524,948.0,82.54074771466287
14540430-3724068,223.51828,-37.40163,9917.0,19.34251674728569
16042987+0348549,241.12453,3.81518,5769.0,38.424270898891784
16150920+4646282,243.78824,46.77454,5874.0,45.760974020674624
17565078+2804501,269.21149,28.08057,6681.0,23.57291990198478
19073115-5158071,286.87979,-51.9687,5239.0,-23.42879805204587
20484944-3742455,312.20609,-37.71262,6905.0,-38.607339037098775
22273122-7023159,336.87991,-70.38779,8864.0,-42.16499030932055
23350306-6646193,353.76288,-66.77212,6695.0,-48.651812187195745
