id,ra_deg,dec_deg,cz_kms,glat_deg
02492796-0052231,42.36646,-0.87304,7115.0,-51.38991127118258
05504673-1810143,87.69471,-18.17071,2891.0,-21.309460650537925
10322081-2402152,158.08673,-24.03756,3696.0,28.810750890870292
10362132+1342410,159.08885,13.71141,3011.0,55.773357443458465
11072466+2139258,166.85278,21.65713,2692.0,65.73969749303839
13015756+2800209,195.48993,28.00583,7719.0,87.50859200033536
17152812+4204078,258.86722,42.06886,8358.0,35.04072001043985
01210490-3607041,20.27051,-36.11784,9568.0,-79.02519460247011
08190278+8315589,124.76144,83.26637,5696.0,29.456633279894657
09574851-1335343,149.45222,-13.59291,9562.0,31.418750267096453
00202748+0050009,5.11459,0.83356,5476.0,-61.061859218712705
02041986-5513502,31.08276,-55.23068,5864.0,-58.94265885256659
04215608+0402552,65.4837,4.04864,7346.0,-30.445337987520613
18022485+2602250,270.60291,26.04333,4552.0,21.712611460551887
00421585+0050432,10.56611,0.84541,5359.0,-61.93939744116312
01151808-4630466,18.82535,-46.51293,8950.0,-70.05058919625745
01235436-3503555,20.97657,-35.06544,5686.0,-79.45832923048334
01341289-2533593,23.55378,-25.5665,5799.0,-80.29342367651358
05110789-0923200,77.7829,-9.38897,2687.0,-26.521727367587896
05554695-1902355,88.94572,-19.04319,3082.0,-20.553037095324605
13344662-3418426,203.69431,-34.31186,3926.0,27.70842998886889
13380150-3331100,204.5063,-33.51947,3811.0,28.352903428263335
16012867+2225396,240.36954,22.42761,9725.0,46.856832375466254
17501702+5937275,267.57108,59.6244,6355.0,30.800826292008377
01095937+3222059,17.49745,32.36835,5179.0,-30.339849924795523
01345179-3629217,23.7158,-36.48939,8553.0,-76.87493807941686
02495866-1209496,42.49446,-12.16372,4161.0,-58.46085220614895
04185408-1411454,64.72535,-14.196,3599.0,-40.13677168052653
04460267-1226312,71.51112,-12.44208,5043.0,-33.392833183708866
07292793+2003173,112.3664,20.05489,4526.0,17.124519075721825
09271849+2301121,141.82704,23.02009,7919.0,43.90306561840863
10203177+4301179,155.13232,43.02163,6647.0,55.66362591420357
11095177+6217303,167.46559,62.29177,4760.0,51.03490443433296
14433652-0510334,220.90224,-5.17603,7060.0,47.83038043918246
17273183+2628304,261.88269,26.47512,4750.0,29.24042484786911
17363000+6803312,264.12503,68.05863,7675.0,31.98957015236877
21573553-7010225,329.39816,-70.17288,9064.0,-40.39560905819972
23201278+0755556,350.05331,7.93209,2787.0,-48.55878935124332
00390357-1836299,9.76493,-18.60829,3931.0,-81.01687792206133
09343650+8108429,143.65239,81.14528,6148.0,32.68718944126426
09490197-0708162,147.25816,-7.13793,4311.0,34.138257083950364
10363254-2803492,159.13554,-28.06368,4403.0,26.019217684940056
12201621-4023270,185.06749,-40.39084,3189.0,22.093355457248254
12511759-4049070,192.8233,-40.81861,3371.0,22.053129284872377
13362119+0319515,204.08829,3.33093,6858.0,63.892578625669415
13493346-3304088,207.38945,-33.06911,4192.0,28.2396117765612
22502630+8252370,342.60983,82.87696,2057.0,20.92418246686435
00393578-0911400,9.89913,-9.19447,4894.0,-71.84932816260769
02483851-0757036,42.16053,-7.95109,9293.0,-56.27760594154165
02501774-0835493,42.57392,-8.59712,5330.0,-56.350049863977
09425510+2858503,145.72968,28.98067,8511.0,48.64298870012341
12293088+1402569,187.37872,14.04915,889.0,75.95644518046072
16160536-2247004,244.02238,-22.7834,7771.0,19.75463415286546
17020093-1305451,255.50392,-13.09584,7669.0,17.157908318678313
21062337-4330281,316.59738,-43.50778,5387.0,-42.2545739658299
22274829+3835117,336.95126,38.5866,5444.0,-16.20473900999904
01491570+3504231,27.31537,35.07303,5005.0,-26.315025202220376
02054862-0517378,31.45263,-5.29387,5093.0,-61.88571093988859
05020062-4838461,75.50259,-48.64617,4123.0,-37.77019024148513
07282802+3350159,112.11697,33.83781,4158.0,21.890530611556272
10121761+2751432,153.07339,27.86208,4750.0,54.85739838946624
10490670-4133157,162.278,-41.5543,4726.0,15.717730493080262
11240714-3027244,171.02983,-30.45673,9529.0,28.75310461462972
13091728-0516219,197.32204,-5.2728,3187.0,57.31279463430881
20022667-3454016,300.61115,-34.90042,6444.0,-28.910272651561616
23301365+1545396,352.55692,15.76104,4167.0,-42.80122740839296
02063032+2959350,31.62642,29.99312,4744.0,-30.12454825747376
08163389+2124356,124.1412,21.40991,4681.0,27.851722927682253
09172964+2557587,139.37352,25.96636,6538.0,42.51253811414658
10371021+1239087,159.29257,12.65246,2889.0,55.4310079827849
11064045+2005082,166.66858,20.08559,1204.0,65.04455761566385
12264046+0826084,186.66862,8.4357,907.0,70.41031862259787
15021638+1155031,225.56821,11.91758,9661.0,55.77983854239524
15444613-1527547,236.19232,-15.46513,7320.0,30.154349736907378
22280927-2954017,337.03864,-29.90042,8518.0,-58.52813970798046
10070530-0552591,151.77216,-5.88316,5074.0,38.354148198021605
10361658+2657444,159.06909,26.9624,6344.0,59.99688689149997
11432453+1944595,175.85228,19.74985,6100.0,72.76318312912167
16432023+7037571,250.83435,70.63253,4437.0,35.922597593273004
00030962+2157368,0.79005,21.96022,6579.0,-39.54225091845278
00393041-1439225,9.87669,-14.65629,3953.0,-77.22224402662636
02573365-0745313,44.39014,-7.75876,5258.0,-54.41024472829578
08095257+5754458,122.46893,57.91278,7948.0,33.0241788493507
08262485+5953433,126.60362,59.89541,8011.0,35.045108636950594
08413189+0458488,130.38289,4.98022,1939.0,26.6991288505176
11042356+0449428,166.09814,4.8286,7704.0,56.12171301305509
14310611+2521183,217.77551,25.35511,4490.0,67.61803567862925
16281909+8021165,247.07944,80.35463,7072.0,32.46082850417321
21554779-4313133,328.94919,-43.22037,7929.0,-51.21464299606187
00033214-1044403,0.88389,-10.7446,8865.0,-70.11285434613158
01593591+3054356,29.8996,30.9099,4418.0,-29.724677313138844
07472902+6056008,116.87109,60.93357,8770.0,30.214744153805945
08381094+2453427,129.54559,24.89524,8581.0,33.67675318144218
09475038+7257515,146.9601,72.96439,6538.0,38.12857547639231
12335119+3016390,188.46329,30.27753,1173.0,85.022266128434
15484118+2152097,237.17169,21.86939,2161.0,49.538918774668275
16111411+2655245,242.80879,26.92345,9571.0,45.81346860438147
17444944+5520587,266.20612,55.34966,8716.0,31.34057646218026
19065059-6142046,286.71088,-61.70137,8313.0,-25.45665492983188
23441557-8010372,356.06464,-80.17701,4243.0,-36.48830438751652
01493100-2704560,27.37919,-27.08221,9052.0,-77.08210412398115
02181422-1213546,34.55934,-12.23182,5831.0,-64.79010596031064
02491832-0810294,42.32627,-8.17489,9152.0,-56.286680527019456
03080326-0423593,47.0135,-4.39983,8621.0,-50.291417473834954
04102259-2337010,62.59403,-23.61694,4271.0,-45.21242636962298
04281848-0510436,67.077,-5.17877,4251.0,-34.01563037135712
09065937-1903314,136.74741,-19.05868,5569.0,18.671061043436463
12390954-3446511,189.78983,-34.78077,4214.0,28.022881371647173
13505373-3017212,207.72392,-30.28921,5683.0,30.850292301037832
19084535-5540171,287.18896,-55.67131,3526.0,-24.484562353846822
01271012-1839119,21.7921,-18.6533,9744.0,-78.19604553286177
02292683-4304346,37.3618,-43.07632,5430.0,-64.55087622641672
11420909-1810083,175.53786,-18.16901,3637.0,41.688372992903304
16124694+2759145,243.19557,27.98734,9896.0,45.69340758150558
16214329+3759454,245.43033,37.99599,9911.0,44.98957635380812
21275848-6052197,321.99374,-60.87224,4466.0,-42.20105124430463
23364512-0502169,354.18799,-5.03801,6766.0,-61.634320497058695
00464891-0631513,11.70384,-6.531,5803.0,-69.37347602131632
01254144-3450227,21.42261,-34.8397,5499.0,-79.3621211143612
05512589-1014438,87.8579,-10.24549,767.0,-17.926715167759514
09505649-0459516,147.73535,-4.99771,6697.0,35.86242038127366
14475099-3019171,221.96248,-30.32143,4601.0,26.170689984070776
19173095-3024493,289.37906,-30.41366,5963.0,-18.541004877205253
20092560-4817051,302.35678,-48.28483,2610.0,-32.550068691538826
03341772-0615541,53.5739,-6.26504,5254.0,-46.08058602319201
04023220-6218562,60.63411,-62.31559,5386.0,-42.974108083786
08231638-7749133,125.81834,-77.82036,5453.0,-21.86849750920167
08425622-6805085,130.73421,-68.08563,7157.0,-15.529632983441845
12532933-0525468,193.37225,-5.42973,4618.0,57.43824015590271
13360121+4957385,204.00513,49.96072,1616.0,65.62234478344185
16305653+0404583,247.73557,4.08289,7342.0,32.90296625496893
17242416+4456253,261.10062,44.94043,8246.0,33.75374482019061
17280141+5731188,262.00589,57.52185,3346.0,33.696323713494515
22261603-3722227,336.56677,-37.37299,9527.0,-57.870519545088506
04394808-7650125,69.9502,-76.8368,4320.0,-33.649941494909804
07451096+0755598,116.29565,7.93329,5089.0,15.53072657900023
12464198-4001292,191.67493,-40.02473,4506.0,22.837962615018057
14493438+4722342,222.39333,47.37617,7732.0,59.30467624252342
14524119-2448279,223.1716,-24.80774,6140.0,30.404253792115213
15560742-0832442,239.03099,-8.54567,7942.0,32.80065339347253
19290377-5232002,292.26575,-52.53335,5474.0,-26.76919398853703
20220305-4759124,305.51266,-47.98686,5634.0,-34.62588346263382
22202303-4813478,335.09607,-48.23003,5744.0,-53.975543719308504
22344982-2540370,338.70761,-25.67695,7946.0,-59.46946245671491
23071256+0845069,346.80243,8.75189,6331.0,-46.123640804044086
09060030+1845525,136.50127,18.76464,3432.0,37.844983597724514
10564407+0945324,164.18359,9.75895,9434.0,57.86760403910593
16153554+1927123,243.89813,19.45343,9122.0,42.80729109867123
16571426-0613510,254.30946,-6.23087,8647.0,21.92208220626492
20373216-2734365,309.38409,-27.57676,6038.0,-34.29058890013253
20574237-6126192,314.42654,-61.43863,4257.0,-38.55329702503297
02101623+0750432,32.56763,7.84538,7270.0,-50.154117035810515
08501179+3504351,132.54918,35.07644,2296.0,38.52054161703297
09303607+0607192,142.65022,6.12194,3418.0,37.948985333610075
11401921-4213245,175.07999,-42.22351,9866.0,18.73260672803624
15171819-2217509,229.32584,-22.29751,6644.0,29.288541295695932
17525449+2312396,268.22705,23.21107,4013.0,22.72699355564464
19020143-6302514,285.50592,-63.04763,4450.0,-25.155851401688786
20152387-7032159,303.84952,-70.53774,3479.0,-32.421845882125744
00173036-0649286,4.37655,-6.82461,7305.0,-68.15583206430253
01523770+3607362,28.15707,36.1268,4728.0,-25.12215497924219
05025424-2021591,75.72601,-20.36638,7290.0,-32.62993445597902
05502438-0636586,87.60158,-6.61627,6362.0,-16.5702817774263
07224316+2130471,110.67988,21.51307,8243.0,16.252929914729663
17152853+3053444,258.8689,30.89572,8707.0,33.000611654458275
22154353+3714345,333.93137,37.24287,5586.0,-15.974369396594362
02101480+4131184,32.56161,41.52179,5535.0,-18.968891220922632
02262608+2739152,36.60864,27.65422,9732.0,-30.658850674862443
02281760+2618443,37.07335,26.31242,5222.0,-31.699693876844535
02454120-0810497,41.42176,-8.18053,8863.0,-56.992992927116184
02484080-3132106,42.16993,-31.53622,4992.0,-64.14927121032139
03171984+3612364,49.33266,36.21015,5534.0,-17.943028973614776
03200694-0152540,50.02886,-1.88169,8578.0,-46.36743003647391
04000780-6116595,60.03256,-61.28323,5794.0,-43.6769520034965
05431981-6216411,85.83239,-62.27803,4299.0,-31.659805844951496
05521332-1011302,88.05549,-10.19168,6813.0,-17.727967516404316
10281798-3131049,157.07494,-31.51803,3151.0,22.153863895679866
13171622+0602149,199.31761,6.03748,6233.0,68.0323537509509
11285413+3524498,172.22556,35.41392,2257.0,70.56728059973668
13182915-3213453,199.62154,-32.22931,4579.0,30.29429722796598
13303853+1808042,202.66058,18.13454,4114.0,77.25485363646378
00321681-0506347,8.07011,-5.1096,7679.0,-67.51305339322246
00393485+0051355,9.8952,0.85992,4380.0,-61.86680006992319
01535510+3613460,28.47961,36.22941,4968.0,-24.95495790178925
02193261-1604110,34.88589,-16.06972,4337.0,-66.78188090028715
02322362-5801154,38.0984,-58.02098,9050.0,-54.40330298088745
10324868-3423584,158.20293,-34.39957,3023.0,20.269796767974206
10512393+2806429,162.84979,28.11196,1260.0,63.45926054368451
12261572+0528353,186.56554,5.4765,4158.0,67.53359155362122
13205961+0858421,200.24832,8.97837,9576.0,70.55219386658834
16380049+5525372,249.50203,55.42695,9028.0,40.779856664271534
18473570-6317324,281.8989,-63.29227,4903.0,-23.61753952866967
20314978+0132415,307.95746,1.5449,5352.0,-21.412096697849854
01373396-4240261,24.39146,-42.67395,6620.0,-71.84333780125715
02133833-0043022,33.40977,-0.71729,6015.0,-57.034273312094435
02300554-0859535,37.52304,-8.99815,4830.0,-60.47738556727019
04070375+2919413,61.76564,29.32814,6668.0,-16.65810937400553
09451442+0906372,146.31006,9.11034,5476.0,42.574475160856494
11061090+0420097,166.54546,4.33607,6455.0,56.09438686445411
12513291-4113391,192.88712,-41.22761,4773.0,21.644132783255753
12521564-0807584,193.06512,-8.13287,4117.0,54.73831439125549
13021828+3253268,195.57619,32.89072,7582.0,83.77659500966197
14164323+1053070,214.1801,10.88533,7763.0,64.19357539239937
21090996-0940147,317.29153,-9.67076,7949.0,-34.93679811570276
21532345+1531432,328.34772,15.52862,8893.0,-29.302043754514848
22143970-2739472,333.66541,-27.66305,5120.0,-55.34657913429975
22243429-6513386,336.14279,-65.22741,5911.0,-45.47603208747245
01545983-2601101,28.74926,-26.01941,8778.0,-75.75517085572231
03413569+1601136,55.39874,16.02043,9117.0,-30.29458626488964
07014238+4733056,105.42667,47.55159,6047.0,21.307220464427463
07340715+2305403,113.52982,23.09451,8828.0,19.295561067340767
12144185-1134581,183.67441,-11.58286,5293.0,50.27582798438694
12433500-3544468,190.89584,-35.74639,9124.0,27.098054529426147
12504658-4153380,192.69414,-41.89396,4797.0,20.977618324650447
14523041+2948259,223.1268,29.80728,6951.0,63.33390204069538
17161113-7323076,259.04648,-73.38538,4856.0,-19.523932341188413
20000350-3205052,300.01465,-32.08482,5991.0,-27.68581911086655
22565088-0858025,344.21201,-8.96744,4922.0,-57.412528175440286
08000851+5621562,120.03564,56.36561,9130.0,31.683217268697796
12371321-2003069,189.30515,-20.05192,8830.0,42.69433660631139
00404622-3820347,10.1926,-38.34296,6934.0,-78.56471331895384
01491165+1251118,27.29851,12.85329,7867.0,-47.6330587376909
08271681+2252397,126.82005,22.87769,5533.0,30.681850410338924
10441877-2249350,161.07831,-22.82633,3916.0,31.35944622497861
10561372-3156174,164.05714,-31.93818,3396.0,24.87299624952076
16124014+3302054,243.16727,33.03487,9601.0,46.47661147399833
23051883+0011217,346.32843,0.18946,7631.0,-52.6319740752623
03300489-4751421,52.52041,-47.8617,6683.0,-52.92081087908849
03304539-0450596,52.68909,-4.84986,5732.0,-46.01921637968961
06281236-5717570,97.05154,-57.29914,9833.0,-25.61790972428454
07481899+3419557,117.07913,34.33219,4415.0,25.957216142611944
09103992+1841475,137.66634,18.69657,8507.0,38.856793079632205
18342678-5832020,278.61172,-58.53387,6121.0,-20.764061130677806
22085827-3506510,332.24286,-35.11418,9331.0,-54.578488594961954
00482094-3814038,12.08724,-38.23437,4987.0,-78.87501185481241
05083542-1710509,77.14758,-17.18089,3585.0,-30.23719864431403
05410249-0331245,85.26037,-3.52346,6323.0,-17.253938711567407
07345574+3116346,113.73223,31.27624,4680.0,22.346747098586537
09434038+1103387,145.91826,11.06081,6161.0,43.1437631084502
14463127+0116286,221.63023,1.2747,8232.0,52.19223660858717
15295535-1837106,232.48065,-18.61959,7088.0,30.269526508309635
16202928+0720576,245.12202,7.3494,9184.0,36.7672846903596
19505643-4012429,297.73526,-40.21197,5845.0,-27.961198462107692
21170700-0643281,319.27914,-6.72444,8749.0,-35.31981333986518
23521022-2904448,358.04257,-29.07906,8738.0,-76.79446117784283
01243451-3310246,21.1438,-33.17353,9255.0,-80.63289543836515
01455487+0949225,26.47875,9.82294,5205.0,-50.75881115752697
10055537-2303251,151.48073,-23.05694,3842.0,25.841107331598803
11223008+2416457,170.62531,24.27942,8884.0,69.79158075488104
14182261+1111424,214.59425,11.19513,7324.0,64.0944797153052
17005227+0206066,255.21785,2.10186,9196.0,25.42611356312863
04081898-5845042,62.07919,-58.75118,8325.0,-43.73991964357776
07072811+4447236,106.86714,44.78993,5831.0,21.43150875147419
08502284+5522437,132.59506,55.37877,9220.0,38.75856820560839
10350859+4505052,158.78584,45.08471,7509.0,57.501843218644
17435277+0433070,265.96988,4.55191,6699.0,17.09393980620163
03292383+1345325,52.34933,13.75908,6218.0,-33.9643259670871
11071324+6506063,166.80518,65.10179,9808.0,48.6092810180254
12511286+0451320,192.80365,4.85894,7505.0,67.73062393833622
20124724-0329004,303.19684,-3.48346,5709.0,-19.66055924893354
23434963+2820210,355.95682,28.33924,8800.0,-32.2106905490013
01390634-2954534,24.77637,-29.91489,5883.0,-79.17095548181086
03224737-0155218,50.69748,-1.92275,8334.0,-45.87067532701085
10344770-2712525,158.69885,-27.21451,4351.0,26.5116965761613
11443893+6757211,176.1624,67.95582,2706.0,47.95310004427113
11444919+1947419,176.20494,19.79501,5595.0,73.07602145592622
11550108-0605224,178.75452,-6.08952,7766.0,54.08748291245248
17380739+2242128,264.53091,22.70357,7370.0,25.732992312444676
18024354-6830424,270.68134,-68.51176,3368.0,-20.825125265864756
23460346-0153273,356.51447,-1.89088,6514.0,-60.2962897979713
03283152+3646347,52.13136,36.77633,4757.0,-16.192669400251102
05250422-7820302,81.26764,-78.34165,5077.0,-30.84773285919897
07205386+2319022,110.22452,23.31728,5301.0,16.5743173946109
11221474+2012310,170.56143,20.20854,4363.0,68.47565721107642
12472374+3521076,191.849,35.35209,4256.0,81.73106860003763
22031601+0034163,330.81668,0.57114,9020.0,-41.02337537215776
22321393+1142445,338.05804,11.71231,7801.0,-38.537063831542525
23035707+3009365,345.98788,30.16015,6958.0,-27.21435522264731
23315274+4449167,352.96973,44.82129,4721.0,-15.795112397522564
23503393+2859536,357.64145,28.99827,8917.0,-32.009841635666426
01273255+1910437,21.88554,19.17882,5212.0,-42.87367186937809
02030523+0236514,30.77176,2.61424,6387.0,-55.60569637648849
02254561+2713160,36.43999,27.22112,9666.0,-31.11495002068688
02475404-2602398,41.97516,-26.04431,6498.0,-63.99830648650601
04450159+1837048,71.2566,18.61802,4777.0,-17.241299233544044
08243364+7400443,126.1411,74.01229,2272.0,32.35983291638547
10310676+2847470,157.7782,28.7964,1422.0,59.08074981788227
12222378+4503299,185.59921,45.05828,7420.0,71.1544336042532
13380361-3352252,204.51505,-33.87371,3854.0,28.00462124979931
19335167-6813397,293.46536,-68.22775,3883.0,-28.96101871832205
19492017-5412010,297.33414,-54.20043,5500.0,-29.997279849249367
19583088-4048557,299.62875,-40.8155,5222.0,-29.49692033821635
22393626-0409322,339.90106,-4.15898,7528.0,-51.06521499818231
22535624-0634453,343.48431,-6.57925,1605.0,-55.355695345286975
23433227+2718426,355.88452,27.31186,9086.0,-33.1683891347142
01531849-7814209,28.32702,-78.23907,8282.0,-38.40717617554227
02074995-3512064,31.95818,-35.2018,6118.0,-71.81596077255412
02522129-5756531,43.08886,-57.94809,8864.0,-52.61342600729488
12433386-2050347,190.89117,-20.84299,6834.0,41.990915477212006
13093325+5329391,197.38837,53.49419,9087.0,63.42157536185269
15025324+1655087,225.72176,16.91903,6238.0,57.9854019402569
18140962+3040269,273.54019,30.67414,4674.0,20.890211865512075
21093522-4918132,317.39682,-49.30366,2287.0,-42.43261255369897
00103277+2859464,2.63654,28.99624,7033.0,-33.026877664849245
02021465-0250415,30.56102,-2.84495,8666.0,-60.393292591707045
02352939+3731079,38.87255,37.51892,3885.0,-20.896428094169195
05114160-0305303,77.92342,-3.09175,7517.0,-23.53268491999717
20310163-0156074,307.75674,-1.93545,6189.0,-22.946081989854775
21005127+1618164,315.21365,16.30454,9148.0,-19.21474370377253
23373116-1937140,354.37988,-19.62056,9306.0,-71.47787568849547
02155114+3554488,33.9631,35.91358,8199.0,-23.890882645303975
02591060-0428200,44.79412,-4.47225,4294.0,-52.049876415288615
13325681+1638150,203.23666,16.63751,6656.0,75.77459689490321
18460262-5046279,281.51086,-50.77444,5236.0,-19.876114591872945
02321943-3312086,38.081,-33.20245,6366.0,-67.42715694089563
02453726-2757398,41.40524,-27.96106,6674.0,-64.73361235331753
03204541-0102407,50.18923,-1.04469,6414.0,-45.715179713978046
04373798-0453148,69.40832,-4.88746,3893.0,-31.84681339687627
06134380-4247401,93.43252,-42.79453,9224.0,-24.62947480923377
07212664+2311167,110.36096,23.18791,5680.0,16.639340058360002
13102748+1826172,197.61449,18.43812,3732.0,80.26964054708216
13553434+5944341,208.89308,59.74279,1777.0,55.575407331711624
16174059+3500154,244.41904,35.00427,8938.0,45.6258022448781
22571409-4746455,344.30865,-47.77931,5415.0,-59.65709095982648
00471856+2749398,11.82737,27.82768,4740.0,-35.03513159385134
03030385+0423344,45.76601,4.3929,7122.0,-45.241031808376725
08300254+2129184,127.51054,21.48854,4571.0,30.826328373520823
08464397+0232144,131.6832,2.53741,8417.0,26.669563424303515
09435919+4225588,145.99666,42.43296,5085.0,49.18277521962395
10061207-0133115,151.55029,-1.55327,9952.0,40.98915828838687
10432955+3941144,160.87311,39.68736,7040.0,60.7023613931533
11021738-4222203,165.57231,-42.37234,5860.0,16.083047835302285
16440927+0726429,251.0387,7.44523,9657.0,31.62705660668587
17223430+0057287,260.64288,0.95796,8801.0,20.1261913620303
22361119-8103536,339.04648,-81.06493,4305.0,-34.423042047750855
23524516-6038090,358.1882,-60.63585,7669.0,-55.043102418101554
03195720+0335244,49.98832,3.59017,6928.0,-42.81426202812773
04514224-0613532,72.92599,-6.23144,4576.0,-29.4043414620927
06214003-6502001,95.41693,-65.03335,7232.0,-27.51838409897752
09535103-0747341,148.46263,-7.79273,5793.0,34.62529387298099
11322802+6230260,173.11688,62.50727,3622.0,52.29685316602853
12553873-3932261,193.91144,-39.54058,3141.0,23.323949731309295
16031495-2219219,240.81233,-22.32279,5609.0,22.222166988262288
00011976+3431326,0.33238,34.52571,5032.0,-27.21558003676929
01360013+0039481,24.00061,0.66342,5158.0,-60.21290195178552
04402651-4437590,70.11051,-44.63307,9992.0,-41.5264436337764
04553031-3148366,73.87637,-31.81015,5722.0,-37.36020298484224
05162118-1033418,79.08836,-10.56153,8673.0,-25.864243186617827
05342166-2332001,83.59032,-23.53333,1746.0,-26.829705364414423
06372127+6751353,99.33854,67.85986,5274.0,23.688436700916032
11275408-4136525,171.97533,-41.61456,4904.0,18.592877939247995
12061058+2533252,181.54408,25.55704,6338.0,79.7423908504311
13520854-1037129,208.03568,-10.62026,7257.0,49.481752081759986
14343517-2759428,218.64656,-27.99526,3724.0,29.57432088878892
18225352-5629083,275.72311,-56.48558,5189.0,-18.6101560937172
19322014-2923090,293.08398,-29.38589,7145.0,-21.186072323588043
21015228-1351095,315.46777,-13.85261,8446.0,-35.08790688374088
23351046+0457511,353.79355,4.9642,5634.0,-52.99217081837384
00422206+2938298,10.59193,29.64165,4857.0,-33.18861950418522
01575535-3259131,29.48066,-32.98706,3907.0,-74.49019182366527
03071939+0428073,46.83083,4.46877,8266.0,-44.45189585581838
12534005-2639144,193.4169,-26.6541,3100.0,36.21497432200626
15493826+4202035,237.40938,42.03427,9926.0,50.931610102467445
19383827-3653491,294.65942,-36.897,6406.0,-24.791011975122423
19484819-1034113,297.20078,-10.56976,7559.0,-17.478600461521903
19562510-3209101,299.10461,-32.15291,5413.0,-26.965443748863606
20512591+1858040,312.85794,18.96782,8735.0,-15.819054275489297
22224307-1852490,335.67941,-18.88023,7201.0,-54.93396385410206
02015994+2105476,30.49975,21.09657,9084.0,-38.841289573207575
06015552-1756274,90.48141,-17.94099,8258.0,-18.78164373504241
07491955+2149595,117.33141,21.83326,7189.0,22.08878398861203
13282558-1605326,202.10663,-16.09235,5765.0,45.8574806125622
13571358+7336599,209.30641,73.61669,7134.0,42.70543031360621
20222151+0625475,305.58963,6.42986,4761.0,-16.897263227119076
22155947+1407298,333.9978,14.12497,7556.0,-34.10914706254975
02254763+2714330,36.44852,27.24259,9614.0,-31.092270515969155
10081231+0958374,152.05138,9.97701,8191.0,47.94035013592826
10472659+0602529,161.86075,6.04808,5816.0,53.77246119721008
15362709+4331075,234.11285,43.51878,6039.0,53.051824850468826
16194809+3746282,244.95041,37.77448,9184.0,45.35995458019815
17545032+6238422,268.70975,62.64505,8354.0,30.329035761237904
18320606+3102344,278.02533,31.04285,6776.0,17.421606909734372
22012356-0345241,330.34811,-3.7567,7969.0,-43.19747868270957
23411609+2533044,355.31702,25.55127,9406.0,-34.6756937317274
01240753-0151366,21.03143,-1.86019,5173.0,-63.545496561410886
03332769-2133530,53.36538,-21.5647,1518.0,-52.83735337879225
09384831+4834221,144.70137,48.57274,7489.0,47.28370183989741
12053741+2033207,181.40598,20.55573,7225.0,77.64299125102256
14371464+3827150,219.31111,38.45423,3629.0,65.17059231637641
22230318+3603161,335.76331,36.05453,5414.0,-17.790228060216503
01422536-1618012,25.60576,-16.30042,5473.0,-73.97584821399398
01544080-5539458,28.66993,-55.66275,6160.0,-59.26472602748167
03155217-0337475,48.9674,-3.62989,3950.0,-48.28424400801487
04042190-4756598,61.09125,-47.94997,4157.0,-47.36352388037787
06164203+6630240,94.17524,66.50671,4207.0,21.38401726156028
11031448+0320321,165.81041,3.34226,7546.0,54.87260289280667
11064649-0554412,166.69373,-5.91152,6860.0,48.380599832973076
12544419+1314137,193.68414,13.23715,1116.0,76.08749815267582
14005010+3909220,210.20877,39.15618,5396.0,71.19991888350644
23443553+1141139,356.14801,11.68728,6801.0,-47.932728672848754
00281490+3048117,7.06223,30.80326,6298.0,-31.80452495267989
02545299-1539094,43.72081,-15.65256,8986.0,-59.16758152641124
04575773+0047499,74.49049,0.79729,3795.0,-24.613194196993163
12383544+0239267,189.64766,2.65741,901.0,65.3367102661998
13413932+0501584,205.41383,5.03288,6992.0,64.87203707618546
21264445-3429565,321.68515,-34.49907,2746.0,-45.89928073855209
01032634+3214144,15.85983,32.23735,5319.0,-30.565707332438016
05580431-1636367,89.51802,-16.61021,8218.0,-19.0956183275371
10284047+7948470,157.16908,79.8131,9468.0,35.21424917890072
11053683+5631296,166.40343,56.52492,8200.0,55.06819125894206
11331580+2426493,173.31578,24.44701,6920.0,72.2183300772657
13401260+0228483,205.05246,2.48013,6912.0,62.72639236858481
14304364+2910503,217.68179,29.18068,3973.0,68.05932376248929
17443385+4806507,266.14102,48.11404,9176.0,30.690595794920977
23114422-6805386,347.93423,-68.09406,8766.0,-46.40019402513611
01145624+3156546,18.73442,31.94849,5176.0,-30.65870673150715
07574566+3233295,119.44026,32.55813,5355.0,27.351635315467107
08382409+2545167,129.60036,25.75465,5450.0,33.973473318634895
09372979+2309421,144.37419,23.16167,7509.0,46.19497017057903
15102940-4016495,227.62253,-40.2805,7840.0,15.24643814930718
20033696-2952264,300.90405,-29.87407,5361.0,-27.786067733853777
02434931-5954484,40.95539,-59.91342,6483.0,-52.011260413556144
03543035+1042255,58.62646,10.70699,5227.0,-31.68924256386909
08492512-0640492,132.35468,-6.6804,9346.0,22.467921669107874
11084041+5713485,167.16835,57.23015,1876.0,54.83670081380085
11092907-1400006,167.37115,-14.00016,7885.0,42.00461452710191
11525659+2028445,178.23578,20.47909,6519.0,75.0751808604624
16400791+5837025,250.0329,58.61737,5516.0,39.8305478538052
16470807-0730242,251.78363,-7.50668,5818.0,23.320841778752182
20005562-3841481,300.23184,-38.69663,6334.0,-29.503420613050174
20481970-3540364,312.08218,-35.67685,8382.0,-38.23483234364653
22245057-3119327,336.21069,-31.32581,8157.0,-57.88938205498478
23304773-1329076,352.69891,-13.48545,6334.0,-66.7453697633877
00185071-0827314,4.71119,-8.4587,6769.0,-69.80006805328874
01402796+3437312,25.11653,34.6253,5500.0,-27.166056271137805
03053083-0024174,46.37853,-0.40492,8423.0,-48.17533665238151
