pair_id,profile,x,a_int_x,phi_x
NGC4258-QSOs,tanh,0.135678391959799,0.9981693950079016,0.0018322825970843028
NGC4258-QSOs,tanh,0.1407035175879397,0.9980187462805973,0.001983218998793479
NGC4258-QSOs,tanh,0.1457286432160804,0.9978578358865692,0.002144461828950854
NGC4258-QSOs,tanh,0.15075376884422112,0.9976859778790771,0.002316703607589295
NGC4258-QSOs,tanh,0.15577889447236182,0.9975024423082516,0.002500681791791036
NGC4258-QSOs,tanh,0.16080402010050251,0.9973064526614043,0.002697181464488674
NGC4258-QSOs,tanh,0.1658291457286432,0.9970971831925319,0.0029070381513481075
NGC4258-QSOs,tanh,0.1708542713567839,0.9968737561420996,0.003131140766847567
NGC4258-QSOs,tanh,0.17587939698492464,0.996635238849357,0.003370434689754376
NGC4258-QSOs,tanh,0.18090452261306533,0.9963806407608096,0.0036259249671144887
NGC4258-QSOs,tanh,0.18592964824120603,0.9961089103400617,0.0038986796445805673
NGC4258-QSOs,tanh,0.19095477386934673,0.9958189318861042,0.004189833219382649
NGC4258-QSOs,tanh,0.19597989949748745,0.9955095222692458,0.004500590210478361
NGC4258-QSOs,tanh,0.20100502512562815,0.9951794275963387,0.004832228838356256
NGC4258-QSOs,tanh,0.20603015075376885,0.9948273198197316,0.005186104804594845
NGC4258-QSOs,tanh,0.21105527638190955,0.9944517933075544,0.005563655158549563
NGC4258-QSOs,tanh,0.21608040201005024,0.994051361396504,0.005966402235430827
NGC4258-QSOs,tanh,0.22110552763819097,0.993624452952323,0.006395957646492793
NGC4258-QSOs,tanh,0.22613065326633167,0.9931694089676426,0.00685402629806131
NGC4258-QSOs,tanh,0.23115577889447236,0.9926844792318561,0.007342410411622581
NGC4258-QSOs,tanh,0.23618090452261306,0.992167819113204,0.00786301351216767
NGC4258-QSOs,tanh,0.24120603015075376,0.9916174864993172,0.008417844346378857
NGC4258-QSOs,tanh,0.24623115577889448,0.9910314389490976,0.009009020686037882
NGC4258-QSOs,tanh,0.25125628140703515,0.9904075311159987,0.009638772965209002
NGC4258-QSOs,tanh,0.2562814070351759,0.9897435125105315,0.010309447692265113
NGC4258-QSOs,tanh,0.2613065326633166,0.9890370256780864,0.011023510569708617
NGC4258-QSOs,tanh,0.2663316582914573,0.9882856048769342,0.0117835492459598
NGC4258-QSOs,tanh,0.271356783919598,0.9874866753504429,0.012592275613902939
NGC4258-QSOs,tanh,0.2763819095477387,0.9866375532970392,0.013452527561016062
NGC4258-QSOs,tanh,0.2814070351758794,0.9857354466511148,0.014367270065452627
NGC4258-QSOs,tanh,0.2864321608040201,0.9847774567977564,0.015339595521588069
NGC4258-QSOs,tanh,0.2914572864321608,0.9837605813536376,0.01637272316744322
NGC4258-QSOs,tanh,0.2964824120603015,0.9826817181553847,0.017469997475231643
NGC4258-QSOs,tanh,0.30150753768844224,0.9815376706048817,0.018634885355291054
NGC4258-QSOs,tanh,0.3065326633165829,0.9803251545279212,0.019870972013147012
NGC4258-QSOs,tanh,0.31155778894472363,0.9790408067078781,0.02118195528977939
NGC4258-QSOs,tanh,0.3165829145728643,0.9776811952591525,0.022571638306751348
NGC4258-QSOs,tanh,0.32160804020100503,0.9762428320054093,0.02404392023121792
NGC4258-QSOs,tanh,0.32663316582914576,0.974722187024464,0.02560278497153965
NGC4258-QSOs,tanh,0.3316582914572864,0.973115705514327,0.02725228761294673
NGC4258-QSOs,tanh,0.33668341708542715,0.9714198271226521,0.028996538405153535
NGC4258-QSOs,tanh,0.3417085427135678,0.9696310078638692,0.03083968412081727
NGC4258-QSOs,tanh,0.34673366834170855,0.9677457447238325,0.03278588661611087
NGC4258-QSOs,tanh,0.35175879396984927,0.9657606030201427,0.03483929844331817
NGC4258-QSOs,tanh,0.35678391959798994,0.963672246546757,0.03700403539114464
NGC4258-QSOs,tanh,0.36180904522613067,0.9614774704835309,0.039284145862220864
NGC4258-QSOs,tanh,0.36683417085427134,0.9591732369946351,0.04168357703982326
NGC4258-QSOs,tanh,0.37185929648241206,0.9567567133742443,0.044206137847800704
NGC4258-QSOs,tanh,0.3768844221105528,0.9542253125237773,0.04685545876950323
NGC4258-QSOs,tanh,0.38190954773869346,0.9515767354629067,0.04963494866334019
NGC4258-QSOs,tanh,0.3869346733668342,0.9488090154876766,0.05254774879427856
NGC4258-QSOs,tanh,0.3919597989949749,0.9459205634950204,0.05559668439151155
NGC4258-QSOs,tanh,0.3969849246231156,0.9429102138959737,0.058784214141586695
NGC4258-QSOs,tanh,0.4020100502512563,0.9397772704427607,0.06211237813179463
NGC4258-QSOs,tanh,0.40703517587939697,0.9365215512011207,0.06558274486825436
NGC4258-QSOs,tanh,0.4120603015075377,0.9331434318126816,0.06919635810393293
NGC4258-QSOs,tanh,0.4170854271356784,0.9296438861173183,0.0729536843201334
NGC4258-QSOs,tanh,0.4221105527638191,0.9260245231469639,0.07685456180653231
NGC4258-QSOs,tanh,0.4271356783919598,0.9222876194651229,0.080898152374827
NGC4258-QSOs,tanh,0.4321608040201005,0.9184361458150788,0.08508289681427057
NGC4258-QSOs,tanh,0.4371859296482412,0.9144737870587687,0.0894064752484482
NGC4258-QSOs,tanh,0.44221105527638194,0.91040495444109,0.09386577357622948
NGC4258-QSOs,tanh,0.4472361809045226,0.90623478930346,0.09845685717098077
NGC4258-QSOs,tanh,0.45226130653266333,0.9019691574968864,0.10317495296655504
NGC4258-QSOs,tanh,0.457286432160804,0.8976146339080522,0.10801444097310531
NGC4258-QSOs,tanh,0.4623115577889447,0.8931784767095237,0.11296885613861751
NGC4258-QSOs,tanh,0.46733668341708545,0.8886685911727763,0.11803090130316167
NGC4258-QSOs,tanh,0.4723618090452261,0.8840934831338962,0.12319247178418037
