idx,e_zsp,f_zsp,spCl,angDist
4946,,0,,4e-06
73099,1e-05,0,GALAXY,4e-06
16444,3e-05,0,GALAXY,4e-06
81572,1e-05,0,GALAXY,4e-06
157464,1e-05,0,GALAXY,4e-06
71902,2e-05,0,GALAXY,4e-06
128074,,0,,4e-06
18505,2e-05,0,GALAXY,4e-06
128083,1e-05,0,GALAXY,4e-06
4871,1e-05,0,GALAXY,4e-06
72735,3e-05,0,GALAXY,4e-06
80982,2e-05,0,GALAXY,4e-06
80274,1e-05,0,GALAXY,4e-06
17926,,0,,4e-06
1949,2e-05,0,GALAXY,4e-06
126950,2e-05,0,GALAXY,4e-06
158707,1e-05,0,GALAXY,4e-06
126933,4e-05,0,GALAXY,4e-06
80302,2e-05,0,GALAXY,4e-06
73329,1e-05,0,GALAXY,4e-06
122805,2e-05,0,GALAXY,4e-06
80332,,0,,4e-06
16661,1e-05,0,GALAXY,4e-06
1758,4e-05,0,GALAXY,4e-06
32653,,0,,4e-06
16937,2e-05,0,GALAXY,4e-06
127006,2e-05,0,GALAXY,4e-06
126932,1e-05,0,GALAXY,4e-06
73391,1e-05,0,GALAXY,4e-06
73464,3e-05,0,GALAXY,4e-06
73451,3e-05,0,GALAXY,4e-06
126895,,0,,4e-06
122842,,0,,4e-06
80247,3e-05,0,GALAXY,4e-06
16947,2e-05,0,GALAXY,4e-06
157982,1e-05,0,GALAXY,4e-06
126905,,0,,4e-06
126907,1e-05,0,GALAXY,4e-06
157987,1e-05,0,GALAXY,4e-06
80271,,0,,4e-06
73397,2e-05,0,GALAXY,4e-06
5165,3e-05,0,GALAXY,4e-06
73477,3e-05,0,GALAXY,4e-06
127007,1e-05,0,GALAXY,4e-06
16660,,0,,4e-06
127796,1e-05,0,GALAXY,4e-06
16615,1e-05,0,GALAXY,4e-06
80483,3e-05,0,GALAXY,4e-06
74969,1e-05,0,GALAXY,4e-06
74965,3e-05,0,GALAXY,4e-06
33191,2e-05,0,GALAXY,4e-06
80476,0.0,0,GALAXY,4e-06
80488,3e-05,0,GALAXY,4e-06
74908,,0,,4e-06
122724,1e-05,0,GALAXY,4e-06
150952,1e-05,0,GALAXY,4e-06
122686,1e-05,0,GALAXY,4e-06
157943,1e-05,0,GALAXY,4e-06
29843,2e-05,0,GALAXY,4e-06
122791,2e-05,0,GALAXY,4e-06
127776,2e-05,0,GALAXY,4e-06
127768,2e-05,0,GALAXY,4e-06
127017,1e-05,0,GALAXY,4e-06
80405,,0,,4e-06
122773,,0,,4e-06
80417,2e-05,0,GALAXY,4e-06
18852,2e-05,0,GALAXY,4e-06
159015,1e-05,0,GALAXY,4e-06
18862,3e-05,0,GALAXY,4e-06
159007,,0,,4e-06
122729,2e-05,0,GALAXY,4e-06
80234,2e-05,0,GALAXY,4e-06
122849,,0,,4e-06
1953,3e-05,0,GALAXY,4e-06
18257,1e-05,0,GALAXY,4e-06
79770,,0,,4e-06
73731,,0,,4e-06
123616,2e-05,0,GALAXY,4e-06
79828,3e-05,0,GALAXY,4e-06
18299,,0,,4e-06
79768,1e-05,0,GALAXY,4e-06
17009,3e-05,0,GALAXY,4e-06
17004,2e-05,0,GALAXY,4e-06
74116,3e-05,0,GALAXY,4e-06
126219,2e-05,0,GALAXY,4e-06
16997,2e-05,0,GALAXY,4e-06
18315,1e-05,0,GALAXY,4e-06
33143,4e-05,0,GALAXY,4e-06
18314,,0,,4e-06
74102,4e-05,0,GALAXY,4e-06
18184,1e-05,0,GALAXY,4e-06
18185,6e-05,0,GALAXY,4e-06
1078,3e-05,0,GALAXY,4e-06
126128,1e-05,0,GALAXY,4e-06
126132,1e-05,0,GALAXY,4e-06
158683,1e-05,0,GALAXY,4e-06
73806,,0,,4e-06
158682,1e-05,0,GALAXY,4e-06
79744,1e-05,0,GALAXY,4e-06
123633,2e-05,0,GALAXY,4e-06
79760,,0,,4e-06
126154,1e-05,0,GALAXY,4e-06
74096,2e-05,0,GALAXY,4e-06
80030,3e-05,0,GALAXY,4e-06
80035,,0,,4e-06
73988,2e-05,0,GALAXY,4e-06
149382,1e-05,0,GALAXY,4e-06
73972,1e-05,0,GALAXY,4e-06
123579,1e-05,0,GALAXY,4e-06
80105,,0,,4e-06
17845,,0,,4e-06
17864,3e-05,0,GALAXY,4e-06
126836,2e-05,0,GALAXY,4e-06
80157,3e-05,0,GALAXY,4e-06
123555,2e-05,0,GALAXY,4e-06
123536,2e-05,0,GALAXY,4e-06
149372,1e-05,0,GALAXY,4e-06
80081,2e-05,0,GALAXY,4e-06
80076,3e-05,0,GALAXY,4e-06
74001,,0,,4e-06
74078,1e-05,0,GALAXY,4e-06
80044,1e-05,0,GALAXY,4e-06
74065,1e-05,0,GALAXY,4e-06
126263,1e-05,0,GALAXY,4e-06
123598,1e-05,0,GALAXY,4e-06
30259,3e-05,0,GALAXY,4e-06
123595,1e-05,0,GALAXY,4e-06
151816,1e-05,0,GALAXY,4e-06
123594,,0,,4e-06
29851,1e-05,0,GALAXY,4e-06
74008,,0,,4e-06
74883,1e-05,0,GALAXY,4e-06
74865,,0,,4e-06
123374,6e-05,0,GALAXY,4e-06
123362,,0,,4e-06
19037,,0,,4e-06
72572,5e-05,0,GALAXY,4e-06
72554,3e-05,0,GALAXY,4e-06
149332,1e-05,0,GALAXY,4e-06
123377,1e-05,0,GALAXY,4e-06
157613,,0,,4e-06
80841,,0,,4e-06
80846,1e-05,0,GALAXY,4e-06
80848,,0,,4e-06
80820,1e-05,0,GALAXY,4e-06
123359,2e-05,0,GALAXY,4e-06
123415,2e-05,0,GALAXY,4e-06
72618,1e-05,0,GALAXY,4e-06
72615,3e-05,0,GALAXY,4e-06
150956,2e-05,0,GALAXY,4e-06
72613,2e-05,0,GALAXY,4e-06
127328,1e-05,0,GALAXY,4e-06
80791,2e-05,0,GALAXY,4e-06
72607,1e-05,0,GALAXY,4e-06
72604,0.0,0,GALAXY,4e-06
1768,3e-05,0,GALAXY,4e-06
123380,4e-05,0,GALAXY,4e-06
123439,3e-05,0,GALAXY,4e-06
80867,2e-05,0,GALAXY,4e-06
123345,2e-05,0,GALAXY,4e-06
80941,1e-05,0,GALAXY,4e-06
80944,1e-05,0,GALAXY,4e-06
127428,1e-05,0,GALAXY,4e-06
80950,3e-05,0,GALAXY,4e-06
19102,2e-05,0,GALAXY,4e-06
80909,3e-05,0,GALAXY,4e-06
123328,2e-05,0,GALAXY,4e-06
80968,3e-05,0,GALAXY,4e-06
72747,2e-05,0,GALAXY,4e-06
4870,2e-05,0,GALAXY,4e-06
72741,3e-05,0,GALAXY,4e-06
157596,1e-05,0,GALAXY,4e-06
80866,1e-05,0,GALAXY,4e-06
80870,2e-05,0,GALAXY,4e-06
80881,1e-05,0,GALAXY,4e-06
157608,1e-05,0,GALAXY,4e-06
127391,3e-05,0,GALAXY,4e-06
19063,1e-05,0,GALAXY,4e-06
4866,,0,,4e-06
19067,1e-05,0,GALAXY,4e-06
72819,1e-05,0,GALAXY,4e-06
19065,1e-05,0,GALAXY,4e-06
72628,3e-05,0,GALAXY,4e-06
127305,2e-05,0,GALAXY,4e-06
74675,,0,,4e-06
33211,1e-05,0,GALAXY,4e-06
74656,3e-05,0,GALAXY,4e-06
80641,2e-05,0,GALAXY,4e-06
157670,1e-05,0,GALAXY,4e-06
122616,1e-05,0,GALAXY,4e-06
80663,3e-05,0,GALAXY,4e-06
122613,1e-05,0,GALAXY,4e-06
8432,4e-05,0,GALAXY,4e-06
16579,3e-05,0,GALAXY,4e-06
74623,1e-05,0,GALAXY,4e-06
18913,1e-05,0,GALAXY,4e-06
74686,,0,,4e-06
74690,2e-05,0,GALAXY,4e-06
80537,1e-05,0,GALAXY,4e-06
16596,2e-05,0,GALAXY,4e-06
74834,3e-05,0,GALAXY,4e-06
8436,,0,,4e-06
33205,1e-05,0,GALAXY,4e-06
157679,1e-05,0,GALAXY,4e-06
80554,3e-05,0,GALAXY,4e-06
159029,1e-05,0,GALAXY,4e-06
74704,1e-05,0,GALAXY,4e-06
80596,2e-05,0,GALAXY,4e-06
33207,2e-05,0,GALAXY,4e-06
8058,2e-05,0,GALAXY,4e-06
127918,,0,,4e-06
74463,1e-05,0,GALAXY,4e-06
127272,5e-05,0,GALAXY,4e-06
80742,2e-05,0,GALAXY,4e-06
80743,1e-05,0,GALAXY,4e-06
80745,,0,,4e-06
80748,1e-05,0,GALAXY,4e-06
127288,1e-05,0,GALAXY,4e-06
123453,1e-05,0,GALAXY,4e-06
74399,1e-05,0,GALAXY,4e-06
33501,1e-05,0,GALAXY,4e-06
157614,,0,,4e-06
127277,1e-05,0,GALAXY,4e-06
74502,2e-05,0,GALAXY,4e-06
74503,2e-05,0,GALAXY,4e-06
74607,3e-05,0,GALAXY,4e-06
18930,2e-05,0,GALAXY,4e-06
74579,,0,,4e-06
74562,1e-05,0,GALAXY,4e-06
18942,,0,,4e-06
127959,1e-05,0,GALAXY,4e-06
80689,1e-05,0,GALAXY,4e-06
80691,1e-05,0,GALAXY,4e-06
80697,5e-05,0,GALAXY,4e-06
74516,1e-05,0,GALAXY,4e-06
74507,2e-05,0,GALAXY,4e-06
127265,1e-05,0,GALAXY,4e-06
127830,1e-05,0,GALAXY,4e-06
66102,2e-05,0,GALAXY,4e-06
120128,1e-05,0,GALAXY,4e-06
87394,,0,,4e-06
57057,3e-05,0,GALAXY,4e-06
57033,1e-05,0,GALAXY,4e-06
92456,2e-05,0,GALAXY,4e-06
57022,2e-05,0,GALAXY,4e-06
116799,1e-05,0,GALAXY,4e-06
116819,2e-05,0,GALAXY,4e-06
136460,1e-05,0,GALAXY,4e-06
57012,1e-05,0,GALAXY,4e-06
56997,2e-05,0,GALAXY,4e-06
155441,5e-05,0,GALAXY,4e-06
92497,,0,,4e-06
57013,,0,,4e-06
136413,,0,,4e-06
116827,1e-05,0,GALAXY,4e-06
136812,1e-05,0,GALAXY,4e-06
136820,1e-05,0,GALAXY,4e-06
57167,2e-05,0,GALAXY,4e-06
136412,1e-05,0,GALAXY,4e-06
136376,1e-05,0,GALAXY,4e-06
155453,1e-05,0,GALAXY,4e-06
57121,2e-05,0,GALAXY,4e-06
23575,1e-05,0,GALAXY,4e-06
57106,3e-05,0,GALAXY,4e-06
136410,1e-05,0,GALAXY,4e-06
92445,1e-05,0,GALAXY,4e-06
56972,1e-05,0,GALAXY,4e-06
92500,3e-05,0,GALAXY,4e-06
160529,,0,,4e-06
57716,2e-05,0,GALAXY,4e-06
34636,2e-05,0,GALAXY,4e-06
3023,1e-05,0,GALAXY,4e-06
92650,3e-05,0,GALAXY,4e-06
57658,2e-05,0,GALAXY,4e-06
23634,2e-05,0,GALAXY,4e-06
23658,2e-05,0,GALAXY,4e-06
56935,2e-05,0,GALAXY,4e-06
56922,1e-05,0,GALAXY,4e-06
56888,1e-05,0,GALAXY,4e-06
92726,1e-05,0,GALAXY,4e-06
92732,2e-05,0,GALAXY,4e-06
56867,3e-05,0,GALAXY,4e-06
56939,4e-05,0,GALAXY,4e-06
116750,1e-05,0,GALAXY,4e-06
23629,1e-05,0,GALAXY,4e-06
57839,2e-05,0,GALAXY,4e-06
160515,0.0,0,GALAXY,4e-06
23587,3e-05,0,GALAXY,4e-06
6141,1e-05,0,GALAXY,4e-06
160519,,0,,4e-06
4460,,0,,4e-06
92552,1e-05,0,GALAXY,4e-06
6142,2e-05,0,GALAXY,4e-06
57800,3e-05,0,GALAXY,4e-06
92536,2e-05,0,GALAXY,4e-06
57796,1e-05,0,GALAXY,4e-06
23620,4e-05,0,GALAXY,4e-06
23622,4e-05,0,GALAXY,4e-06
57746,4e-05,0,GALAXY,4e-06
57804,,0,,4e-06
13649,1e-05,0,GALAXY,4e-06
92429,,0,,4e-06
92202,1e-05,0,GALAXY,4e-06
2343,1e-05,0,GALAXY,4e-06
136707,3e-05,0,GALAXY,4e-06
57464,2e-05,0,GALAXY,4e-06
116047,0.0,0,GALAXY,4e-06
57417,1e-05,0,GALAXY,4e-06
57413,3e-05,0,GALAXY,4e-06
92269,1e-05,0,GALAXY,4e-06
92272,,0,,4e-06
136720,3e-05,0,GALAXY,4e-06
92284,1e-05,0,GALAXY,4e-06
92244,2e-05,0,GALAXY,4e-06
136734,,0,,4e-06
92193,1e-05,0,GALAXY,4e-06
30322,2e-05,0,GALAXY,4e-06
92093,1e-05,0,GALAXY,4e-06
57590,2e-05,0,GALAXY,4e-06
116095,4e-05,0,GALAXY,4e-06
136634,1e-05,0,GALAXY,4e-06
57584,4e-05,0,GALAXY,4e-06
155491,1e-05,0,GALAXY,4e-06
116080,,0,,4e-06
34356,1e-05,0,GALAXY,4e-06
136635,2e-05,0,GALAXY,4e-06
22759,3e-05,0,GALAXY,4e-06
57516,,0,,4e-06
57506,2e-05,0,GALAXY,4e-06
92153,1e-05,0,GALAXY,4e-06
7955,1e-05,0,GALAXY,4e-06
92331,3e-05,0,GALAXY,4e-06
57369,,0,,4e-06
57250,3e-05,0,GALAXY,4e-06
116841,,0,,4e-06
57234,1e-05,0,GALAXY,4e-06
136776,1e-05,0,GALAXY,4e-06
3014,1e-05,0,GALAXY,4e-06
151948,2e-05,0,GALAXY,4e-06
160508,1e-05,0,GALAXY,4e-06
57220,3e-05,0,GALAXY,4e-06
136804,2e-05,0,GALAXY,4e-06
136806,1e-05,0,GALAXY,4e-06
92399,3e-05,0,GALAXY,4e-06
155460,1e-05,0,GALAXY,4e-06
57264,,0,,4e-06
23566,2e-05,0,GALAXY,4e-06
136757,2e-05,0,GALAXY,4e-06
136758,2e-05,0,GALAXY,4e-06
57342,1e-05,0,GALAXY,4e-06
136759,2e-05,0,GALAXY,4e-06
57322,2e-05,0,GALAXY,4e-06
136768,0.0,0,GALAXY,4e-06
57306,2e-05,0,GALAXY,4e-06
57295,1e-05,0,GALAXY,4e-06
57273,2e-05,0,GALAXY,4e-06
13662,1e-05,0,GALAXY,4e-06
92356,,0,,4e-06
92357,,0,,4e-06
136518,2e-05,0,GALAXY,4e-06
30090,3e-05,0,GALAXY,4e-06
92742,4e-05,0,GALAXY,4e-06
93103,2e-05,0,GALAXY,4e-06
117155,1e-05,0,GALAXY,4e-06
117153,2e-05,0,GALAXY,4e-06
56576,1e-05,0,GALAXY,4e-06
137008,2e-05,0,GALAXY,4e-06
2289,,0,,4e-06
56568,,0,,4e-06
23125,,0,,4e-06
117152,1e-05,0,GALAXY,4e-06
13457,4e-05,0,GALAXY,4e-06
56551,2e-05,0,GALAXY,4e-06
93102,2e-05,0,GALAXY,4e-06
56650,,0,,4e-06
117218,1e-05,0,GALAXY,4e-06
93056,2e-05,0,GALAXY,4e-06
56747,,0,,4e-06
56737,4e-05,0,GALAXY,4e-06
117208,,0,,4e-06
13464,3e-05,0,GALAXY,4e-06
56715,3e-05,0,GALAXY,4e-06
93096,,0,,4e-06
93097,2e-05,0,GALAXY,4e-06
34678,3e-05,0,GALAXY,4e-06
136995,2e-05,0,GALAXY,4e-06
137006,1e-05,0,GALAXY,4e-06
93040,4e-05,0,GALAXY,4e-06
93194,2e-05,0,GALAXY,4e-06
55438,1e-05,0,GALAXY,4e-06
93300,,0,,4e-06
93301,1e-05,0,GALAXY,4e-06
116396,3e-05,0,GALAXY,4e-06
431,3e-05,0,GALAXY,4e-06
137141,1e-05,0,GALAXY,4e-06
55439,,0,,4e-06
150329,2e-05,0,GALAXY,4e-06
155050,2e-05,0,GALAXY,4e-06
55406,2e-05,0,GALAXY,4e-06
55405,2e-05,0,GALAXY,4e-06
116388,1e-05,0,GALAXY,4e-06
93343,3e-05,0,GALAXY,4e-06
55396,1e-05,0,GALAXY,4e-06
2379,1e-05,0,GALAXY,4e-06
93285,3e-05,0,GALAXY,4e-06
116413,2e-05,0,GALAXY,4e-06
117131,3e-05,0,GALAXY,4e-06
31695,1e-05,0,GALAXY,4e-06
137098,,0,,4e-06
56526,,0,,4e-06
155328,1e-05,0,GALAXY,4e-06
55549,,0,,4e-06
55465,3e-05,0,GALAXY,4e-06
55547,3e-05,0,GALAXY,4e-06
55528,3e-05,0,GALAXY,4e-06
55516,2e-05,0,GALAXY,4e-06
93239,4e-05,0,GALAXY,4e-06
93228,1e-05,0,GALAXY,4e-06
93039,3e-05,0,GALAXY,4e-06
2296,1e-05,0,GALAXY,4e-06
150342,1e-05,0,GALAXY,4e-06
117353,2e-05,0,GALAXY,4e-06
117334,3e-05,0,GALAXY,4e-06
92857,1e-05,0,GALAXY,4e-06
56274,2e-05,0,GALAXY,4e-06
56767,2e-05,0,GALAXY,4e-06
56263,1e-05,0,GALAXY,4e-06
56257,,0,,4e-06
136565,1e-05,0,GALAXY,4e-06
92874,,0,,4e-06
982,,0,,4e-06
160569,1e-05,0,GALAXY,4e-06
56776,1e-05,0,GALAXY,4e-06
56804,1e-05,0,GALAXY,4e-06
56854,,0,,4e-06
13546,2e-05,0,GALAXY,4e-06
13542,3e-05,0,GALAXY,4e-06
56836,3e-05,0,GALAXY,4e-06
56801,3e-05,0,GALAXY,4e-06
136552,3e-05,0,GALAXY,4e-06
23720,1e-05,0,GALAXY,4e-06
56807,3e-05,0,GALAXY,4e-06
6166,1e-05,0,GALAXY,4e-06
117274,1e-05,0,GALAXY,4e-06
136573,1e-05,0,GALAXY,4e-06
23738,3e-05,0,GALAXY,4e-06
31710,4e-05,0,GALAXY,4e-06
136927,1e-05,0,GALAXY,4e-06
151137,,0,,4e-06
155343,1e-05,0,GALAXY,4e-06
155341,3e-05,0,GALAXY,4e-06
56119,2e-05,0,GALAXY,4e-06
136931,1e-05,0,GALAXY,4e-06
151963,1e-05,0,GALAXY,4e-06
56090,2e-05,0,GALAXY,4e-06
155340,,0,,4e-06
56059,2e-05,0,GALAXY,4e-06
136967,,0,,4e-06
56109,1e-05,0,GALAXY,4e-06
136914,4e-05,0,GALAXY,4e-06
56152,,0,,4e-06
152433,1e-05,0,GALAXY,4e-06
56218,,0,,4e-06
136865,1e-05,0,GALAXY,4e-06
136873,1e-05,0,GALAXY,4e-06
56187,1e-05,0,GALAXY,4e-06
3031,2e-05,0,GALAXY,4e-06
56178,,0,,4e-06
92936,1e-05,0,GALAXY,4e-06
56172,2e-05,0,GALAXY,4e-06
160597,,0,,4e-06
92948,3e-05,0,GALAXY,4e-06
136900,1e-05,0,GALAXY,4e-06
56159,3e-05,0,GALAXY,4e-06
155369,2e-05,0,GALAXY,4e-06
4498,2e-05,0,GALAXY,4e-06
12103,3e-05,0,GALAXY,4e-06
135801,2e-05,0,GALAXY,4e-06
12276,4e-05,0,GALAXY,4e-06
91114,2e-05,0,GALAXY,4e-06
58858,1e-05,0,GALAXY,4e-06
135804,1e-05,0,GALAXY,4e-06
135806,,0,,4e-06
135807,1e-05,0,GALAXY,4e-06
58813,4e-05,0,GALAXY,4e-06
1486,4e-05,0,GALAXY,4e-06
135812,1e-05,0,GALAXY,4e-06
12275,,0,,4e-06
91119,,0,,4e-06
6036,3e-05,0,GALAXY,4e-06
22072,1e-05,0,GALAXY,4e-06
91455,2e-05,0,GALAXY,4e-06
91456,,0,,4e-06
91477,1e-05,0,GALAXY,4e-06
31877,3e-05,0,GALAXY,4e-06
91489,2e-05,0,GALAXY,4e-06
135786,1e-05,0,GALAXY,4e-06
58935,4e-05,0,GALAXY,4e-06
91060,4e-05,0,GALAXY,4e-06
58893,1e-05,0,GALAXY,4e-06
91062,,0,,4e-06
31874,1e-05,0,GALAXY,4e-06
135695,1e-05,0,GALAXY,4e-06
59992,3e-05,0,GALAXY,4e-06
22542,2e-05,0,GALAXY,4e-06
135887,2e-05,0,GALAXY,4e-06
117105,2e-05,0,GALAXY,4e-06
91250,2e-05,0,GALAXY,4e-06
91244,2e-05,0,GALAXY,4e-06
59872,3e-05,0,GALAXY,4e-06
58570,2e-05,0,GALAXY,4e-06
1132,2e-05,0,GALAXY,4e-06
58548,4e-05,0,GALAXY,4e-06
34331,3e-05,0,GALAXY,4e-06
2993,2e-05,0,GALAXY,4e-06
117096,2e-05,0,GALAXY,4e-06
117879,2e-05,0,GALAXY,4e-06
117108,2e-05,0,GALAXY,4e-06
135814,2e-05,0,GALAXY,4e-06
2989,2e-05,0,GALAXY,4e-06
1485,,0,,4e-06
91150,2e-05,0,GALAXY,4e-06
91158,4e-05,0,GALAXY,4e-06
22093,1e-05,0,GALAXY,4e-06
91203,0.0,0,GALAXY,4e-06
135867,2e-05,0,GALAXY,4e-06
135868,1e-05,0,GALAXY,4e-06
117839,1e-05,0,GALAXY,4e-06
135851,2e-05,0,GALAXY,4e-06
91444,2e-05,0,GALAXY,4e-06
117956,2e-05,0,GALAXY,4e-06
58995,1e-05,0,GALAXY,4e-06
87378,2e-05,0,GALAXY,4e-06
1505,,0,,4e-06
118045,1e-05,0,GALAXY,4e-06
91023,4e-05,0,GALAXY,4e-06
59479,2e-05,0,GALAXY,4e-06
13723,2e-05,0,GALAXY,4e-06
59475,4e-05,0,GALAXY,4e-06
59464,3e-05,0,GALAXY,4e-06
410,4e-05,0,GALAXY,4e-06
155668,2e-05,0,GALAXY,4e-06
21944,,0,,4e-06
58330,3e-05,0,GALAXY,4e-06
135601,2e-05,0,GALAXY,4e-06
91286,3e-05,0,GALAXY,4e-06
7982,2e-05,0,GALAXY,4e-06
91002,,0,,4e-06
155678,1e-05,0,GALAXY,4e-06
13726,1e-05,0,GALAXY,4e-06
135541,3e-05,0,GALAXY,4e-06
59612,3e-05,0,GALAXY,4e-06
90958,4e-05,0,GALAXY,4e-06
59604,3e-05,0,GALAXY,4e-06
34286,,0,,4e-06
21923,2e-05,0,GALAXY,4e-06
90964,,0,,4e-06
135562,2e-05,0,GALAXY,4e-06
29610,,0,,4e-06
21928,1e-05,0,GALAXY,4e-06
90995,5e-05,0,GALAXY,4e-06
59569,4e-05,0,GALAXY,4e-06
58320,,0,,4e-06
150411,1e-05,0,GALAXY,4e-06
34317,,0,,4e-06
21971,1e-05,0,GALAXY,4e-06
21975,,0,,4e-06
117964,,0,,4e-06
135667,2e-05,0,GALAXY,4e-06
91402,3e-05,0,GALAXY,4e-06
155616,1e-05,0,GALAXY,4e-06
58116,4e-05,0,GALAXY,4e-06
413,3e-05,0,GALAXY,4e-06
59014,3e-05,0,GALAXY,4e-06
58998,,0,,4e-06
135675,1e-05,0,GALAXY,4e-06
21970,,0,,4e-06
58203,,0,,4e-06
151031,2e-05,0,GALAXY,4e-06
150758,1e-05,0,GALAXY,4e-06
91296,1e-05,0,GALAXY,4e-06
91298,1e-05,0,GALAXY,4e-06
135613,,0,,4e-06
135615,1e-05,0,GALAXY,4e-06
21955,2e-05,0,GALAXY,4e-06
58283,2e-05,0,GALAXY,4e-06
160310,1e-05,0,GALAXY,4e-06
91317,4e-05,0,GALAXY,4e-06
91325,2e-05,0,GALAXY,4e-06
150408,2e-05,0,GALAXY,4e-06
58242,1e-05,0,GALAXY,4e-06
117973,1e-05,0,GALAXY,4e-06
22557,1e-05,0,GALAXY,4e-06
22562,2e-05,0,GALAXY,4e-06
117092,1e-05,0,GALAXY,4e-06
22684,1e-05,0,GALAXY,4e-06
136271,,0,,4e-06
59255,4e-05,0,GALAXY,4e-06
59244,1e-05,0,GALAXY,4e-06
136312,3e-05,0,GALAXY,4e-06
136323,2e-05,0,GALAXY,4e-06
91917,3e-05,0,GALAXY,4e-06
91970,1e-05,0,GALAXY,4e-06
30089,,0,,4e-06
4512,1e-05,0,GALAXY,4e-06
116166,1e-05,0,GALAXY,4e-06
116161,,0,,4e-06
59164,,0,,4e-06
160440,3e-05,4,GALAXY,4e-06
59289,3e-05,0,GALAXY,4e-06
116908,1e-05,0,GALAXY,4e-06
91850,2e-05,0,GALAXY,4e-06
136194,2e-05,0,GALAXY,4e-06
136239,2e-05,0,GALAXY,4e-06
31812,2e-05,0,GALAXY,4e-06
136229,2e-05,0,GALAXY,4e-06
91895,2e-05,0,GALAXY,4e-06
155532,1e-05,0,GALAXY,4e-06
59309,2e-05,0,GALAXY,4e-06
91908,1e-05,0,GALAXY,4e-06
22682,2e-05,0,GALAXY,4e-06
136205,1e-05,0,GALAXY,4e-06
116924,1e-05,0,GALAXY,4e-06
59113,1e-05,0,GALAXY,4e-06
136601,1e-05,0,GALAXY,4e-06
59051,1e-05,0,GALAXY,4e-06
59036,1e-05,0,GALAXY,4e-06
136605,1e-05,0,GALAXY,4e-06
92072,2e-05,0,GALAXY,4e-06
116114,,0,,4e-06
57624,4e-05,0,GALAXY,4e-06
136621,1e-05,0,GALAXY,4e-06
7961,4e-05,0,GALAXY,4e-06
92089,2e-05,0,GALAXY,4e-06
136630,1e-05,0,GALAXY,4e-06
92077,1e-05,0,GALAXY,4e-06
160465,1e-05,0,GALAXY,4e-06
59076,4e-05,0,GALAXY,4e-06
92011,1e-05,0,GALAXY,4e-06
12135,,0,,4e-06
31790,2e-05,0,GALAXY,4e-06
116148,1e-05,0,GALAXY,4e-06
116135,1e-05,0,GALAXY,4e-06
92061,4e-05,0,GALAXY,4e-06
92042,1e-05,0,GALAXY,4e-06
136349,1e-05,0,GALAXY,4e-06
151102,,0,,4e-06
12106,3e-05,0,GALAXY,4e-06
136351,2e-05,0,GALAXY,4e-06
6104,3e-05,0,GALAXY,4e-06
12132,1e-05,0,GALAXY,4e-06
59415,3e-05,0,GALAXY,4e-06
116925,3e-05,0,GALAXY,4e-06
12232,,0,,4e-06
12229,2e-05,0,GALAXY,4e-06
91612,3e-05,0,GALAXY,4e-06
160369,3e-05,0,GALAXY,4e-06
136018,,0,,4e-06
135977,2e-05,0,GALAXY,4e-06
91642,,0,,4e-06
136031,1e-05,0,GALAXY,4e-06
117038,1e-05,0,GALAXY,4e-06
4535,2e-05,0,GALAXY,4e-06
58089,2e-05,0,GALAXY,4e-06
58347,3e-05,0,GALAXY,4e-06
58405,2e-05,0,GALAXY,4e-06
117087,0.0,0,GALAXY,4e-06
151047,2e-05,0,GALAXY,4e-06
117076,4e-05,0,GALAXY,4e-06
58493,4e-05,0,GALAXY,4e-06
12240,3e-05,0,GALAXY,4e-06
31851,1e-05,0,GALAXY,4e-06
12235,,0,,4e-06
135944,3e-05,0,GALAXY,4e-06
117064,,0,,4e-06
91585,3e-05,0,GALAXY,4e-06
160361,1e-05,0,GALAXY,4e-06
117011,3e-05,0,GALAXY,4e-06
58040,3e-05,0,GALAXY,4e-06
57927,,0,,4e-06
91741,1e-05,0,GALAXY,4e-06
116955,1e-05,0,GALAXY,4e-06
91789,1e-05,0,GALAXY,4e-06
116942,1e-05,0,GALAXY,4e-06
91839,4e-05,0,GALAXY,4e-06
116929,1e-05,0,GALAXY,4e-06
136190,1e-05,0,GALAXY,4e-06
59417,3e-05,0,GALAXY,4e-06
4523,2e-05,0,GALAXY,4e-06
91740,,0,,4e-06
57938,,0,,4e-06
91737,2e-05,0,GALAXY,4e-06
136081,,0,,4e-06
58031,4e-05,0,GALAXY,4e-06
22622,2e-05,0,GALAXY,4e-06
116966,1e-05,0,GALAXY,4e-06
29594,2e-05,0,GALAXY,4e-06
4530,1e-05,0,GALAXY,4e-06
111,3e-05,0,GALAXY,4e-06
12181,4e-05,0,GALAXY,4e-06
91726,1e-05,0,GALAXY,4e-06
34342,2e-05,0,GALAXY,4e-06
91736,2e-05,0,GALAXY,4e-06
135523,2e-05,0,GALAXY,4e-06
114898,1e-05,0,GALAXY,4e-06
54404,,0,,4e-06
53952,3e-05,0,GALAXY,4e-06
53944,1e-05,0,GALAXY,4e-06
94450,1e-05,0,GALAXY,4e-06
53940,,0,,4e-06
54414,,0,,4e-06
53931,3e-05,0,GALAXY,4e-06
138789,,0,,4e-06
23861,1e-05,0,GALAXY,4e-06
94466,2e-05,0,GALAXY,4e-06
94467,1e-05,0,GALAXY,4e-06
53908,2e-05,0,GALAXY,4e-06
3858,3e-05,0,GALAXY,4e-06
